// ===============================================================================================================================================================================================================================================================================================================
// 2023-11-22, 12:19:48, 0
//           Index             Phase      Displacement              Time             Pos X             Pos Y             Pos Z           Piezo X           Piezo Y           Piezo Z           Force A           Force B           Gripper         Voltage A         Voltage B       Temperature      Indent Depth
//             [#]               [#]              [um]               [s]              [um]              [um]              [um]              [um]              [um]              [um]              [uN]              [uN]               [V]               [V]               [V]              [°C]              [um]
// ===============================================================================================================================================================================================================================================================================================================
           0.00000           2.00000          20.64917       14552.69067        -857.86900        -422.19600      -27142.80100           0.00004          -0.00009          20.65108           2.24877               NaN           0.00000          -0.00144          -0.00457          22.76755          42.81692
           0.00000           2.00000          20.77500       14552.69567        -857.86885        -422.19572      -27142.80121          -0.00008          -0.00008          20.77692           2.25686               NaN           0.00000          -0.00147          -0.00458          22.76738          42.94275
           0.00000           2.00000          20.89994       14552.70067        -857.86800        -422.19500      -27142.80200           0.00008          -0.00022          20.90186           2.26789               NaN           0.00000          -0.00148          -0.00456          22.76743          43.06768
           0.00000           2.00000          21.02607       14552.70567        -857.86800        -422.19521      -27142.80200           0.00010           0.00009          21.02801           2.28101               NaN           0.00000          -0.00148          -0.00460          22.76738          43.19382
           0.00000           2.00000          21.15202       14552.71067        -857.86800        -422.19600      -27142.80200           0.00017          -0.00040          21.15396           2.30173               NaN           0.00000          -0.00147          -0.00460          22.76774          43.31977
           0.00000           2.00000          21.27711       14552.71567        -857.86836        -422.19600      -27142.80179           0.00028          -0.00074          21.27906           2.29826               NaN           0.00000          -0.00148          -0.00459          22.76750          43.44486
           0.00000           2.00000          21.40281       14552.72067        -857.86900        -422.19600      -27142.80100           0.00001          -0.00012          21.40478           2.32794               NaN           0.00000          -0.00145          -0.00456          22.76740          43.57056
           0.00000           2.00000          21.52913       14552.72567        -857.86900        -422.19600      -27142.80115          -0.00017          -0.00008          21.53109           2.32801               NaN           0.00000          -0.00145          -0.00461          22.76747          43.69687
           0.00000           2.00000          21.65408       14552.73067        -857.86900        -422.19600      -27142.80200          -0.00034          -0.00048          21.65605           2.34234               NaN           0.00000          -0.00149          -0.00455          22.76741          43.82183
           0.00000           2.00000          21.77958       14552.73567        -857.86872        -422.19600      -27142.80200          -0.00025          -0.00027          21.78157           2.36078               NaN           0.00000          -0.00146          -0.00459          22.76741          43.94733
           0.00000           2.00000          21.90607       14552.74067        -857.86800        -422.19600      -27142.80200           0.00002           0.00017          21.90807           2.38199               NaN           0.00000          -0.00142          -0.00458          22.76745          44.07382
           0.00000           2.00000          22.03138       14552.74567        -857.86821        -422.19585      -27142.80200           0.00023          -0.00035          22.03338           2.39368               NaN           0.00000          -0.00144          -0.00458          22.76743          44.19912
           0.00000           2.00000          22.15638       14552.75067        -857.86900        -422.19500      -27142.80200           0.00003          -0.00093          22.15838           2.39439               NaN           0.00000          -0.00146          -0.00456          22.76751          44.32413
           0.00000           2.00000          22.28274       14552.75567        -857.86872        -422.19521      -27142.80200          -0.00004          -0.00011          22.28475           2.40611               NaN           0.00000          -0.00144          -0.00460          22.76749          44.45049
           0.00000           2.00000          22.40872       14552.76067        -857.86800        -422.19600      -27142.80200           0.00007           0.00010          22.41075           2.42460               NaN           0.00000          -0.00145          -0.00454          22.76734          44.57647
           0.00000           2.00000          22.53352       14552.76567        -857.86836        -422.19600      -27142.80200           0.00001          -0.00031          22.53554           2.42588               NaN           0.00000          -0.00144          -0.00459          22.76756          44.70127
           0.00000           2.00000          22.65910       14552.77067        -857.86900        -422.19600      -27142.80200           0.00003           0.00003          22.66115           2.45671               NaN           0.00000          -0.00140          -0.00456          22.76763          44.82685
           0.00000           2.00000          22.78575       14552.77567        -857.86872        -422.19600      -27142.80185           0.00003           0.00010          22.78780           2.46682               NaN           0.00000          -0.00143          -0.00462          22.76756          44.95349
           0.00000           2.00000          22.91035       14552.78067        -857.86800        -422.19600      -27142.80100          -0.00012          -0.00055          22.91241           2.48264               NaN           0.00000          -0.00144          -0.00460          22.76783          45.07809
           0.00000           2.00000          23.03567       14552.78567        -857.86800        -422.19600      -27142.80100          -0.00034          -0.00077          23.03773           2.48957               NaN           0.00000          -0.00142          -0.00458          22.76741          45.20341
           0.00000           2.00000          23.16214       14552.79067        -857.86800        -422.19600      -27142.80100          -0.00029          -0.00004          23.16422           2.50692               NaN           0.00000          -0.00145          -0.00458          22.76740          45.32989
           0.00000           2.00000          23.28751       14552.79567        -857.86828        -422.19600      -27142.80115          -0.00012          -0.00010          23.28959           2.50787               NaN           0.00000          -0.00144          -0.00457          22.76732          45.45526
           0.00000           2.00000          23.41206       14552.80067        -857.86900        -422.19600      -27142.80200          -0.00012          -0.00041          23.41415           2.52452               NaN           0.00000          -0.00144          -0.00457          22.76743          45.57981
           0.00000           2.00000          23.53842       14552.80567        -857.86900        -422.19600      -27142.80185           0.00010          -0.00015          23.54052           2.53727               NaN           0.00000          -0.00148          -0.00457          22.76746          45.70617
           0.00000           2.00000          23.66430       14552.81067        -857.86900        -422.19600      -27142.80100           0.00034           0.00006          23.66641           2.55391               NaN           0.00000          -0.00149          -0.00458          22.76747          45.83205
           0.00000           2.00000          23.78872       14552.81567        -857.86928        -422.19579      -27142.80115          -0.00015          -0.00073          23.79084           2.57138               NaN           0.00000          -0.00148          -0.00459          22.76750          45.95647
           0.00000           2.00000          23.91434       14552.82067        -857.87000        -422.19500      -27142.80200          -0.00024          -0.00032          23.91647           2.58485               NaN           0.00000          -0.00147          -0.00454          22.76749          46.08209
           0.00000           2.00000          24.04076       14552.82567        -857.86971        -422.19528      -27142.80200          -0.00030           0.00004          24.04289           2.58535               NaN           0.00000          -0.00144          -0.00459          22.76736          46.20851
           0.00000           2.00000          24.16539       14552.83067        -857.86801        -422.19600      -27142.80200          -0.00040          -0.00014          24.16752           2.59365               NaN           0.00000          -0.00142          -0.00458          22.76753          46.33313
           0.00000           2.00000          24.29043       14552.83567        -857.86800        -422.19600      -27142.80185          -0.00020          -0.00044          24.29257           2.61219               NaN           0.00000          -0.00147          -0.00458          22.76751          46.45818
           0.00000           2.00000          24.41702       14552.84067        -857.86800        -422.19600      -27142.80100          -0.00028          -0.00054          24.41919           2.64040               NaN           0.00000          -0.00146          -0.00460          22.76742          46.58477
           0.00000           2.00000          24.54217       14552.84567        -857.86828        -422.19579      -27142.80100          -0.00019          -0.00039          24.54435           2.65544               NaN           0.00000          -0.00149          -0.00459          22.76752          46.70992
           0.00000           2.00000          24.66685       14552.85067        -857.86900        -422.19500      -27142.80100          -0.00013          -0.00046          24.66902           2.65610               NaN           0.00000          -0.00145          -0.00453          22.76755          46.83459
           0.00000           2.00000          24.79311       14552.85567        -857.86900        -422.19521      -27142.80121          -0.00027          -0.00055          24.79529           2.67144               NaN           0.00000          -0.00143          -0.00455          22.76750          46.96086
           0.00000           2.00000          24.91874       14552.86067        -857.86900        -422.19600      -27142.80200          -0.00005          -0.00011          24.92094           2.69541               NaN           0.00000          -0.00145          -0.00458          22.76754          47.08649
           0.00000           2.00000          25.04329       14552.86567        -857.86864        -422.19600      -27142.80179          -0.00023          -0.00015          25.04550           2.71207               NaN           0.00000          -0.00145          -0.00458          22.76741          47.21104
           0.00000           2.00000          25.16910       14552.87067        -857.86800        -422.19600      -27142.80100          -0.00017          -0.00017          25.17132           2.73480               NaN           0.00000          -0.00145          -0.00460          22.76757          47.33685
           0.00000           2.00000          25.29533       14552.87567        -857.86800        -422.19600      -27142.80121           0.00005          -0.00044          25.29758           2.77068               NaN           0.00000          -0.00146          -0.00458          22.76744          47.46308
           0.00000           2.00000          25.41968       14552.88067        -857.86800        -422.19600      -27142.80200          -0.00009          -0.00057          25.42196           2.82812               NaN           0.00000          -0.00145          -0.00457          22.76746          47.58742
           0.00000           2.00000          25.54510       14552.88567        -857.86815        -422.19600      -27142.80200          -0.00014          -0.00017          25.54746           2.94133               NaN           0.00000          -0.00141          -0.00457          22.76752          47.71285
           0.00000           2.00000          25.67136       14552.89067        -857.86900        -422.19600      -27142.80200           0.00012           0.00000          25.67390           3.21396               NaN           0.00000          -0.00143          -0.00457          22.76743          47.83911
           0.00000           2.00000          25.79587       14552.89567        -857.86879        -422.19600      -27142.80200           0.00005          -0.00034          25.79865           3.59181               NaN           0.00000          -0.00138          -0.00458          22.76757          47.96362
           0.00000           2.00000          25.92033       14552.90067        -857.86800        -422.19600      -27142.80200           0.00007          -0.00023          25.92342           4.08545               NaN           0.00000          -0.00139          -0.00456          22.76767          48.08807
           0.00000           2.00000          26.04641       14552.90567        -857.86828        -422.19600      -27142.80185           0.00022          -0.00006          26.04990           4.69459               NaN           0.00000          -0.00143          -0.00458          22.76752          48.21416
           0.00000           2.00000          26.17136       14552.91067        -857.86900        -422.19600      -27142.80100           0.00026          -0.00063          26.17524           5.30600               NaN           0.00000          -0.00141          -0.00458          22.76755          48.33910
           0.00000           2.00000          26.29536       14552.91567        -857.86928        -422.19600      -27142.80115          -0.00005          -0.00063          26.29968           5.98303               NaN           0.00000          -0.00142          -0.00461          22.76747          48.46311
           0.00000           2.00000          26.42100       14552.92067        -857.87000        -422.19600      -27142.80200          -0.00022          -0.00023          26.42582           6.76865               NaN           0.00000          -0.00142          -0.00459          22.76740          48.58875
           0.00000           2.00000          26.54672       14552.92567        -857.86944        -422.19579      -27142.80200          -0.00012          -0.00004          26.55204           7.55170               NaN           0.00000          -0.00138          -0.00462          22.76736          48.71446
           0.00000           2.00000          26.67059       14552.93067        -857.86800        -422.19500      -27142.80200          -0.00031          -0.00030          26.67644           8.35912               NaN           0.00000          -0.00143          -0.00458          22.76737          48.83834
           0.00000           2.00000          26.79572       14552.93567        -857.86800        -422.19528      -27142.80200          -0.00045          -0.00028          26.80215           9.26366               NaN           0.00000          -0.00145          -0.00453          22.76739          48.96347
           0.00000           2.00000          26.92193       14552.94067        -857.86800        -422.19600      -27142.80200          -0.00008          -0.00000          26.92897          10.21917               NaN           0.00000          -0.00143          -0.00460          22.76749          49.08967
           0.00000           2.00000          27.04618       14552.94567        -857.86856        -422.19600      -27142.80185          -0.00004          -0.00038          27.05378          11.09298               NaN           0.00000          -0.00140          -0.00459          22.76745          49.21392
           0.00000           2.00000          27.17049       14552.95067        -857.87000        -422.19600      -27142.80100           0.00003          -0.00047          27.17871          12.05949               NaN           0.00000          -0.00144          -0.00456          22.76742          49.33824
           0.00000           2.00000          27.29675       14552.95567        -857.86972        -422.19600      -27142.80115          -0.00003          -0.00006          27.30565          13.10579               NaN           0.00000          -0.00146          -0.00458          22.76756          49.46450
           0.00000           2.00000          27.42175       14552.96067        -857.86900        -422.19600      -27142.80200          -0.00012          -0.00032          27.43126          14.06699               NaN           0.00000          -0.00147          -0.00458          22.76753          49.58949
           0.00000           2.00000          27.54568       14552.96567        -857.86872        -422.19579      -27142.80200          -0.00018          -0.00047          27.55584          15.06606               NaN           0.00000          -0.00146          -0.00458          22.76740          49.71343
           0.00000           2.00000          27.67162       14552.97067        -857.86800        -422.19500      -27142.80200           0.00020           0.00026          27.68250          16.19134               NaN           0.00000          -0.00147          -0.00454          22.76747          49.83937
           0.00000           2.00000          27.79711       14552.97567        -857.86800        -422.19500      -27142.80200           0.00042           0.00001          27.80867          17.23815               NaN           0.00000          -0.00146          -0.00456          22.76752          49.96486
           0.00000           2.00000          27.92104       14552.98067        -857.86800        -422.19500      -27142.80200           0.00026          -0.00029          27.93324          18.24191               NaN           0.00000          -0.00145          -0.00454          22.76757          50.08879
           0.00000           2.00000          28.04636       14552.98567        -857.86828        -422.19521      -27142.80179          -0.00008          -0.00031          28.05931          19.39939               NaN           0.00000          -0.00149          -0.00458          22.76766          50.21411
           0.00000           2.00000          28.17254       14552.99067        -857.86900        -422.19600      -27142.80100           0.00017          -0.00035          28.18622          20.53244               NaN           0.00000          -0.00146          -0.00458          22.76743          50.34028
           0.00000           2.00000          28.29667       14552.99567        -857.86864        -422.19600      -27142.80115          -0.00004          -0.00036          28.31100          21.53654               NaN           0.00000          -0.00143          -0.00458          22.76748          50.46442
           0.00000           2.00000          28.42159       14553.00067        -857.86800        -422.19600      -27142.80200           0.00012          -0.00019          28.43665          22.67868               NaN           0.00000          -0.00142          -0.00459          22.76753          50.58934
           0.00000           2.00000          28.54772       14553.00567        -857.86800        -422.19600      -27142.80171           0.00009           0.00006          28.56354          23.86216               NaN           0.00000          -0.00145          -0.00456          22.76759          50.71547
           0.00000           2.00000          28.67267       14553.01067        -857.86800        -422.19600      -27142.80001           0.00013          -0.00004          28.68918          24.93193               NaN           0.00000          -0.00142          -0.00456          22.76742          50.84042
           0.00000           2.00000          28.79695       14553.01567        -857.86815        -422.19600      -27142.80021           0.00006          -0.00040          28.81418          26.05535               NaN           0.00000          -0.00143          -0.00458          22.76756          50.96470
           0.00000           2.00000          28.92293       14553.02067        -857.86900        -422.19600      -27142.80100           0.00019           0.00010          28.94095          27.29163               NaN           0.00000          -0.00143          -0.00457          22.76736          51.09067
           0.00000           2.00000          29.04816       14553.02567        -857.86864        -422.19600      -27142.80085           0.00011          -0.00021          29.06691          28.41688               NaN           0.00000          -0.00143          -0.00457          22.76747          51.21590
           0.00000           2.00000          29.17253       14553.03067        -857.86800        -422.19600      -27142.80000          -0.00006          -0.00020          29.19201          29.54750               NaN           0.00000          -0.00141          -0.00456          22.76744          51.34028
           0.00000           2.00000          29.29795       14553.03567        -857.86828        -422.19579      -27142.80015          -0.00017           0.00010          29.31826          30.84107               NaN           0.00000          -0.00146          -0.00455          22.76747          51.46569
           0.00000           2.00000          29.42361       14553.04067        -857.86900        -422.19500      -27142.80100           0.00004          -0.00007          29.44472          32.08249               NaN           0.00000          -0.00145          -0.00458          22.76767          51.59135
           0.00000           2.00000          29.54779       14553.04567        -857.86900        -422.19500      -27142.80100          -0.00009          -0.00054          29.56965          33.24878               NaN           0.00000          -0.00147          -0.00460          22.76757          51.71554
           0.00000           2.00000          29.67276       14553.05067        -857.86900        -422.19500      -27142.80100          -0.00009          -0.00038          29.69547          34.57945               NaN           0.00000          -0.00145          -0.00455          22.76735          51.84050
           0.00000           2.00000          29.79892       14553.05567        -857.86928        -422.19521      -27142.80115          -0.00001          -0.00021          29.82251          35.94394               NaN           0.00000          -0.00144          -0.00456          22.76759          51.96667
           0.00000           2.00000          29.92334       14553.06067        -857.87000        -422.19600      -27142.80200          -0.00026          -0.00050          29.94770          37.13080               NaN           0.00000          -0.00147          -0.00459          22.76745          52.09108
           0.00000           2.00000          30.04780       14553.06567        -857.86979        -422.19572      -27142.80179          -0.00033          -0.00046          30.07299          38.42054               NaN           0.00000          -0.00148          -0.00455          22.76747          52.21555
           0.00000           2.00000          30.17401       14553.07067        -857.86900        -422.19500      -27142.80100           0.00003           0.00026          30.20011          39.83886               NaN           0.00000          -0.00151          -0.00457          22.76755          52.34176
           0.00000           2.00000          30.29906       14553.07567        -857.86879        -422.19500      -27142.80100           0.00005          -0.00006          30.32594          41.04272               NaN           0.00000          -0.00147          -0.00458          22.76740          52.46681
           0.00000           2.00000          30.42326       14553.08067        -857.86800        -422.19500      -27142.80100           0.00010          -0.00035          30.45090          42.22633               NaN           0.00000          -0.00148          -0.00458          22.76746          52.59101
           0.00000           2.00000          30.54907       14553.08567        -857.86800        -422.19500      -27142.80100          -0.00016          -0.00033          30.57762          43.65392               NaN           0.00000          -0.00146          -0.00455          22.76739          52.71681
           0.00000           2.00000          30.67481       14553.09067        -857.86800        -422.19500      -27142.80100          -0.00004          -0.00033          30.70418          44.91277               NaN           0.00000          -0.00145          -0.00454          22.76758          52.84256
           0.00000           2.00000          30.79857       14553.09567        -857.86836        -422.19521      -27142.80100          -0.00004          -0.00049          30.82866          46.03096               NaN           0.00000          -0.00149          -0.00456          22.76733          52.96632
           0.00000           2.00000          30.92389       14553.10067        -857.86900        -422.19600      -27142.80100          -0.00011          -0.00057          30.95487          47.42038               NaN           0.00000          -0.00146          -0.00455          22.76749          53.09163
           0.00000           2.00000          31.05009       14553.10567        -857.86900        -422.19600      -27142.80079           0.00013          -0.00017          31.08194          48.78269               NaN           0.00000          -0.00147          -0.00457          22.76754          53.21783
           0.00000           2.00000          31.17422       14553.11067        -857.86900        -422.19600      -27142.80000           0.00004          -0.00009          31.20679          49.89247               NaN           0.00000          -0.00148          -0.00457          22.76767          53.34196
           0.00000           2.00000          31.29883       14553.11567        -857.86900        -422.19600      -27142.80042          -0.00023          -0.00052          31.33225          51.20398               NaN           0.00000          -0.00146          -0.00458          22.76735          53.46658
           0.00000           2.00000          31.42539       14553.12067        -857.86900        -422.19600      -27142.80200          -0.00035          -0.00020          31.45974          52.66113               NaN           0.00000          -0.00145          -0.00460          22.76743          53.59314
           0.00000           2.00000          31.54991       14553.12567        -857.86900        -422.19572      -27142.80179          -0.00024          -0.00028          31.58501          53.81369               NaN           0.00000          -0.00141          -0.00461          22.76757          53.71766
           0.00000           2.00000          31.67412       14553.13067        -857.86900        -422.19500      -27142.80100          -0.00056          -0.00036          31.71002          55.05332               NaN           0.00000          -0.00143          -0.00458          22.76760          53.84187
           0.00000           2.00000          31.79987       14553.13567        -857.86900        -422.19500      -27142.80100          -0.00023          -0.00014          31.83674          56.56203               NaN           0.00000          -0.00146          -0.00457          22.76751          53.96762
           0.00000           2.00000          31.92570       14553.14067        -857.86900        -422.19500      -27142.80100           0.00002          -0.00039          31.96341          57.87693               NaN           0.00000          -0.00138          -0.00455          22.76745          54.09345
           0.00000           2.00000          32.04959       14553.14567        -857.86827        -422.19500      -27142.80100          -0.00012          -0.00021          32.08806          59.05666               NaN           0.00000          -0.00141          -0.00457          22.76748          54.21734
           0.00000           2.00000          32.17482       14553.15067        -857.86700        -422.19500      -27142.80100           0.00008          -0.00013          32.21428          60.59525               NaN           0.00000          -0.00142          -0.00458          22.76759          54.34257
           0.00000           2.00000          32.30102       14553.15567        -857.86773        -422.19521      -27142.80100           0.00034          -0.00041          32.34145          62.10076               NaN           0.00000          -0.00143          -0.00459          22.76748          54.46877
           0.00000           2.00000          32.42491       14553.16067        -857.86900        -422.19600      -27142.80100           0.00019          -0.00038          32.46613          63.32235               NaN           0.00000          -0.00146          -0.00458          22.76759          54.59266
           0.00000           2.00000          32.54963       14553.16567        -857.86900        -422.19600      -27142.80100           0.00028          -0.00049          32.59180          64.80550               NaN           0.00000          -0.00147          -0.00459          22.76758          54.71738
           0.00000           2.00000          32.67591       14553.17067        -857.86900        -422.19600      -27142.80100           0.00031          -0.00025          32.71911          66.41666               NaN           0.00000          -0.00143          -0.00459          22.76761          54.84366
           0.00000           2.00000          32.80042       14553.17567        -857.86900        -422.19579      -27142.80100           0.00036          -0.00006          32.84443          67.67313               NaN           0.00000          -0.00146          -0.00458          22.76759          54.96817
           0.00000           2.00000          32.92456       14553.18067        -857.86900        -422.19500      -27142.80100           0.00012          -0.00000          32.96944          69.02092               NaN           0.00000          -0.00143          -0.00456          22.76759          55.09230
           0.00000           2.00000          33.05062       14553.18567        -857.86864        -422.19500      -27142.80115           0.00001          -0.00001          33.09654          70.63873               NaN           0.00000          -0.00144          -0.00457          22.76769          55.21837
           0.00000           2.00000          33.17593       14553.19067        -857.86800        -422.19500      -27142.80200           0.00005          -0.00011          33.22272          71.97885               NaN           0.00000          -0.00146          -0.00455          22.76756          55.34368
           0.00000           2.00000          33.29985       14553.19567        -857.86836        -422.19500      -27142.80185          -0.00025          -0.00035          33.34744          73.22144               NaN           0.00000          -0.00147          -0.00456          22.76755          55.46760
           0.00000           2.00000          33.42563       14553.20067        -857.86900        -422.19500      -27142.80100          -0.00020          -0.00028          33.47425          74.83231               NaN           0.00000          -0.00147          -0.00458          22.76761          55.59338
           0.00000           2.00000          33.55117       14553.20567        -857.86936        -422.19542      -27142.80115          -0.00004          -0.00050          33.60071          76.26704               NaN           0.00000          -0.00143          -0.00458          22.76765          55.71892
           0.00000           2.00000          33.67516       14553.21067        -857.87000        -422.19700      -27142.80200          -0.00010          -0.00049          33.72548          77.47590               NaN           0.00000          -0.00143          -0.00454          22.76757          55.84291
           0.00000           2.00000          33.80019       14553.21567        -857.86971        -422.19644      -27142.80200          -0.00027          -0.00004          33.85149          78.99590               NaN           0.00000          -0.00146          -0.00454          22.76768          55.96793
           0.00000           2.00000          33.92639       14553.22067        -857.86801        -422.19500      -27142.80200           0.00001           0.00014          33.97871          80.57547               NaN           0.00000          -0.00143          -0.00455          22.76772          56.09414
           0.00000           2.00000          34.05074       14553.22567        -857.86828        -422.19542      -27142.80200           0.00011          -0.00020          34.10381          81.73813               NaN           0.00000          -0.00147          -0.00458          22.76746          56.21849
           0.00000           2.00000          34.17501       14553.23067        -857.86900        -422.19700      -27142.80200           0.00002          -0.00018          34.22895          83.10666               NaN           0.00000          -0.00145          -0.00457          22.76765          56.34275
           0.00000           2.00000          34.30142       14553.23567        -857.86872        -422.19679      -27142.80185          -0.00012          -0.00040          34.35643          84.76487               NaN           0.00000          -0.00147          -0.00459          22.76749          56.46916
           0.00000           2.00000          34.42624       14553.24067        -857.86800        -422.19600      -27142.80100          -0.00012          -0.00044          34.48205          86.00682               NaN           0.00000          -0.00148          -0.00460          22.76753          56.59398
           0.00000           2.00000          34.54994       14553.24567        -857.86828        -422.19600      -27142.80100          -0.00037          -0.00071          34.60651          87.18221               NaN           0.00000          -0.00146          -0.00457          22.76767          56.71769
           0.00000           2.00000          34.67608       14553.25067        -857.86900        -422.19600      -27142.80100          -0.00027          -0.00010          34.73372          88.84361               NaN           0.00000          -0.00143          -0.00456          22.76755          56.84383
           0.00000           2.00000          34.80184       14553.25567        -857.86928        -422.19579      -27142.80115          -0.00018           0.00006          34.86040          90.26653               NaN           0.00000          -0.00150          -0.00458          22.76751          56.96959
           0.00000           2.00000          34.92557       14553.26067        -857.87000        -422.19500      -27142.80200           0.00003          -0.00046          34.98481          91.33416               NaN           0.00000          -0.00147          -0.00455          22.76750          57.09331
           0.00000           2.00000          35.05065       14553.26567        -857.86972        -422.19500      -27142.80185          -0.00012          -0.00047          35.11088          92.88008               NaN           0.00000          -0.00148          -0.00459          22.76763          57.21840
           0.00000           2.00000          35.17699       14553.27067        -857.86900        -422.19500      -27142.80100           0.00016           0.00003          35.23827          94.50283               NaN           0.00000          -0.00146          -0.00459          22.76766          57.34474
           0.00000           2.00000          35.30126       14553.27567        -857.86900        -422.19521      -27142.80115           0.00010          -0.00064          35.36326          95.61716               NaN           0.00000          -0.00148          -0.00459          22.76742          57.46901
           0.00000           2.00000          35.42550       14553.28067        -857.86900        -422.19600      -27142.80200          -0.00012          -0.00021          35.48838          96.99317               NaN           0.00000          -0.00146          -0.00459          22.76754          57.59325
           0.00000           2.00000          35.55193       14553.28567        -857.86872        -422.19600      -27142.80200           0.00001           0.00024          35.61593          98.73159               NaN           0.00000          -0.00149          -0.00457          22.76766          57.71968
           0.00000           2.00000          35.67674       14553.29067        -857.86800        -422.19600      -27142.80200          -0.00005          -0.00028          35.74155          99.99872               NaN           0.00000          -0.00148          -0.00458          22.76761          57.84448
           0.00000           2.00000          35.80046       14553.29567        -857.86821        -422.19621      -27142.80200           0.00007          -0.00037          35.86609         101.26309               NaN           0.00000          -0.00144          -0.00458          22.76736          57.96821
           0.00000           2.00000          35.92625       14553.30067        -857.86900        -422.19700      -27142.80200           0.00018          -0.00031          35.99300         103.01561               NaN           0.00000          -0.00141          -0.00457          22.76764          58.09399
           0.00000           2.00000          36.05181       14553.30567        -857.86900        -422.19658      -27142.80200           0.00010          -0.00005          36.11951         104.47090               NaN           0.00000          -0.00142          -0.00458          22.76758          58.21956
           0.00000           2.00000          36.17535       14553.31067        -857.86900        -422.19500      -27142.80200          -0.00010          -0.00042          36.24380         105.63809               NaN           0.00000          -0.00140          -0.00457          22.76763          58.34310
           0.00000           2.00000          36.30069       14553.31567        -857.86900        -422.19521      -27142.80200          -0.00011          -0.00061          36.37019         107.26853               NaN           0.00000          -0.00143          -0.00455          22.76755          58.46844
           0.00000           2.00000          36.42675       14553.32067        -857.86900        -422.19600      -27142.80200          -0.00004           0.00039          36.49733         108.95910               NaN           0.00000          -0.00143          -0.00456          22.76772          58.59449
           0.00000           2.00000          36.55090       14553.32567        -857.86864        -422.19621      -27142.80200          -0.00017          -0.00022          36.62222         110.11240               NaN           0.00000          -0.00142          -0.00454          22.76751          58.71865
           0.00000           2.00000          36.67498       14553.33067        -857.86800        -422.19700      -27142.80200          -0.00008          -0.00039          36.74721         111.52981               NaN           0.00000          -0.00142          -0.00455          22.76749          58.84272
           0.00000           2.00000          36.80124       14553.33567        -857.86836        -422.19679      -27142.80200          -0.00006          -0.00021          36.87465         113.35138               NaN           0.00000          -0.00144          -0.00453          22.76760          58.96899
           0.00000           2.00000          36.92589       14553.34067        -857.86900        -422.19600      -27142.80200          -0.00011          -0.00005          37.00012         114.63160               NaN           0.00000          -0.00141          -0.00452          22.76759          59.09363
           0.00000           2.00000          37.04972       14553.34567        -857.86900        -422.19558      -27142.80185          -0.00049          -0.00049          37.12477         115.89563               NaN           0.00000          -0.00140          -0.00452          22.76772          59.21747
           0.00000           2.00000          37.17560       14553.35067        -857.86900        -422.19400      -27142.80100          -0.00021          -0.00038          37.25181         117.70730               NaN           0.00000          -0.00141          -0.00460          22.76759          59.34334
           0.00000           2.00000          37.30109       14553.35567        -857.86928        -422.19442      -27142.80100          -0.00014          -0.00022          37.37827         119.20882               NaN           0.00000          -0.00140          -0.00455          22.76749          59.46884
           0.00000           2.00000          37.42475       14553.36067        -857.87000        -422.19600      -27142.80100          -0.00016          -0.00019          37.50269         120.39308               NaN           0.00000          -0.00141          -0.00458          22.76748          59.59250
           0.00000           2.00000          37.54998       14553.36567        -857.86972        -422.19600      -27142.80115           0.00009          -0.00041          37.62901         122.08321               NaN           0.00000          -0.00143          -0.00458          22.76752          59.71773
           0.00000           2.00000          37.67583       14553.37067        -857.86900        -422.19600      -27142.80200           0.00025          -0.00010          37.75593         123.73683               NaN           0.00000          -0.00147          -0.00451          22.76756          59.84358
           0.00000           2.00000          37.79987       14553.37567        -857.86900        -422.19600      -27142.80200          -0.00028           0.00003          37.88074         124.93727               NaN           0.00000          -0.00145          -0.00459          22.76765          59.96762
           0.00000           2.00000          37.92437       14553.38067        -857.86900        -422.19600      -27142.80200          -0.00006           0.00009          38.00622         126.46586               NaN           0.00000          -0.00145          -0.00456          22.76760          60.09211
           0.00000           2.00000          38.05048       14553.38567        -857.86872        -422.19600      -27142.80185           0.00030          -0.00025          38.13347         128.24281               NaN           0.00000          -0.00146          -0.00451          22.76754          60.21823
           0.00000           2.00000          38.17490       14553.39067        -857.86800        -422.19600      -27142.80100           0.00034          -0.00016          38.25869         129.47588               NaN           0.00000          -0.00143          -0.00454          22.76773          60.34265
           0.00000           2.00000          38.29892       14553.39567        -857.86856        -422.19579      -27142.80100           0.00005          -0.00035          38.38357         130.82270               NaN           0.00000          -0.00143          -0.00454          22.76777          60.46666
           0.00000           2.00000          38.42491       14553.40067        -857.87000        -422.19500      -27142.80100           0.00023          -0.00002          38.51075         132.66724               NaN           0.00000          -0.00140          -0.00456          22.76762          60.59266
           0.00000           2.00000          38.55021       14553.40567        -857.86964        -422.19528      -27142.80121           0.00030           0.00006          38.63697         134.08773               NaN           0.00000          -0.00143          -0.00459          22.76757          60.71796
           0.00000           2.00000          38.67364       14553.41067        -857.86900        -422.19600      -27142.80200          -0.00023          -0.00007          38.76114         135.24666               NaN           0.00000          -0.00144          -0.00456          22.76763          60.84138
           0.00000           2.00000          38.79928       14553.41567        -857.86900        -422.19600      -27142.80200          -0.00014           0.00008          38.88796         137.08332               NaN           0.00000          -0.00146          -0.00454          22.76755          60.96703
           0.00000           2.00000          38.92504       14553.42067        -857.86900        -422.19600      -27142.80200          -0.00022          -0.00041          39.01478         138.72609               NaN           0.00000          -0.00143          -0.00460          22.76767          61.09279
