// ===============================================================================================================================================================================================================================================================================================================
// 2023-11-22, 12:19:48, 0
//           Index             Phase      Displacement              Time             Pos X             Pos Y             Pos Z           Piezo X           Piezo Y           Piezo Z           Force A           Force B           Gripper         Voltage A         Voltage B       Temperature      Indent Depth
//             [#]               [#]              [um]               [s]              [um]              [um]              [um]              [um]              [um]              [um]              [uN]              [uN]               [V]               [V]               [V]              [°C]              [um]
// ===============================================================================================================================================================================================================================================================================================================
           0.00000           3.00000          50.00253       14559.60067        -857.86800        -422.19700      -27142.80200          -0.00017           0.00001          50.13835         210.33597               NaN           0.00000          -0.00145          -0.00460          22.76830          72.17027
           0.00000           3.00000          50.00246       14559.60567        -857.86815        -422.19700      -27142.80179          -0.00018           0.00019          50.13838         210.49254               NaN           0.00000          -0.00146          -0.00457          22.76805          72.17021
           0.00000           3.00000          50.00354       14559.61067        -857.86900        -422.19700      -27142.80100          -0.00010           0.00062          50.13982         211.05300               NaN           0.00000          -0.00148          -0.00458          22.76835          72.17129
           0.00000           3.00000          50.00280       14559.61567        -857.86900        -422.19679      -27142.80079          -0.00002           0.00008          50.13873         210.50183               NaN           0.00000          -0.00145          -0.00453          22.76840          72.17055
           0.00000           3.00000          50.00232       14559.62067        -857.86900        -422.19600      -27142.80000           0.00011          -0.00045          50.13812         210.30918               NaN           0.00000          -0.00148          -0.00455          22.76833          72.17007
           0.00000           3.00000          50.00320       14559.62567        -857.86900        -422.19600      -27142.80000           0.00007          -0.00008          50.13940         210.91494               NaN           0.00000          -0.00149          -0.00456          22.76826          72.17095
           0.00000           3.00000          50.00314       14559.63067        -857.86900        -422.19600      -27142.80000          -0.00018          -0.00040          50.13919         210.70549               NaN           0.00000          -0.00145          -0.00454          22.76824          72.17088
           0.00000           3.00000          50.00225       14559.63567        -857.86900        -422.19600      -27142.80000          -0.00050          -0.00006          50.13802         210.26725               NaN           0.00000          -0.00146          -0.00457          22.76825          72.16999
           0.00000           3.00000          50.00289       14559.64067        -857.86900        -422.19600      -27142.80000          -0.00037           0.00037          50.13896         210.73316               NaN           0.00000          -0.00144          -0.00459          22.76836          72.17063
           0.00000           3.00000          50.00337       14559.64567        -857.86900        -422.19600      -27142.80000          -0.00002           0.00023          50.13952         210.84802               NaN           0.00000          -0.00144          -0.00457          22.76818          72.17112
           0.00000           3.00000          50.00244       14559.65067        -857.86900        -422.19600      -27142.80000          -0.00001          -0.00009          50.13826         210.33197               NaN           0.00000          -0.00146          -0.00454          22.76831          72.17019
           0.00000           3.00000          50.00267       14559.65567        -857.86900        -422.19621      -27142.80015           0.00039          -0.00018          50.13865         210.57847               NaN           0.00000          -0.00147          -0.00458          22.76823          72.17042
           0.00000           3.00000          50.00342       14559.66067        -857.86900        -422.19700      -27142.80100           0.00012          -0.00043          50.13961         210.90985               NaN           0.00000          -0.00144          -0.00459          22.76830          72.17117
           0.00000           3.00000          50.00268       14559.66567        -857.86900        -422.19679      -27142.80100          -0.00017          -0.00040          50.13855         210.41269               NaN           0.00000          -0.00143          -0.00457          22.76832          72.17043
           0.00000           3.00000          50.00246       14559.67067        -857.86900        -422.19600      -27142.80100          -0.00014          -0.00009          50.13833         210.40739               NaN           0.00000          -0.00144          -0.00457          22.76836          72.17021
           0.00000           3.00000          50.00345       14559.67567        -857.86936        -422.19600      -27142.80100          -0.00012           0.00025          50.13963         210.89932               NaN           0.00000          -0.00147          -0.00454          22.76834          72.17119
           0.00000           3.00000          50.00293       14559.68067        -857.87000        -422.19600      -27142.80100          -0.00000           0.00010          50.13888         210.53318               NaN           0.00000          -0.00144          -0.00456          22.76826          72.17068
           0.00000           3.00000          50.00235       14559.68567        -857.86972        -422.19579      -27142.80085          -0.00008          -0.00017          50.13812         210.25368               NaN           0.00000          -0.00143          -0.00458          22.76821          72.17010
           0.00000           3.00000          50.00314       14559.69067        -857.86900        -422.19500      -27142.80000          -0.00005          -0.00041          50.13925         210.77347               NaN           0.00000          -0.00143          -0.00456          22.76824          72.17089
           0.00000           3.00000          50.00328       14559.69567        -857.86872        -422.19521      -27142.80000          -0.00029          -0.00030          50.13933         210.69900               NaN           0.00000          -0.00147          -0.00458          22.76829          72.17103
           0.00000           3.00000          50.00229       14559.70067        -857.86800        -422.19600      -27142.80000          -0.00031          -0.00023          50.13802         210.19240               NaN           0.00000          -0.00140          -0.00454          22.76844          72.17004
           0.00000           3.00000          50.00273       14559.70567        -857.86800        -422.19585      -27142.80028          -0.00041           0.00021          50.13870         210.56809               NaN           0.00000          -0.00138          -0.00459          22.76818          72.17048
           0.00000           3.00000          50.00350       14559.71067        -857.86800        -422.19500      -27142.80100          -0.00031           0.00039          50.13964         210.82718               NaN           0.00000          -0.00142          -0.00459          22.76819          72.17125
           0.00000           3.00000          50.00238       14559.71567        -857.86836        -422.19500      -27142.80100          -0.00031          -0.00041          50.13816         210.27978               NaN           0.00000          -0.00144          -0.00457          22.76833          72.17012
           0.00000           3.00000          50.00244       14559.72067        -857.86900        -422.19500      -27142.80100           0.00027           0.00009          50.13831         210.41269               NaN           0.00000          -0.00142          -0.00458          22.76844          72.17018
           0.00000           3.00000          50.00329       14559.72567        -857.86879        -422.19528      -27142.80079           0.00010          -0.00002          50.13945         210.85414               NaN           0.00000          -0.00143          -0.00458          22.76835          72.17104
           0.00000           3.00000          50.00273       14559.73067        -857.86800        -422.19600      -27142.80000          -0.00013          -0.00047          50.13861         210.43044               NaN           0.00000          -0.00141          -0.00459          22.76834          72.17048
           0.00000           3.00000          50.00229       14559.73567        -857.86856        -422.19558      -27142.80000          -0.00026          -0.00014          50.13808         210.28856               NaN           0.00000          -0.00141          -0.00457          22.76828          72.17004
           0.00000           3.00000          50.00327       14559.74067        -857.87000        -422.19400      -27142.80000           0.00012           0.00033          50.13937         210.77209               NaN           0.00000          -0.00142          -0.00456          22.76830          72.17102
           0.00000           3.00000          50.00312       14559.74567        -857.86964        -422.19428      -27142.80000           0.00021          -0.00013          50.13908         210.55353               NaN           0.00000          -0.00142          -0.00458          22.76815          72.17087
           0.00000           3.00000          50.00232       14559.75067        -857.86900        -422.19500      -27142.80000           0.00027          -0.00024          50.13805         210.19391               NaN           0.00000          -0.00144          -0.00456          22.76837          72.17007
           0.00000           3.00000          50.00296       14559.75567        -857.86900        -422.19528      -27142.80021           0.00040          -0.00003          50.13900         210.66188               NaN           0.00000          -0.00140          -0.00454          22.76837          72.17071
           0.00000           3.00000          50.00330       14559.76067        -857.86900        -422.19600      -27142.80100           0.00025           0.00032          50.13937         210.72077               NaN           0.00000          -0.00148          -0.00455          22.76832          72.17105
           0.00000           3.00000          50.00233       14559.76567        -857.86900        -422.19579      -27142.80079          -0.00002          -0.00013          50.13804         210.16359               NaN           0.00000          -0.00145          -0.00453          22.76839          72.17008
           0.00000           3.00000          50.00267       14559.77067        -857.86900        -422.19500      -27142.80000           0.00007          -0.00000          50.13857         210.46442               NaN           0.00000          -0.00141          -0.00457          22.76834          72.17041
           0.00000           3.00000          50.00350       14559.77567        -857.86900        -422.19500      -27142.80021           0.00031           0.00026          50.13964         210.82821               NaN           0.00000          -0.00143          -0.00454          22.76840          72.17125
           0.00000           3.00000          50.00249       14559.78067        -857.86900        -422.19500      -27142.80100           0.00039          -0.00001          50.13826         210.26539               NaN           0.00000          -0.00138          -0.00458          22.76831          72.17023
           0.00000           3.00000          50.00227       14559.78567        -857.86872        -422.19521      -27142.80085           0.00032          -0.00033          50.13802         210.23734               NaN           0.00000          -0.00138          -0.00458          22.76829          72.17001
           0.00000           3.00000          50.00343       14559.79067        -857.86800        -422.19600      -27142.80000           0.00030           0.00028          50.13956         210.81775               NaN           0.00000          -0.00139          -0.00462          22.76836          72.17117
           0.00000           3.00000          50.00295       14559.79567        -857.86800        -422.19600      -27142.80000          -0.00016          -0.00002          50.13884         210.45375               NaN           0.00000          -0.00146          -0.00461          22.76831          72.17069
           0.00000           3.00000          50.00217       14559.80067        -857.86800        -422.19600      -27142.80000          -0.00013           0.00007          50.13787         210.14532               NaN           0.00000          -0.00142          -0.00454          22.76835          72.16992
           0.00000           3.00000          50.00306       14559.80567        -857.86828        -422.19579      -27142.80000           0.00018           0.00033          50.13910         210.67150               NaN           0.00000          -0.00142          -0.00457          22.76823          72.17081
           0.00000           3.00000          50.00309       14559.81067        -857.86900        -422.19500      -27142.80000           0.00008           0.00012          50.13907         210.57971               NaN           0.00000          -0.00144          -0.00460          22.76844          72.17084
           0.00000           3.00000          50.00216       14559.81567        -857.86872        -422.19500      -27142.80015          -0.00013          -0.00019          50.13785         210.12705               NaN           0.00000          -0.00142          -0.00457          22.76832          72.16991
           0.00000           3.00000          50.00276       14559.82067        -857.86800        -422.19500      -27142.80100           0.00008          -0.00009          50.13870         210.51983               NaN           0.00000          -0.00141          -0.00455          22.76827          72.17051
           0.00000           3.00000          50.00311       14559.82567        -857.86856        -422.19479      -27142.80100           0.00000           0.00004          50.13915         210.67961               NaN           0.00000          -0.00141          -0.00458          22.76841          72.17086
           0.00000           3.00000          50.00229       14559.83067        -857.87000        -422.19400      -27142.80100          -0.00014           0.00019          50.13800         210.15557               NaN           0.00000          -0.00135          -0.00458          22.76840          72.17004
           0.00000           3.00000          50.00267       14559.83567        -857.86985        -422.19428      -27142.80079          -0.00011          -0.00018          50.13849         210.33150               NaN           0.00000          -0.00145          -0.00459          22.76840          72.17042
           0.00000           3.00000          50.00342       14559.84067        -857.86900        -422.19500      -27142.80000           0.00000           0.00019          50.13951         210.75816               NaN           0.00000          -0.00142          -0.00459          22.76824          72.17116
           0.00000           3.00000          50.00269       14559.84567        -857.86879        -422.19500      -27142.80000           0.00034          -0.00017          50.13849         210.29937               NaN           0.00000          -0.00145          -0.00456          22.76836          72.17044
           0.00000           3.00000          50.00214       14559.85067        -857.86800        -422.19500      -27142.80000           0.00047          -0.00023          50.13784         210.15478               NaN           0.00000          -0.00143          -0.00455          22.76846          72.16989
           0.00000           3.00000          50.00322       14559.85567        -857.86800        -422.19521      -27142.80000           0.00052           0.00008          50.13927         210.69502               NaN           0.00000          -0.00146          -0.00462          22.76821          72.17096
           0.00000           3.00000          50.00303       14559.86067        -857.86800        -422.19600      -27142.80000           0.00012           0.00019          50.13895         210.48277               NaN           0.00000          -0.00145          -0.00457          22.76839          72.17078
           0.00000           3.00000          50.00219       14559.86567        -857.86836        -422.19600      -27142.80015           0.00009           0.00025          50.13783         210.05000               NaN           0.00000          -0.00145          -0.00454          22.76838          72.16994
           0.00000           3.00000          50.00284       14559.87067        -857.86900        -422.19600      -27142.80100           0.00028           0.00025          50.13881         210.56338               NaN           0.00000          -0.00145          -0.00458          22.76842          72.17059
           0.00000           3.00000          50.00326       14559.87567        -857.86900        -422.19600      -27142.80071           0.00014          -0.00013          50.13926         210.62320               NaN           0.00000          -0.00149          -0.00455          22.76829          72.17100
           0.00000           3.00000          50.00224       14559.88067        -857.86900        -422.19600      -27142.79901           0.00015          -0.00035          50.13788         210.05507               NaN           0.00000          -0.00146          -0.00458          22.76832          72.16999
           0.00000           3.00000          50.00256       14559.88567        -857.86885        -422.19572      -27142.79942           0.00004          -0.00011          50.13839         210.34295               NaN           0.00000          -0.00146          -0.00456          22.76842          72.17031
           0.00000           3.00000          50.00337       14559.89067        -857.86800        -422.19500      -27142.80100          -0.00004           0.00026          50.13943         210.69633               NaN           0.00000          -0.00147          -0.00457          22.76834          72.17112
           0.00000           3.00000          50.00253       14559.89567        -857.86815        -422.19528      -27142.80100          -0.00035          -0.00005          50.13824         210.17402               NaN           0.00000          -0.00145          -0.00457          22.76837          72.17027
           0.00000           3.00000          50.00219       14559.90067        -857.86900        -422.19600      -27142.80100          -0.00049           0.00025          50.13786         210.10631               NaN           0.00000          -0.00144          -0.00457          22.76836          72.16993
           0.00000           3.00000          50.00315       14559.90567        -857.86900        -422.19579      -27142.80085          -0.00027           0.00030          50.13918         210.65162               NaN           0.00000          -0.00148          -0.00457          22.76824          72.17090
           0.00000           3.00000          50.00295       14559.91067        -857.86900        -422.19500      -27142.80000          -0.00038          -0.00042          50.13877         210.33987               NaN           0.00000          -0.00146          -0.00454          22.76831          72.17069
           0.00000           3.00000          50.00207       14559.91567        -857.86864        -422.19479      -27142.80021          -0.00032          -0.00024          50.13768         210.00715               NaN           0.00000          -0.00149          -0.00459          22.76847          72.16982
           0.00000           3.00000          50.00293       14559.92067        -857.86800        -422.19400      -27142.80100          -0.00045          -0.00005          50.13888         210.54643               NaN           0.00000          -0.00145          -0.00459          22.76841          72.17067
           0.00000           3.00000          50.00315       14559.92567        -857.86836        -422.19428      -27142.80100          -0.00037          -0.00013          50.13910         210.54579               NaN           0.00000          -0.00152          -0.00455          22.76828          72.17089
           0.00000           3.00000          50.00204       14559.93067        -857.86900        -422.19500      -27142.80100          -0.00009           0.00005          50.13764         210.00044               NaN           0.00000          -0.00148          -0.00453          22.76839          72.16978
           0.00000           3.00000          50.00254       14559.93567        -857.86900        -422.19521      -27142.80085           0.00011          -0.00026          50.13836         210.34001               NaN           0.00000          -0.00148          -0.00457          22.76828          72.17028
           0.00000           3.00000          50.00337       14559.94067        -857.86900        -422.19600      -27142.80000           0.00035          -0.00032          50.13941         210.67629               NaN           0.00000          -0.00150          -0.00449          22.76830          72.17112
           0.00000           3.00000          50.00232       14559.94567        -857.86928        -422.19621      -27142.79985           0.00069          -0.00048          50.13799         210.11066               NaN           0.00000          -0.00145          -0.00452          22.76821          72.17007
           0.00000           3.00000          50.00214       14559.95067        -857.87000        -422.19700      -27142.79900           0.00064          -0.00020          50.13784         210.14854               NaN           0.00000          -0.00145          -0.00456          22.76832          72.16988
           0.00000           3.00000          50.00321       14559.95567        -857.86972        -422.19679      -27142.79915           0.00030           0.00018          50.13921         210.62306               NaN           0.00000          -0.00144          -0.00455          22.76826          72.17096
           0.00000           3.00000          50.00264       14559.96067        -857.86900        -422.19600      -27142.80000           0.00009           0.00016          50.13840         210.23590               NaN           0.00000          -0.00145          -0.00453          22.76830          72.17039
           0.00000           3.00000          50.00223       14559.96567        -857.86864        -422.19600      -27142.80000           0.00017           0.00022          50.13785         210.02421               NaN           0.00000          -0.00145          -0.00458          22.76829          72.16998
           0.00000           3.00000          50.00298       14559.97067        -857.86800        -422.19600      -27142.80000           0.00027           0.00029          50.13894         210.53678               NaN           0.00000          -0.00142          -0.00457          22.76849          72.17073
           0.00000           3.00000          50.00294       14559.97567        -857.86828        -422.19579      -27142.79985           0.00021          -0.00049          50.13878         210.36770               NaN           0.00000          -0.00146          -0.00454          22.76843          72.17069
           0.00000           3.00000          50.00214       14559.98067        -857.86900        -422.19500      -27142.79900           0.00012          -0.00052          50.13772         209.97591               NaN           0.00000          -0.00143          -0.00456          22.76845          72.16988
           0.00000           3.00000          50.00271       14559.98567        -857.86900        -422.19528      -27142.79921           0.00004           0.00015          50.13859         210.41984               NaN           0.00000          -0.00143          -0.00455          22.76839          72.17046
           0.00000           3.00000          50.00315       14559.99067        -857.86900        -422.19600      -27142.80000          -0.00016          -0.00003          50.13909         210.52345               NaN           0.00000          -0.00144          -0.00452          22.76832          72.17090
           0.00000           3.00000          50.00226       14559.99567        -857.86900        -422.19572      -27142.80000          -0.00004           0.00032          50.13789         210.03445               NaN           0.00000          -0.00145          -0.00460          22.76828          72.17001
           0.00000           3.00000          50.00252       14560.00067        -857.86900        -422.19500      -27142.80000          -0.00009           0.00010          50.13828         210.23833               NaN           0.00000          -0.00147          -0.00458          22.76831          72.17026
           0.00000           3.00000          50.00332       14560.00567        -857.86900        -422.19521      -27142.80015           0.00025          -0.00010          50.13929         210.57345               NaN           0.00000          -0.00148          -0.00459          22.76834          72.17107
           0.00000           3.00000          50.00255       14560.01067        -857.86900        -422.19600      -27142.80100           0.00042          -0.00027          50.13825         210.15472               NaN           0.00000          -0.00146          -0.00454          22.76837          72.17029
           0.00000           3.00000          50.00216       14560.01567        -857.86900        -422.19600      -27142.80085           0.00037          -0.00034          50.13779         210.04466               NaN           0.00000          -0.00150          -0.00455          22.76816          72.16991
           0.00000           3.00000          50.00322       14560.02067        -857.86900        -422.19600      -27142.80000           0.00002           0.00017          50.13916         210.52612               NaN           0.00000          -0.00150          -0.00451          22.76841          72.17097
           0.00000           3.00000          50.00283       14560.02567        -857.86900        -422.19600      -27142.80000          -0.00013           0.00024          50.13863         210.29625               NaN           0.00000          -0.00148          -0.00456          22.76833          72.17058
           0.00000           3.00000          50.00226       14560.03067        -857.86900        -422.19600      -27142.80000           0.00001           0.00021          50.13783         209.94863               NaN           0.00000          -0.00147          -0.00454          22.76830          72.17000
           0.00000           3.00000          50.00272       14560.03567        -857.86885        -422.19600      -27142.80000           0.00035           0.00027          50.13856         210.36300               NaN           0.00000          -0.00150          -0.00459          22.76839          72.17047
           0.00000           3.00000          50.00297       14560.04067        -857.86800        -422.19600      -27142.80000           0.00013          -0.00011          50.13885         210.42113               NaN           0.00000          -0.00148          -0.00456          22.76836          72.17072
           0.00000           3.00000          50.00227       14560.04567        -857.86821        -422.19572      -27142.80015           0.00007          -0.00059          50.13786         209.97703               NaN           0.00000          -0.00146          -0.00455          22.76845          72.17002
           0.00000           3.00000          50.00248       14560.05067        -857.86900        -422.19500      -27142.80100           0.00000          -0.00019          50.13822         210.20387               NaN           0.00000          -0.00140          -0.00455          22.76844          72.17023
           0.00000           3.00000          50.00328       14560.05567        -857.86900        -422.19528      -27142.80100          -0.00028          -0.00014          50.13918         210.46915               NaN           0.00000          -0.00148          -0.00453          22.76838          72.17102
           0.00000           3.00000          50.00254       14560.06067        -857.86900        -422.19600      -27142.80100          -0.00024           0.00004          50.13819         210.07248               NaN           0.00000          -0.00147          -0.00456          22.76840          72.17029
           0.00000           3.00000          50.00239       14560.06567        -857.86900        -422.19572      -27142.80100          -0.00024          -0.00007          50.13802         210.05170               NaN           0.00000          -0.00146          -0.00454          22.76849          72.17013
           0.00000           3.00000          50.00300       14560.07067        -857.86900        -422.19500      -27142.80100           0.00012           0.00020          50.13889         210.43857               NaN           0.00000          -0.00146          -0.00455          22.76837          72.17075
           0.00000           3.00000          50.00282       14560.07567        -857.86885        -422.19500      -27142.80079          -0.00003          -0.00031          50.13856         210.20232               NaN           0.00000          -0.00147          -0.00456          22.76819          72.17057
           0.00000           3.00000          50.00213       14560.08067        -857.86800        -422.19500      -27142.80000          -0.00007          -0.00036          50.13769         209.91903               NaN           0.00000          -0.00146          -0.00455          22.76851          72.16988
           0.00000           3.00000          50.00284       14560.08567        -857.86828        -422.19521      -27142.80000          -0.00031          -0.00018          50.13865         210.32397               NaN           0.00000          -0.00146          -0.00457          22.76839          72.17058
           0.00000           3.00000          50.00307       14560.09067        -857.86900        -422.19600      -27142.80000          -0.00022           0.00030          50.13890         210.33770               NaN           0.00000          -0.00148          -0.00456          22.76847          72.17082
           0.00000           3.00000          50.00220       14560.09567        -857.86900        -422.19579      -27142.80000          -0.00006           0.00002          50.13773         209.89735               NaN           0.00000          -0.00147          -0.00457          22.76844          72.16994
           0.00000           3.00000          50.00243       14560.10067        -857.86900        -422.19500      -27142.80000           0.00007          -0.00001          50.13814         210.15570               NaN           0.00000          -0.00146          -0.00454          22.76845          72.17018
           0.00000           3.00000          50.00319       14560.10567        -857.86900        -422.19521      -27142.80015           0.00021           0.00029          50.13907         210.42602               NaN           0.00000          -0.00146          -0.00456          22.76847          72.17094
           0.00000           3.00000          50.00266       14560.11067        -857.86900        -422.19600      -27142.80100           0.00031          -0.00002          50.13828         210.03043               NaN           0.00000          -0.00148          -0.00454          22.76833          72.17040
           0.00000           3.00000          50.00237       14560.11567        -857.86885        -422.19600      -27142.80079          -0.00004          -0.00009          50.13799         210.02746               NaN           0.00000          -0.00148          -0.00455          22.76846          72.17011
           0.00000           3.00000          50.00297       14560.12067        -857.86800        -422.19600      -27142.80000          -0.00020           0.00023          50.13882         210.38449               NaN           0.00000          -0.00145          -0.00456          22.76846          72.17072
           0.00000           3.00000          50.00281       14560.12567        -857.86815        -422.19572      -27142.80000          -0.00036          -0.00027          50.13852         210.16124               NaN           0.00000          -0.00146          -0.00452          22.76848          72.17056
           0.00000           3.00000          50.00222       14560.13067        -857.86900        -422.19500      -27142.80000          -0.00001          -0.00012          50.13779         209.94477               NaN           0.00000          -0.00146          -0.00454          22.76841          72.16997
           0.00000           3.00000          50.00273       14560.13567        -857.86900        -422.19528      -27142.80000           0.00015          -0.00011          50.13852         210.28409               NaN           0.00000          -0.00147          -0.00456          22.76842          72.17048
           0.00000           3.00000          50.00293       14560.14067        -857.86900        -422.19600      -27142.80000          -0.00005          -0.00025          50.13870         210.26603               NaN           0.00000          -0.00148          -0.00453          22.76832          72.17067
           0.00000           3.00000          50.00228       14560.14567        -857.86900        -422.19600      -27142.80021           0.00005          -0.00001          50.13783         209.92269               NaN           0.00000          -0.00143          -0.00455          22.76839          72.17003
           0.00000           3.00000          50.00252       14560.15067        -857.86900        -422.19600      -27142.80100          -0.00006           0.00019          50.13823         210.17212               NaN           0.00000          -0.00145          -0.00453          22.76844          72.17027
           0.00000           3.00000          50.00306       14560.15567        -857.86936        -422.19600      -27142.80058          -0.00016           0.00034          50.13889         210.35306               NaN           0.00000          -0.00150          -0.00455          22.76841          72.17081
           0.00000           3.00000          50.00229       14560.16067        -857.87000        -422.19600      -27142.79900          -0.00004           0.00003          50.13784         209.91106               NaN           0.00000          -0.00145          -0.00452          22.76840          72.17004
           0.00000           3.00000          50.00225       14560.16567        -857.86972        -422.19600      -27142.79915           0.00023           0.00002          50.13787         210.01164               NaN           0.00000          -0.00145          -0.00455          22.76846          72.17000
           0.00000           3.00000          50.00304       14560.17067        -857.86900        -422.19600      -27142.80000           0.00042           0.00014          50.13889         210.37388               NaN           0.00000          -0.00144          -0.00456          22.76826          72.17079
           0.00000           3.00000          50.00252       14560.17567        -857.86885        -422.19628      -27142.80000           0.00030          -0.00027          50.13814         210.02444               NaN           0.00000          -0.00146          -0.00457          22.76837          72.17027
           0.00000           3.00000          50.00228       14560.18067        -857.86800        -422.19700      -27142.80000          -0.00015          -0.00007          50.13782         209.90091               NaN           0.00000          -0.00145          -0.00455          22.76842          72.17003
           0.00000           3.00000          50.00286       14560.18567        -857.86800        -422.19679      -27142.80000          -0.00013           0.00026          50.13866         210.30527               NaN           0.00000          -0.00148          -0.00455          22.76831          72.17061
           0.00000           3.00000          50.00278       14560.19067        -857.86800        -422.19600      -27142.80000          -0.00012           0.00005          50.13848         210.15200               NaN           0.00000          -0.00149          -0.00455          22.76843          72.17053
           0.00000           3.00000          50.00209       14560.19567        -857.86815        -422.19628      -27142.80000           0.00012          -0.00007          50.13759         209.83714               NaN           0.00000          -0.00144          -0.00457          22.76845          72.16984
           0.00000           3.00000          50.00268       14560.20067        -857.86900        -422.19700      -27142.80000           0.00007          -0.00018          50.13840         210.18220               NaN           0.00000          -0.00145          -0.00455          22.76836          72.17043
           0.00000           3.00000          50.00291       14560.20567        -857.86872        -422.19679      -27142.80000           0.00011          -0.00021          50.13868         210.26618               NaN           0.00000          -0.00141          -0.00453          22.76856          72.17065
           0.00000           3.00000          50.00228       14560.21067        -857.86800        -422.19600      -27142.80000          -0.00001           0.00019          50.13779         209.85060               NaN           0.00000          -0.00143          -0.00458          22.76832          72.17003
           0.00000           3.00000          50.00234       14560.21567        -857.86800        -422.19600      -27142.79979          -0.00023           0.00021          50.13796         210.02615               NaN           0.00000          -0.00144          -0.00453          22.76852          72.17009
           0.00000           3.00000          50.00306       14560.22067        -857.86800        -422.19600      -27142.79900          -0.00033           0.00034          50.13888         210.33113               NaN           0.00000          -0.00144          -0.00450          22.76836          72.17081
           0.00000           3.00000          50.00247       14560.22567        -857.86828        -422.19600      -27142.79915          -0.00017          -0.00003          50.13804         209.93796               NaN           0.00000          -0.00145          -0.00454          22.76835          72.17022
           0.00000           3.00000          50.00215       14560.23067        -857.86900        -422.19600      -27142.80000          -0.00011          -0.00032          50.13768         209.87517               NaN           0.00000          -0.00145          -0.00451          22.76834          72.16990
           0.00000           3.00000          50.00297       14560.23567        -857.86879        -422.19585      -27142.80056          -0.00017          -0.00041          50.13877         210.30376               NaN           0.00000          -0.00146          -0.00458          22.76837          72.17072
           0.00000           3.00000          50.00267       14560.24067        -857.86800        -422.19500      -27142.80200          -0.00017          -0.00057          50.13833         210.07673               NaN           0.00000          -0.00147          -0.00456          22.76843          72.17042
           0.00000           3.00000          50.00208       14560.24567        -857.86828        -422.19521      -27142.80185          -0.00010          -0.00005          50.13752         209.75344               NaN           0.00000          -0.00148          -0.00455          22.76843          72.16982
           0.00000           3.00000          50.00287       14560.25067        -857.86900        -422.19600      -27142.80100          -0.00021           0.00073          50.13859         210.18202               NaN           0.00000          -0.00145          -0.00455          22.76833          72.17061
           0.00000           3.00000          50.00305       14560.25567        -857.86900        -422.19600      -27142.80100           0.00011           0.00032          50.13881         210.23540               NaN           0.00000          -0.00150          -0.00455          22.76854          72.17080
           0.00000           3.00000          50.00218       14560.26067        -857.86900        -422.19600      -27142.80100           0.00033          -0.00002          50.13765         209.79330               NaN           0.00000          -0.00146          -0.00454          22.76854          72.16993
           0.00000           3.00000          50.00240       14560.26567        -857.86864        -422.19600      -27142.80100           0.00048           0.00019          50.13802         210.01279               NaN           0.00000          -0.00145          -0.00457          22.76833          72.17015
           0.00000           3.00000          50.00319       14560.27067        -857.86800        -422.19600      -27142.80100           0.00022          -0.00020          50.13896         210.26727               NaN           0.00000          -0.00137          -0.00455          22.76834          72.17093
           0.00000           3.00000          50.00257       14560.27567        -857.86873        -422.19600      -27142.80079           0.00018          -0.00028          50.13812         209.91138               NaN           0.00000          -0.00139          -0.00454          22.76836          72.17032
           0.00000           3.00000          50.00237       14560.28067        -857.87000        -422.19600      -27142.80000          -0.00007           0.00002          50.13788         209.86307               NaN           0.00000          -0.00146          -0.00456          22.76847          72.17011
           0.00000           3.00000          50.00303       14560.28567        -857.86972        -422.19579      -27142.79985          -0.00017           0.00032          50.13876         210.20288               NaN           0.00000          -0.00148          -0.00456          22.76838          72.17078
           0.00000           3.00000          50.00271       14560.29067        -857.86900        -422.19500      -27142.79900           0.00005           0.00022          50.13831         209.99431               NaN           0.00000          -0.00144          -0.00454          22.76849          72.17045
           0.00000           3.00000          50.00220       14560.29567        -857.86900        -422.19521      -27142.79900           0.00042          -0.00041          50.13767         209.78688               NaN           0.00000          -0.00145          -0.00457          22.76830          72.16995
           0.00000           3.00000          50.00280       14560.30067        -857.86900        -422.19600      -27142.79900           0.00026           0.00006          50.13849         210.12888               NaN           0.00000          -0.00145          -0.00456          22.76844          72.17055
           0.00000           3.00000          50.00278       14560.30567        -857.86900        -422.19600      -27142.79921          -0.00002          -0.00019          50.13844         210.08654               NaN           0.00000          -0.00144          -0.00454          22.76832          72.17053
           0.00000           3.00000          50.00213       14560.31067        -857.86900        -422.19600      -27142.80000          -0.00026          -0.00044          50.13758         209.74695               NaN           0.00000          -0.00146          -0.00456          22.76832          72.16988
           0.00000           3.00000          50.00249       14560.31567        -857.86900        -422.19600      -27142.80000          -0.00023           0.00037          50.13810         210.01803               NaN           0.00000          -0.00149          -0.00456          22.76846          72.17023
           0.00000           3.00000          50.00297       14560.32067        -857.86900        -422.19600      -27142.80000          -0.00023           0.00039          50.13868         210.16832               NaN           0.00000          -0.00140          -0.00455          22.76827          72.17071
           0.00000           3.00000          50.00236       14560.32567        -857.86900        -422.19600      -27142.80000          -0.00019          -0.00015          50.13783         209.79278               NaN           0.00000          -0.00144          -0.00459          22.76842          72.17010
           0.00000           3.00000          50.00226       14560.33067        -857.86900        -422.19600      -27142.80000          -0.00017          -0.00047          50.13778         209.86677               NaN           0.00000          -0.00144          -0.00455          22.76852          72.17001
