Frequency,Mean Storage Modulus [Pa],Storage Modulus stdev [Pa],Mean Loss Modulus [Pa],Loss Modulus stdev [Pa],Tan Delta,Tan Delta Error
5.661505345862554,108276.65566929692,7228.249312522833,836.0802192627617,84.97035281425603,0.0077069385490096875,0.00034811666287691356
6.315333143723273,108306.24482676611,7230.611970544445,759.803719403737,77.49465629783899,0.007001709414410497,0.0003179314514155327
7.044669267221762,108331.43068358554,7232.7548828838935,689.890911345016,70.67714763083374,0.006355756179397617,0.0002906096577979807
7.858233913417984,108352.92930948373,7234.7046147707515,625.9095014903695,64.44110642326463,0.005764955850711128,0.00026570950514475257
8.76575434496528,108371.31812303487,7236.476381243182,567.4102311874831,58.72036971376137,0.005225060220306404,0.00024287200531201893
9.778081192655202,108387.05865815232,7238.078189301172,513.9547434636801,53.459990553659814,0.004731944765859842,0.00022181711393101064
10.907318189343588,108400.52117120316,7239.514610511923,465.132702528151,48.61577273502702,0.004281760375342949,0.00020233663042453114
12.166966886401946,108412.00782354781,7240.7897593519165,420.5695585997922,44.15282134925308,0.003871000627885338,0.00018428253052269549
13.572088082974531,108421.77208058808,7241.909230266618,379.9272299924651,40.04348033091159,0.00349650523280841,0.00016755202994050956
15.139481898145608,108430.03316478961,7242.880984964938,342.90038275614216,36.26511624432558,0.0031554238990059605,0.00015207203388475118
16.88788863902252,108436.98557301596,7243.715384611654,309.2108180901225,32.798141943212734,0.002845163367022737,0.00013778553126614744
18.838212866383433,108442.80451693427,7244.424667204924,278.60185878040835,29.62451465478776,0.0025633347331990523,0.00012464147353553597
21.01377333689685,108447.64853233738,7245.0221721541975,250.8338283766019,26.726771838309293,0.002307710966353633,0.00011258847461567101
23.440581810309023,108451.66048025012,7245.521546310619,225.68099966230494,24.087542439723514,0.0020761980094018387,0.00010157179209920668
26.147654055115567,108454.96789103305,7245.936073748808,202.92989917028672,21.6894093235851,0.001866818408805632,9.153265452535444e-05
29.167356771209263,108457.6832534787,7246.278189306085,182.3786142509667,19.514989823342912,0.0016777042303139633,8.240898854062618e-05
32.53579457743238,108459.90454208768,7246.559178688645,163.8367009958192,17.547123385697905,0.0015070955809001506,7.413679378578361e-05
36.2932416909916,108461.71605880177,7246.789036823435,147.12535332933234,15.769088195596085,0.0013533416219597286,6.66516621025809e-05
40.48462346004518,108463.18954278794,7246.976444816602,132.07759651568725,14.164799875462078,0.001214901897653676,5.9890155765442466e-05
45.160053506834075,108464.38545147172,7247.12882662518,118.53836871285336,12.718969366847853,0.0010903467188442355,5.379091665469213e-05
50.375432903627186,108465.35431070624,7247.252453039366,106.36443226740933,11.417213057280065,0.000978356056762549,4.829547615466477e-05
56.19311854543787,108466.13804915376,7247.352568705179,95.42410808178255,10.24611744574312,0.0008777168736095387,4.3348788133461663e-05
62.68266871080866,108466.77125657414,7247.433525502275,85.59685538191505,9.193265095377127,0.0007873190838633656,3.8899530135847244e-05
69.9216747248491,108467.28232942977,7247.498911736742,76.77273188650472,8.24723007262445,0.0007061504575729598,3.490022332036614e-05
77.99668866817983,108467.69448640168,7247.551671158007,68.85177175839071,7.397550845240738,0.0006332908002571492,3.1307218181725545e-05
87.00425822379502,108468.02665023757,7247.594208947851,61.74331545907137,6.634687587600013,0.0005679057156400027,2.8080585902858435e-05
97.05208103483265,108468.29420134521,7247.628483861716,55.36531987453135,5.949969549279927,0.0005092402060507318,2.5183947142187433e-05
108.2602923751572,108468.50961373906,7247.656086926725,49.6436707364491,5.335536868133855,0.00045661230828866344,2.2584262586197722e-05
120.76290152859298,108468.68298641389,7247.67830777008,44.51151344453867,4.78428008561111,0.000409406909420734,2.0251603249273444e-05
134.70939405065934,108468.82248387061,7247.696189957263,39.90861335324874,4.2897796954621885,0.00036706984148505674,1.815891339949499e-05
150.26651907000772,108468.93469905815,7247.7105768002375,35.780752538523785,3.8462473261654115,0.00032910231754057837,1.6281775036874253e-05
167.62028299916113,108469.02495091494,7247.722149045562,32.079166954091875,3.4484696000956516,0.00029505574346671057,1.4598179873980485e-05
186.97817349205354,108469.09752733167,7247.731455733358,28.760025591999735,3.091755299052888,0.0002645269192155826,1.3088312577883337e-05
208.57164023878562,108469.15588292033,7247.738939369065,25.783951627880455,2.7718861667513317,0.00023715362849230048,1.1734347452452238e-05
232.6588622588413,108469.20279958964,7247.744956394691,23.115584413642914,2.4850714680401538,0.0002126106057835612,1.0520259624114466e-05
259.5278347794886,108469.24051665755,7247.74979379766,20.72318045396524,2.2279062802110565,0.00019060586314173565,9.431651023840062e-06
289.49981260715964,108469.27083610953,7247.753682560556,18.57825106582004,1.9973333963859075,0.00017087735523357693,8.455590941212333e-06
322.9331511619592,108469.29520763938,7247.756808536045,16.655234191574422,1.7906086612221614,0.00015318995914930368,7.5804705927627995e-06
360.22759110004927,108469.31479728415,7247.75932122947,14.931197754136194,1.6052695248268234,0.00013733274477859488,6.795870943726155e-06
401.8290377523501,108469.33054277187,7247.761340884621,13.385571960761599,1.439106584226144,0.0001231165117747086,6.0924429111485465e-06
448.2348925241932,108469.34319812439,7247.76296419628,11.9999080463292,1.2901378774049603,0.00011037156993700509,5.461799028461312e-06
500.0,108469.35336958194,7247.76426891267,10.757661072372791,1.1565856987434,9.894574102154028e-05,4.896415646660847e-06
