Index [#],Phase [#],Displacement [um],Time [s],Pos X [um],Pos Y [um],Pos Z [um],Piezo X [um],Piezo Y [um],Piezo Z [um],Force A [uN],Force B [uN],Gripper [V],Voltage A [V],Voltage B [V],Temperature [oC],Indent Depth [um],Filtered time [uN},Filtered force [uN],SG Force [uN],Est Force 2nd derivative,Filtered displacement [um]
0.0,2.0,0.00827,14551.82567,-857.86928,-422.19421,-27142.802,-0.00028,-0.00056,0.00872,-0.0166,,0.0,-0.00143,-0.00448,22.76728,22.17602,14551.84067,0.00246,0.004210249084249088,0.0003001929181929187,0.08271
0.0,2.0,0.02815,14551.83067,-857.87,-422.195,-27142.802,-2e-05,0.00013,0.02862,0.00258,,0.0,-0.00143,-0.00449,22.76733,22.1959,14551.84567,0.01632,0.009779289377289375,0.0003001929181929187,0.11995
0.0,2.0,0.05295,14551.83567,-857.86972,-422.19521,-27142.80185,-8e-05,-0.00023,0.05342,0.00644,,0.0,-0.0014,-0.00446,22.76729,22.2207,14551.85067,0.01944,0.015648522588522583,0.0003001929181929187,0.16235
0.0,2.0,0.08225,14551.84067,-857.869,-422.196,-27142.801,-0.00032,-0.00042,0.08271,0.00246,,0.0,-0.00139,-0.00445,22.76742,22.24999,14551.85567,0.01071,0.021817948717948704,0.0003001929181929187,0.20769
0.0,2.0,0.11948,14551.84567,-857.869,-422.19572,-27142.80121,-0.00018,7e-05,0.11995,0.01632,,0.0,-0.00141,-0.00451,22.76734,22.28722,14551.86067,0.01974,0.028287567765567748,0.0003001929181929187,0.25934
0.0,2.0,0.16187,14551.85067,-857.869,-422.195,-27142.802,-0.0,-0.0001,0.16235,0.01944,,0.0,-0.00141,-0.0045,22.76732,22.32962,14551.86567,0.03489,0.03505737973137971,0.0003001929181929187,0.31689
0.0,2.0,0.20722,14551.85567,-857.869,-422.19521,-27142.802,-0.00036,-0.00018,0.20769,0.01071,,0.0,-0.00143,-0.00453,22.76747,22.37496,14551.87067,0.03413,0.042127384615384594,0.0003001929181929187,0.37661
0.0,2.0,0.25886,14551.86067,-857.869,-422.196,-27142.802,-9e-05,-0.00013,0.25934,0.01974,,0.0,-0.00141,-0.00452,22.7673,22.42661,14551.87567,0.04796,0.0494975824175824,0.0003001929181929187,0.44068
0.0,2.0,0.31641,14551.86567,-857.869,-422.19579,-27142.802,-3e-05,0.00015,0.31689,0.03489,,0.0,-0.00141,-0.00453,22.76752,22.48415,14551.88067,0.05657,0.057167973137973116,0.0003001929181929187,0.51072
0.0,2.0,0.37612,14551.87067,-857.869,-422.195,-27142.802,-0.00019,-0.00011,0.37661,0.03413,,0.0,-0.00143,-0.00455,22.76724,22.54387,14551.88567,0.06612,0.06513855677655674,0.0003001929181929187,0.5829
0.0,2.0,0.44019,14551.87567,-857.86864,-422.19521,-27142.802,-1e-05,-0.00034,0.44068,0.04796,,0.0,-0.00139,-0.00454,22.76732,22.60794,14551.89067,0.06818,0.07340933333333467,0.00030019291819289624,0.65798
0.0,2.0,0.51022,14551.88067,-857.868,-422.196,-27142.802,0.00013,-0.00014,0.51072,0.05657,,0.0,-0.00143,-0.00454,22.76738,22.67797,14551.89567,0.08914,0.08153199233716624,0.0003236339522546176,0.73831
0.0,2.0,0.58239,14551.88567,-857.86828,-422.196,-27142.802,-5e-05,-0.00017,0.5829,0.06612,,0.0,-0.00139,-0.00448,22.76742,22.75014,14551.90067,0.09394,0.09070138697318171,0.0003077320533871986,0.82162
0.0,2.0,0.65748,14551.89067,-857.869,-422.196,-27142.802,-0.00013,-0.00034,0.65798,0.06818,,0.0,-0.00142,-0.0045,22.76719,22.82522,14551.90567,0.08934,0.10107511111111295,0.00024404395604392588,0.90609
0.0,2.0,0.73779,14551.89567,-857.86864,-422.196,-27142.80215,3e-05,0.00019,0.73831,0.08914,,0.0,-0.00143,-0.00453,22.76747,22.90554,14551.91067,0.11351,0.1102568122605384,0.00026222963243649575,0.99521
0.0,2.0,0.82109,14551.90067,-857.868,-422.196,-27142.803,1e-05,-0.0,0.82162,0.09394,,0.0,-0.00141,-0.00452,22.76758,22.98884,14551.91567,0.1248,0.12011396168582593,0.00026502202012543274,1.08789
0.0,2.0,0.90556,14551.90567,-857.86836,-422.196,-27142.80279,2e-05,-0.00026,0.90609,0.08934,,0.0,-0.0014,-0.00452,22.76734,23.07331,14551.92067,0.12803,0.13138388505747367,0.00021003065134095707,1.18067
0.0,2.0,0.99467,14551.91067,-857.869,-422.196,-27142.802,2e-05,0.00016,0.99521,0.11351,,0.0,-0.00141,-0.00455,22.76747,23.16242,14551.92567,0.14493,0.14135866666666924,0.00023976312576308337,1.27671
0.0,2.0,1.08735,14551.91567,-857.869,-422.196,-27142.80179,0.00016,0.00011,1.08789,0.1248,,0.0,-0.00143,-0.00455,22.76737,23.2551,14551.93067,0.16146,0.1513953180076656,0.00028056949181082583,1.37698
0.0,2.0,1.18012,14551.92067,-857.869,-422.196,-27142.801,7e-05,-9e-05,1.18067,0.12803,,0.0,-0.00143,-0.00452,22.76737,23.34787,14551.93567,0.16673,0.16250427586207195,0.00027910201675714064,1.47727
0.0,2.0,1.27615,14551.92567,-857.86864,-422.196,-27142.801,3e-05,-0.00042,1.27671,0.14493,,0.0,-0.00142,-0.00455,22.76728,23.4439,14551.94067,0.17193,0.17432305747126753,0.0002495695339143094,1.57861
0.0,2.0,1.37641,14551.93067,-857.868,-422.196,-27142.801,0.00015,-0.00013,1.37698,0.16146,,0.0,-0.00142,-0.00456,22.76733,23.54416,14551.94567,0.18532,0.18564668965517578,0.0002567757989136748,1.68459
0.0,2.0,1.4767,14551.93567,-857.86829,-422.19572,-27142.80142,0.00034,-6e-05,1.47727,0.16673,,0.0,-0.0014,-0.00455,22.76734,23.64445,14551.95067,0.18985,0.1970909885057507,0.0002728978148287901,1.79096
0.0,2.0,1.57804,14551.94067,-857.86999,-422.195,-27142.803,0.00018,-0.00045,1.57861,0.17193,,0.0,-0.00142,-0.00458,22.76734,23.74578,14551.95567,0.19999,0.2100497011494291,0.00021764110984794354,1.8971
0.0,2.0,1.68401,14551.94567,-857.86964,-422.19528,-27142.80279,0.00027,-6e-05,1.68459,0.18532,,0.0,-0.0014,-0.00451,22.76753,23.85175,14551.96067,0.22191,0.22177908812260938,0.00023865033051233427,2.00648
0.0,2.0,1.79037,14551.95067,-857.869,-422.196,-27142.802,0.0,0.00011,1.79096,0.18985,,0.0,-0.00142,-0.00449,22.76745,23.95812,14551.96567,0.23713,0.23380101149425714,0.0002604794745483704,2.11808
0.0,2.0,1.89651,14551.95567,-857.86864,-422.196,-27142.802,2e-05,-0.00014,1.8971,0.19999,,0.0,-0.00141,-0.00458,22.76743,24.06426,14551.97067,0.23437,0.24664065900383586,0.00025679146141207806,2.22941
0.0,2.0,2.00588,14551.96067,-857.868,-422.196,-27142.802,0.0,-0.00028,2.00648,0.22191,,0.0,-0.00136,-0.00453,22.7673,24.17362,14551.97567,0.26526,0.2596881915708859,0.0002506579091405901,2.34445
0.0,2.0,2.11746,14551.96567,-857.86815,-422.19628,-27142.802,0.00013,-0.00015,2.11808,0.23713,,0.0,-0.00141,-0.00454,22.76754,24.28521,14551.98067,0.28475,0.27269099616858733,0.0002557180750283383,2.46488
0.0,2.0,2.22879,14551.97067,-857.869,-422.197,-27142.802,-0.00018,-0.00064,2.22941,0.23437,,0.0,-0.00141,-0.00456,22.76743,24.39654,14551.98567,0.27869,0.28680669731801284,0.0002124654119825683,2.58537
0.0,2.0,2.34381,14551.97567,-857.86858,-422.19672,-27142.802,-0.00011,-0.00029,2.34445,0.26526,,0.0,-0.0014,-0.00454,22.76733,24.51156,14551.99067,0.30438,0.3007528429118829,0.00018591360363765213,2.70854
0.0,2.0,2.46423,14551.98067,-857.867,-422.196,-27142.802,8e-05,0.00034,2.46488,0.28475,,0.0,-0.0014,-0.00453,22.76746,24.63197,14551.99567,0.32415,0.31467963218391376,0.00016874228453529392,2.83577
0.0,2.0,2.58472,14551.98567,-857.86742,-422.196,-27142.80215,-0.00019,-0.00027,2.58537,0.27869,,0.0,-0.00138,-0.00454,22.76751,24.75247,14552.00067,0.33363,0.32882201532567645,0.000154536735295257,2.96359
0.0,2.0,2.70787,14551.99067,-857.869,-422.196,-27142.803,-0.0,-0.00014,2.70854,0.30438,,0.0,-0.00134,-0.00454,22.76742,24.87562,14552.00567,0.32905,0.3441240000000062,8.854945054934658e-05,3.09121
0.0,2.0,2.8351,14551.99567,-857.869,-422.19628,-27142.80279,0.00018,-7e-05,2.83577,0.32415,,0.0,-0.00142,-0.00453,22.76737,25.00285,14552.01067,0.3596,0.35871276628353144,6.729586122678887e-05,3.22177
0.0,2.0,2.96291,14552.00067,-857.869,-422.197,-27142.802,5e-05,-0.00029,2.96359,0.33363,,0.0,-0.00136,-0.00453,22.76751,25.13066,14552.01567,0.37877,0.3735987432950259,3.507195486494711e-05,3.35325
0.0,2.0,3.09053,14552.00567,-857.86864,-422.19658,-27142.802,0.00021,-0.00074,3.09121,0.32905,,0.0,-0.00144,-0.00455,22.7675,25.25828,14552.02067,0.37075,0.3881448888888959,2.3831501831385023e-05,3.48303
0.0,2.0,3.22107,14552.01067,-857.868,-422.195,-27142.802,0.00016,-0.00029,3.22177,0.3596,,0.0,-0.00141,-0.00454,22.76724,25.38882,14552.02567,0.40208,0.40297885057471994,-6.934023830695336e-06,3.61434
0.0,2.0,3.35254,14552.01567,-857.86829,-422.19472,-27142.802,0.00017,0.00025,3.35325,0.37877,,0.0,-0.00141,-0.00457,22.7673,25.52029,14552.03067,0.43161,0.41723889655173174,-8.107700728515396e-06,3.74723
0.0,2.0,3.48233,14552.02067,-857.86999,-422.194,-27142.802,-0.00023,-5e-05,3.48303,0.37075,,0.0,-0.00139,-0.00454,22.76735,25.65007,14552.03567,0.43759,0.43137348659004615,3.1939707800477876e-06,3.87816
0.0,2.0,3.61361,14552.02567,-857.87,-422.19442,-27142.80185,0.0002,-0.00019,3.61434,0.40208,,0.0,-0.0014,-0.00458,22.76743,25.78136,14552.04067,0.4366,0.4458948429118854,-8.828765104759067e-06,4.00916
0.0,2.0,3.74649,14552.03067,-857.87,-422.196,-27142.801,7e-05,4e-05,3.74723,0.43161,,0.0,-0.00139,-0.0045,22.76746,25.91424,14552.04567,0.46873,0.4602862068965601,-1.827544103420015e-05,4.1423
0.0,2.0,3.87741,14552.03567,-857.86964,-422.19579,-27142.80115,-1e-05,-0.00033,3.87816,0.43759,,0.0,-0.00144,-0.00453,22.76723,26.04516,14552.05067,0.4705,0.4751088045977097,-4.714007831263284e-05,4.27383
0.0,2.0,4.00842,14552.04067,-857.869,-422.195,-27142.802,-2e-05,-0.00058,4.00916,0.4366,,0.0,-0.00139,-0.00454,22.76752,26.17616,14552.05567,0.48283,0.4893053563218479,-4.277731463952941e-05,4.40426
0.0,2.0,4.14153,14552.04567,-857.86864,-422.19528,-27142.80185,-6e-05,-0.00043,4.1423,0.46873,,0.0,-0.0014,-0.00456,22.76746,26.30928,14552.06067,0.50689,0.5035906666666758,-4.7030525030675174e-05,4.53645
0.0,2.0,4.27307,14552.05067,-857.868,-422.196,-27142.801,-0.00036,-0.00016,4.27383,0.4705,,0.0,-0.00142,-0.00454,22.76739,26.44081,14552.06567,0.53167,0.5175334406130363,-2.736617405598319e-05,4.66837
0.0,2.0,4.40349,14552.05567,-857.868,-422.196,-27142.80115,-8e-05,-0.00028,4.40426,0.48283,,0.0,-0.00142,-0.00457,22.76742,26.57124,14552.07067,0.52584,0.5324748352490518,-5.7839501494833575e-05,4.79799
0.0,2.0,4.53566,14552.06067,-857.868,-422.196,-27142.802,0.0001,-0.0002,4.53645,0.50689,,0.0,-0.00139,-0.00456,22.76747,26.70341,14552.07567,0.54842,0.5457019616858337,2.5726916759751233e-06,4.92922
0.0,2.0,4.66756,14552.06567,-857.868,-422.196,-27142.80185,0.00016,-0.0002,4.66837,0.53167,,0.0,-0.00144,-0.00451,22.7674,26.83531,14552.08067,0.56085,0.5597164444444546,1.815140415123667e-05,5.06116
0.0,2.0,4.79719,14552.07067,-857.868,-422.196,-27142.801,-1e-05,-0.00075,4.79799,0.52584,,0.0,-0.00143,-0.00456,22.76743,26.96494,14552.08567,0.57339,0.5744290268199338,-2.886110058694701e-06,5.19052
0.0,2.0,4.9284,14552.07567,-857.86836,-422.19579,-27142.80121,-8e-05,-0.00059,4.92922,0.54842,,0.0,-0.00141,-0.00454,22.76746,27.09615,14552.09067,0.57531,0.5876731570881333,5.2960633236320484e-05,5.32065
0.0,2.0,5.06034,14552.08067,-857.869,-422.195,-27142.802,-0.0001,0.0,5.06116,0.56085,,0.0,-0.0014,-0.00451,22.76747,27.22808,14552.09567,0.60597,0.6012906360153367,8.52659677485464e-05,5.45199
0.0,2.0,5.18968,14552.08567,-857.869,-422.195,-27142.80179,-0.0002,-0.00016,5.19052,0.57339,,0.0,-0.00143,-0.00459,22.76736,27.35743,14552.10067,0.62802,0.6161628122605476,5.391217211888374e-05,5.58175
0.0,2.0,5.31981,14552.09067,-857.869,-422.195,-27142.801,-9e-05,-0.00012,5.32065,0.57531,,0.0,-0.00142,-0.00455,22.76736,27.48756,14552.10567,0.6166,0.6312843295019273,1.2921982232136711e-05,5.71063
0.0,2.0,5.45114,14552.09567,-857.86885,-422.19528,-27142.801,4e-05,0.00018,5.45199,0.60597,,0.0,-0.00143,-0.00454,22.7674,27.61888,14552.11067,0.64609,0.6448962528735751,5.384758536463338e-05,5.84156
0.0,2.0,5.58088,14552.10067,-857.868,-422.196,-27142.801,0.00015,-7e-05,5.58175,0.62802,,0.0,-0.00145,-0.00454,22.76732,27.74863,14552.11567,0.66132,0.6598451800766403,2.2503220916817064e-05,5.97193
0.0,2.0,5.70977,14552.10567,-857.868,-422.196,-27142.801,-5e-05,-0.00049,5.71063,0.6166,,0.0,-0.00142,-0.00457,22.76752,27.87752,14552.12067,0.66557,0.6743631187739586,1.468350806261556e-05,6.1004
0.0,2.0,5.84068,14552.11067,-857.868,-422.196,-27142.801,-3e-05,-0.0004,5.84156,0.64609,,0.0,-0.00141,-0.00456,22.7674,28.00842,14552.12567,0.6866,0.6883381532567177,3.3296534882534465e-05,6.2303
0.0,2.0,5.97104,14552.11567,-857.86821,-422.19585,-27142.801,0.0,-0.00016,5.97193,0.66132,,0.0,-0.00142,-0.00458,22.76738,28.13879,14552.13067,0.71671,0.7027130574712772,3.0082354426971564e-05,6.3608
0.0,2.0,6.0995,14552.12067,-857.869,-422.195,-27142.801,-1e-05,-0.00029,6.1004,0.66557,,0.0,-0.00136,-0.00456,22.76737,28.26725,14552.13567,0.71209,0.7180102375479058,-1.879904004063607e-05,6.48907
0.0,2.0,6.2294,14552.12567,-857.869,-422.19521,-27142.80121,-3e-05,-0.00026,6.2303,0.6866,,0.0,-0.00141,-0.00458,22.76742,28.39714,14552.14067,0.73566,0.7324190957854539,-1.7210727969567147e-05,6.6182
0.0,2.0,6.35987,14552.13067,-857.869,-422.196,-27142.802,6e-05,-0.00016,6.3608,0.71671,,0.0,-0.00139,-0.00456,22.76735,28.52762,14552.14567,0.75075,0.7468961226053775,-1.923725316851097e-05,6.74879
0.0,2.0,6.48814,14552.13567,-857.869,-422.196,-27142.80185,-7e-05,-0.00031,6.48907,0.71209,,0.0,-0.00146,-0.00453,22.76747,28.65589,14552.15067,0.75878,0.7614112720306652,-2.0310555345267114e-05,6.87712
0.0,2.0,6.61727,14552.14067,-857.869,-422.196,-27142.801,0.00011,-0.00033,6.6182,0.73566,,0.0,-0.00141,-0.00455,22.76751,28.78501,14552.15567,0.77408,0.7763795632184048,-4.6334806955727805e-05,7.00538
0.0,2.0,6.74785,14552.14567,-857.86864,-422.196,-27142.801,0.00016,-0.00011,6.74879,0.75075,,0.0,-0.00145,-0.00457,22.76732,28.91559,14552.16067,0.79621,0.7901221915708956,-9.522799040277176e-06,7.13554
0.0,2.0,6.87617,14552.15067,-857.868,-422.196,-27142.801,-0.00027,-0.00035,6.87712,0.75878,,0.0,-0.00138,-0.00455,22.76743,29.04392,14552.16567,0.80748,0.8047064750958001,-2.1263525746522804e-05,7.26424
0.0,2.0,7.00442,14552.15567,-857.86821,-422.19572,-27142.80115,-0.00023,-0.00034,7.00538,0.77408,,0.0,-0.00141,-0.00454,22.76743,29.17216,14552.17067,0.8123,0.8200605134099767,-7.331362890007935e-05,7.39205
0.0,2.0,7.13457,14552.16067,-857.869,-422.195,-27142.802,0.00011,-6e-05,7.13554,0.79621,,0.0,-0.00138,-0.00454,22.76752,29.30231,14552.17567,0.83764,0.8336294712643828,-2.9616268788930887e-05,7.52134
0.0,2.0,7.26325,14552.16567,-857.86885,-422.19472,-27142.80179,-0.00026,-0.00041,7.26424,0.80748,,0.0,-0.00139,-0.00458,22.76745,29.431,14552.18067,0.84668,0.8476273946360307,-1.179445076022155e-05,7.65098
0.0,2.0,7.39106,14552.17067,-857.868,-422.194,-27142.801,-0.0001,-0.00014,7.39205,0.8123,,0.0,-0.00139,-0.00454,22.76734,29.55881,14552.18567,0.85608,0.8621947356321996,-2.4893604480068655e-05,7.77887
0.0,2.0,7.52033,14552.17567,-857.86821,-422.19428,-27142.80121,9e-05,1e-05,7.52134,0.83764,,0.0,-0.00139,-0.00452,22.76748,29.68808,14552.19067,0.8754,0.8760195632184067,-1.1577617787133544e-06,7.90775
0.0,2.0,7.64997,14552.18067,-857.869,-422.195,-27142.802,-0.00021,8e-05,7.65098,0.84668,,0.0,-0.00133,-0.00456,22.7673,29.81772,14552.19567,0.89238,0.8894140459770277,4.4298850574448455e-05,8.0382
0.0,2.0,7.77786,14552.18567,-857.86936,-422.19521,-27142.802,-0.00012,-0.00034,7.77887,0.85608,,0.0,-0.00136,-0.00455,22.76741,29.94561,14552.20067,0.90466,0.9039057011494418,3.580716601379137e-05,8.16701
0.0,2.0,7.90672,14552.19067,-857.87,-422.196,-27142.802,9e-05,-0.00044,7.90775,0.8754,,0.0,-0.00136,-0.00454,22.76739,30.07447,14552.20567,0.91618,0.9181675325670664,4.271870658050306e-05,8.29574
0.0,2.0,8.03716,14552.19567,-857.86964,-422.19579,-27142.80185,0.00011,-9e-05,8.0382,0.89238,,0.0,-0.00138,-0.00458,22.76736,30.20491,14552.21067,0.93764,0.9326375938697486,3.699018988646439e-05,8.42691
0.0,2.0,8.16597,14552.20067,-857.869,-422.195,-27142.801,0.00015,-0.00042,8.16701,0.90466,,0.0,-0.0014,-0.00457,22.76744,30.33371,14552.21567,0.95188,0.9473237854406302,2.1083996463024807e-05,8.55676
0.0,2.0,8.29469,14552.20567,-857.869,-422.19479,-27142.80121,0.00015,-5e-05,8.29574,0.91618,,0.0,-0.00142,-0.00457,22.7673,30.46243,14552.22067,0.95622,0.9617013103448451,2.195924382102435e-05,8.68587
0.0,2.0,8.42584,14552.21067,-857.869,-422.194,-27142.802,0.00011,0.00014,8.42691,0.93764,,0.0,-0.00142,-0.00455,22.76739,30.59359,14552.22567,0.97651,0.9757200229885234,4.2563344700980235e-05,8.81688
0.0,2.0,8.55568,14552.21567,-857.86872,-422.19442,-27142.802,0.0001,-0.00029,8.55676,0.95188,,0.0,-0.0014,-0.00456,22.7675,30.72343,14552.23067,0.99013,0.9905420229885237,2.1752599890233724e-05,8.94788
0.0,2.0,8.68479,14552.22067,-857.868,-422.196,-27142.802,0.00028,-0.00016,8.68587,0.95622,,0.0,-0.0014,-0.00455,22.76758,30.85253,14552.23567,0.99995,1.0059100613027003,-2.9122900088718318e-05,9.07735
0.0,2.0,8.81579,14552.22567,-857.868,-422.196,-27142.802,0.00015,-0.00038,8.81688,0.97651,,0.0,-0.0014,-0.0046,22.76737,30.98353,14552.24067,1.01875,1.0199207892720492,-8.548608479948434e-06,9.20793
0.0,2.0,8.94678,14552.23067,-857.868,-422.196,-27142.802,0.00014,-0.00046,8.94788,0.99013,,0.0,-0.00143,-0.00454,22.76749,31.11452,14552.24567,1.03863,1.0343108582375666,-7.390930908483459e-06,9.33944
0.0,2.0,9.07624,14552.23567,-857.86815,-422.196,-27142.802,4e-05,-0.00045,9.07735,0.99995,,0.0,-0.00143,-0.00455,22.7674,31.24399,14552.25067,1.04391,1.049126766283544,-2.8489242558520176e-05,9.46914
0.0,2.0,9.20681,14552.24067,-857.869,-422.196,-27142.802,0.00017,3e-05,9.20793,1.01875,,0.0,-0.00142,-0.00458,22.76754,31.37456,14552.25567,1.05828,1.0639175325670691,-5.414332028157078e-05,9.59931
0.0,2.0,9.33831,14552.24567,-857.869,-422.19572,-27142.802,3e-05,0.00013,9.33944,1.03863,,0.0,-0.00144,-0.00459,22.76735,31.50605,14552.26067,1.08548,1.0777166360153452,-2.8863458381024176e-05,9.73075
0.0,2.0,9.46801,14552.25067,-857.869,-422.195,-27142.802,8e-05,-0.00043,9.46914,1.04391,,0.0,-0.00143,-0.00457,22.76737,31.63575,14552.26567,1.10103,1.091910681992357,-2.3038356280064877e-05,9.86111
0.0,2.0,9.59816,14552.25567,-857.86864,-422.195,-27142.80179,0.00035,-0.00049,9.59931,1.05828,,0.0,-0.00141,-0.00462,22.76735,31.76591,14552.27067,1.10282,1.1066445823754991,-4.7904425077168866e-05,9.99033
0.0,2.0,9.72958,14552.26067,-857.868,-422.195,-27142.801,0.00016,-0.00012,9.73075,1.08548,,0.0,-0.00142,-0.00457,22.76747,31.89733,14552.27567,1.12166,1.121053340996189,-6.006130268233203e-05,10.12104
0.0,2.0,9.85994,14552.26567,-857.86764,-422.195,-27142.80121,6e-05,-0.00039,9.86111,1.10103,,0.0,-0.00143,-0.00461,22.76748,32.02769,14552.28067,1.13425,1.1354817164751165,-7.644242347724754e-05,10.25183
0.0,2.0,9.98916,14552.27067,-857.867,-422.195,-27142.802,0.00013,-0.00036,9.99033,1.10282,,0.0,-0.00145,-0.00458,22.7674,32.15691,14552.28567,1.14769,1.1493608888889097,-6.049328449363005e-05,10.38035
0.0,2.0,10.11985,14552.27567,-857.86773,-422.19528,-27142.802,-0.0002,-5e-05,10.12104,1.12166,,0.0,-0.00147,-0.00458,22.76734,32.2876,14552.29067,1.16946,1.163430022988527,-5.538537324779533e-05,10.51008
0.0,2.0,10.25063,14552.28067,-857.869,-422.196,-27142.802,-0.00021,-1e-05,10.25183,1.13425,,0.0,-0.00146,-0.00463,22.76736,32.41838,14552.29567,1.17936,1.1770893180076842,-2.9574586333558188e-05,10.64074
0.0,2.0,10.37914,14552.28567,-857.86879,-422.19572,-27142.80185,0.00021,-0.00033,10.38035,1.14769,,0.0,-0.0015,-0.00465,22.76745,32.54689,14552.30067,1.18075,1.1910386360153473,-1.8721822239420403e-05,10.76944
0.0,2.0,10.50886,14552.29067,-857.868,-422.195,-27142.801,6e-05,-0.00038,10.51008,1.16946,,0.0,-0.00143,-0.00459,22.76747,32.67661,14552.30567,1.20744,1.205202498084313,-2.357441791960447e-05,10.89825
0.0,2.0,10.63952,14552.29567,-857.86829,-422.19528,-27142.801,0.00012,-2e-05,10.64074,1.17936,,0.0,-0.00143,-0.0046,22.76751,32.80727,14552.31067,1.22712,1.2187295249042367,2.982695465088628e-06,11.0288
0.0,2.0,10.76822,14552.30067,-857.86999,-422.196,-27142.801,6e-05,-0.0003,10.76944,1.18075,,0.0,-0.00147,-0.0046,22.76748,32.93597,14552.31567,1.22943,1.233332597701172,-3.081823923240098e-05,11.15756
0.0,2.0,10.89701,14552.30567,-857.86972,-422.196,-27142.801,-0.00015,-0.00034,10.89825,1.20744,,0.0,-0.00141,-0.00459,22.76754,33.06476,14552.32067,1.23442,1.247004406130291,-1.778872468565472e-05,11.28525
0.0,2.0,11.02754,14552.31067,-857.869,-422.196,-27142.801,-4e-05,0.00028,11.0288,1.22712,,0.0,-0.00142,-0.00457,22.76752,33.19529,14552.32567,1.26868,1.2603185900383373,1.0522672729190718e-05,11.4152
0.0,2.0,11.15631,14552.31567,-857.869,-422.196,-27142.801,-0.0001,4e-05,11.15756,1.22943,,0.0,-0.00145,-0.00459,22.76747,33.32406,14552.33067,1.28039,1.2743844750958087,-3.0779335610706636e-06,11.54427
0.0,2.0,11.28399,14552.32067,-857.869,-422.196,-27142.801,0.00015,-0.00046,11.28525,1.23442,,0.0,-0.00141,-0.00457,22.76744,33.45174,14552.33567,1.28211,1.2887954406130504,-3.3610374300416506e-05,11.6713
0.0,2.0,11.41392,14552.32567,-857.869,-422.19579,-27142.80115,8e-05,-0.00018,11.4152,1.26868,,0.0,-0.00146,-0.00456,22.76752,33.58167,14552.34067,1.29526,1.302390988505771,-1.9788387857743502e-05,11.80032
0.0,2.0,11.54298,14552.33067,-857.869,-422.195,-27142.802,-9e-05,8e-05,11.54427,1.28039,,0.0,-0.00142,-0.00458,22.76748,33.71073,14552.34567,1.31379,1.31624926436784,-2.1990400404584e-05,11.92982
0.0,2.0,11.67001,14552.33567,-857.869,-422.195,-27142.80185,-0.0003,-0.00062,11.6713,1.28211,,0.0,-0.00142,-0.00453,22.76754,33.83776,14552.35067,1.33968,1.3296731494253116,7.932297547627587e-08,12.05689
0.0,2.0,11.79902,14552.34067,-857.869,-422.195,-27142.801,-0.00012,-0.00021,11.80032,1.29526,,0.0,-0.00138,-0.00458,22.76744,33.96677,14552.35567,1.34027,1.34334986206899,8.807965979981333e-06,12.18453
0.0,2.0,11.92851,14552.34567,-857.869,-422.19521,-27142.80115,0.00012,4e-05,11.92982,1.31379,,0.0,-0.00141,-0.00457,22.76738,34.09626,14552.36067,1.36645,1.357418352490446,-2.3022188543470046e-06,12.31346
0.0,2.0,12.05556,14552.35067,-857.869,-422.196,-27142.802,0.0002,-0.00027,12.05689,1.33968,,0.0,-0.00136,-0.00457,22.76745,34.22331,14552.36567,1.37565,1.3716308812260787,-1.9308660688382474e-05,12.44056
0.0,2.0,12.1832,14552.35567,-857.869,-422.19579,-27142.802,0.00027,-0.00033,12.18453,1.34027,,0.0,-0.00138,-0.0046,22.76731,34.35095,14552.37067,1.3784,1.3850932183908298,1.6521409620731675e-06,12.5675
0.0,2.0,12.31212,14552.36067,-857.869,-422.195,-27142.802,0.00013,-0.0001,12.31346,1.36645,,0.0,-0.00137,-0.00458,22.76752,34.47987,14552.37567,1.40573,1.3988658544061559,3.347901140583927e-06,12.69624
0.0,2.0,12.43921,14552.36567,-857.86879,-422.19528,-27142.802,9e-05,-0.00022,12.44056,1.37565,,0.0,-0.00144,-0.00457,22.76737,34.60696,14552.38067,1.40523,1.4132005057471522,-2.2983705949648423e-05,12.82381
0.0,2.0,12.56615,14552.37067,-857.868,-422.196,-27142.802,0.00017,-0.00014,12.5675,1.3784,,0.0,-0.0014,-0.00455,22.76762,34.7339,14552.38567,1.42372,1.4270535938697577,-2.2291861395729723e-05,12.94978
0.0,2.0,12.69487,14552.37567,-857.868,-422.196,-27142.80185,0.0002,-0.00032,12.69624,1.40573,,0.0,-0.00145,-0.0046,22.76754,34.86262,14552.39067,1.44095,1.440032329501942,2.2584985894896076e-05,13.07776
0.0,2.0,12.82244,14552.38067,-857.868,-422.196,-27142.801,0.00026,-4e-05,12.82381,1.40523,,0.0,-0.00143,-0.00458,22.76758,34.99019,14552.39567,1.45412,1.4542115402299118,8.649741059171823e-07,13.2057
0.0,2.0,12.9484,14552.38567,-857.86828,-422.196,-27142.801,0.00011,-0.00048,12.94978,1.42372,,0.0,-0.00144,-0.00458,22.76762,35.11615,14552.40067,1.46512,1.468631670498111,-3.209414340492583e-05,13.33182
0.0,2.0,13.07637,14552.39067,-857.869,-422.196,-27142.801,-4e-05,-0.00055,13.07776,1.44095,,0.0,-0.00141,-0.00457,22.76732,35.24412,14552.40567,1.48122,1.4822439923371917,-2.272013809989041e-05,13.45877
