Index [#],Phase [#],Displacement [um],Time [s],Pos X [um],Pos Y [um],Pos Z [um],Piezo X [um],Piezo Y [um],Piezo Z [um],Force A [uN],Force B [uN],Gripper [V],Voltage A [V],Voltage B [V],Temperature [oC],Sample Displacement [um],Filtered time [uN},Filtered force [uN],SG Force [uN],Est Force 2nd derivative,Filtered displacement [um],Sel Time [s],Sel Force [N],Sel Modulus Uncorrected [Pa],Sel Modulus Corrected [Pa],Sel Modulus GMM Fit [Pa],Sel Time Normalised [s m-2],Sel Force Normalised []
4.0,2.0,4.19562,15498.12067,-857.904,-422.1641,-27142.448,-0.00035,-0.00029,4.1286,0.24137,,0.0,-0.00149,-0.00454,22.87593,-1.3325,15498.12067,0.24137,0.2306226283524946,6.494387604725528e-05,4.1286,0.2249999999985448,0.00021572387000000001,99793.76224797968,99793.76224797968,100033.85798227375,2.6324993354905844e+16,0.4004806314676087
4.0,2.0,4.32284,15498.12567,-857.90398,-422.164,-27142.448,-7e-05,-0.00057,4.25582,0.24313,,0.0,-0.00153,-0.0045,22.87572,-1.20528,15498.12567,0.24313,0.24043647509578983,5.678287230004254e-05,4.25582,0.22999999999956344,0.00021572956,99796.39443934166,99796.39443934166,99904.26997746027,2.690999320736005e+16,0.4005808104367981
4.0,2.0,4.45146,15498.13067,-857.90306,-422.164,-27142.44885,0.00025,-0.00045,4.38445,0.25441,,0.0,-0.00149,-0.00449,22.87586,-1.07666,15498.13067,0.25441,0.25068354022988965,2.946814870945333e-05,4.38445,0.2349999999987631,0.00021578711,99823.0170426603,99823.0170426603,99779.39938344924,2.7494993059601428e+16,0.4015940441234188
4.0,2.0,4.58133,15498.13567,-857.903,-422.164,-27142.449,0.00025,-0.00038,4.51433,0.26523,,0.0,-0.0015,-0.00453,22.87582,-0.94679,15498.13567,0.26523,0.26059020689655643,2.3143362384663935e-05,4.51433,0.23999999999978172,0.00021509618,99503.39314498965,99503.39314498965,99659.04488744805,2.8079992912055636e+16,0.3894294298558804
4.0,2.0,4.70998,15498.14067,-857.903,-422.164,-27142.449,-0.00015,-3e-05,4.64297,0.26635,,0.0,-0.00151,-0.00451,22.8758,-0.81814,15498.14067,0.26635,0.2711455862069015,-1.4396614879455148e-05,4.64297,0.24499999999898137,0.00021493416,99428.44276810545,99428.44276810545,99543.01394823295,2.8664992764297016e+16,0.3865768821251021
4.0,2.0,4.83842,15498.14567,-857.90302,-422.16401,-27142.449,-0.0001,-0.00013,4.77142,0.27514,,0.0,-0.0015,-0.00455,22.87589,-0.6897,15498.14567,0.27514,0.28077257471264877,-3.833354385162019e-06,4.77142,0.25,0.00021514753,99527.14763118274,99527.14763118274,99431.12241249034,2.924999261675122e+16,0.39033350543899026
4.0,2.0,4.96846,15498.15067,-857.90394,-422.1649,-27142.449,0.00036,-0.00025,4.90147,0.29172,,0.0,-0.00148,-0.0045,22.87592,-0.55966,15498.15067,0.29172,0.29059357854406664,-9.006862869018846e-06,4.90147,0.25499999999919964,0.00021460453,99275.9560829287,99275.9560829287,99323.19414860448,2.9834992468992604e+16,0.3807733683089285
4.0,2.0,5.09841,15498.15567,-857.904,-422.165,-27142.449,0.00048,1e-05,5.03142,0.3057,,0.0,-0.00152,-0.00452,22.87576,-0.42971,15498.15567,0.3057,0.30028426819923915,-4.182223906452551e-06,5.03142,0.2599999999983993,0.00021414279999999999,99062.35999899621,99062.35999899621,99219.0606958432,3.0419992321233988e+16,0.37264408264214516
4.0,2.0,5.22737,15498.16067,-857.904,-422.16585,-27142.44979,0.00107,-0.0006,5.16039,0.31144,,0.0,-0.00149,-0.00452,22.87585,-0.30075,15498.16067,0.31144,0.3098188582375535,1.4030314512980166e-05,5.16039,0.2649999999994179,0.00021436296,99164.20591292552,99164.20591292552,99118.56092928513,3.100499217368819e+16,0.37652025168552344
4.0,2.0,5.35676,15498.16567,-857.90399,-422.16599,-27142.45,0.00121,-0.00064,5.28979,0.3198,,0.0,-0.0015,-0.00446,22.87567,-0.17136,15498.16567,0.3198,0.3192208505747185,4.2438381541733106e-05,5.28979,0.26999999999861757,0.00021410418,99044.49440490124,99044.49440490124,99021.54073937642,3.1589992025929576e+16,0.3719641332941472
4.0,2.0,5.48794,15498.17067,-857.9031,-422.16429,-27142.45,0.0007,-1e-05,5.42097,0.32627,,0.0,-0.00153,-0.0045,22.8758,-0.04018,15498.17067,0.32627,0.329815540229891,7.827123068403089e-06,5.42097,0.2749999999996362,0.00021354058,98783.77330619779,98783.77330619779,98927.85272514482,3.217499187838378e+16,0.36204130956209823
4.0,2.0,5.61689,15498.17567,-857.903,-422.164,-27142.45,0.00041,-0.00043,5.54993,0.32888,,0.0,-0.00149,-0.00452,22.87582,0.08877,15498.17567,0.32888,0.3403675095785502,-2.642583470179906e-05,5.54993,0.27999999999883585,0.00021377653999999998,98892.92829280188,98892.92829280188,98837.35590135005,3.2759991730625164e+16,0.36619565570797125
4.0,2.0,5.74621,15498.18067,-857.90379,-422.164,-27142.45,0.00034,-5e-05,5.67926,0.34992,,0.0,-0.00149,-0.00449,22.87592,0.21809,15498.18067,0.34992,0.34952629118774586,9.8414382551273e-06,5.67926,0.2849999999998545,0.00021377705,98893.16421856543,98893.16421856543,98749.91541789367,3.334499158307937e+16,0.3662046348422927
4.0,2.0,5.87765,15498.18567,-857.904,-422.16401,-27142.45,0.00023,-3e-05,5.81071,0.36607,,0.0,-0.00149,-0.00448,22.87582,0.34953,15498.18567,0.36607,0.3585407586206962,5.2160582712198686e-05,5.81071,0.2899999999990541,0.00021305893000000002,98560.96223950064,98560.96223950064,98665.40229202044,3.392999143532075e+16,0.35356130947242226
4.0,2.0,6.00709,15498.19067,-857.904,-422.1649,-27142.45,0.00065,-0.00059,5.94015,0.37596,,0.0,-0.00151,-0.00451,22.87583,0.47897,15498.19067,0.37596,0.3690828965517309,1.2615131994331806e-05,5.94015,0.29499999999825377,0.00021303007,98547.61161688072,98547.61161688072,98583.6931517492,3.4514991287562132e+16,0.3530531961067248
4.0,2.0,6.13609,15498.19567,-857.904,-422.165,-27142.45,0.0006,-0.0003,6.06915,0.37473,,0.0,-0.00151,-0.00455,22.87581,0.60797,15498.19567,0.37473,0.3789932413793172,9.47800092616414e-06,6.06915,0.2999999999992724,0.00021325686999999999,98652.52919173158,98652.52919173158,98504.66999083618,3.5099991140016336e+16,0.35704626995773364
4.0,2.0,6.26758,15498.20067,-857.90321,-422.165,-27142.45085,7e-05,-2e-05,6.20065,0.39205,,0.0,-0.00147,-0.00451,22.87576,0.73946,15498.20067,0.39205,0.38929415325671207,-1.471567512958548e-05,6.20065,0.30499999999847205,0.00021271350999999998,98401.17110764443,98401.17110764443,98428.2199344364,3.568499099225772e+16,0.34747979461521
4.0,2.0,6.39769,15498.20567,-857.903,-422.165,-27142.451,0.00012,-0.00029,6.33077,0.39825,,0.0,-0.00149,-0.00452,22.87579,0.86957,15498.20567,0.39825,0.3991161915708885,-1.0265167782528943e-05,6.33077,0.3099999999994907,0.00021243803,98273.73418736264,98273.73418736264,98354.23501473255,3.626999084471193e+16,0.34262965359018405
4.0,2.0,6.52655,15498.21067,-857.903,-422.165,-27142.45015,-5e-05,-0.00023,6.45963,0.39872,,0.0,-0.00147,-0.00447,22.87579,0.99843,15498.21067,0.39872,0.40879499616858983,4.2553155655373435e-06,6.45963,0.3149999999986903,0.00021279345,98438.15131458262,98438.15131458262,98282.61195678574,3.685499069695331e+16,0.34888722990467125
4.0,2.0,6.65694,15498.21567,-857.90298,-422.165,-27142.45,-0.0002,-0.00017,6.59003,0.4159,,0.0,-0.00148,-0.0045,22.87587,1.12882,15498.21567,0.4159,0.4185091034482835,1.4950191570755906e-05,6.59003,0.31999999999970896,0.00021247947,98292.9043121502,98292.9043121502,98213.25197331938,3.743999054940751e+16,0.34335925226913383
4.0,2.0,6.78807,15498.22067,-857.90206,-422.165,-27142.45,8e-05,-0.00044,6.72117,0.43442,,0.0,-0.00148,-0.00448,22.87603,1.25995,15498.22067,0.43442,0.4284502758620768,1.2115447770492385e-05,6.72117,0.3249999999989086,0.00021195140000000002,98048.61937497433,98048.61937497433,98146.06056888914,3.80249904016489e+16,0.33406197489478495
4.0,2.0,6.91642,15498.22567,-857.902,-422.165,-27142.45,0.00011,-0.00085,6.84953,0.4457,,0.0,-0.00148,-0.00451,22.87598,1.3883,15498.22567,0.4457,0.4387336781609275,-7.862405793571028e-06,6.84953,0.32999999999992724,0.0002121846,98156.49758685798,98156.49758685798,98080.94735221236,3.86099902541031e+16,0.33816772807844986
4.0,2.0,7.04627,15498.23067,-857.90279,-422.165,-27142.45085,0.00014,-0.00019,6.97938,0.4561,,0.0,-0.00146,-0.00452,22.87604,1.51815,15498.23067,0.4561,0.44918617624521895,-3.7114479390476084e-05,6.97938,0.3349999999991269,0.00021214858999999998,98139.83937755295,98139.83937755295,98017.82585709033,3.919499010634448e+16,0.33753373077080046
4.0,2.0,7.1774,15498.23567,-857.90301,-422.165,-27142.451,-6e-05,0.00041,7.11051,0.45714,,0.0,-0.00145,-0.00452,22.87591,1.64928,15498.23567,0.45714,0.45890859003832246,-2.654692434016551e-05,7.11051,0.33999999999832653,0.00021163163,97900.69392122625,97900.69392122625,97956.6133708043,3.9779989958585864e+16,0.3284320576754848
4.0,2.0,7.30618,15498.24067,-857.9039,-422.16415,-27142.45179,-0.00059,-0.00031,7.23929,0.45584,,0.0,-0.00147,-0.00449,22.87581,1.77806,15498.24067,0.45584,0.4690576934865986,-4.0815291987845396e-05,7.23929,0.34499999999934516,0.00021172772,97945.14511067697,97945.14511067697,97897.23077024794,4.036498981104007e+16,0.3301238322184456
4.0,2.0,7.43543,15498.24567,-857.904,-422.164,-27142.452,-0.00073,-0.00036,7.36856,0.4777,,0.0,-0.00147,-0.00451,22.8758,1.90731,15498.24567,0.4777,0.4780432490421543,4.2030230304661385e-06,7.36856,0.3499999999985448,0.00021182972999999998,97992.334889383,97992.334889383,97839.60236521359,4.094998966328146e+16,0.3319198351441128
4.0,2.0,7.56623,15498.25067,-857.904,-422.164,-27142.45115,2e-05,0.00027,7.49937,0.49538,,0.0,-0.00147,-0.00447,22.87584,2.03811,15498.25067,0.49538,0.4872909808429208,3.4680729232307826e-05,7.49937,0.35499999999956344,0.0002113876,97787.80575636358,97787.80575636358,97783.65574832103,4.1534989515735656e+16,0.32413562993358974
4.0,2.0,7.69527,15498.25567,-857.904,-422.16401,-27142.451,0.00014,-0.00098,7.62841,0.49362,,0.0,-0.00146,-0.00448,22.87599,2.16715,15498.25567,0.49362,0.4972292567049899,3.1721695928444175e-05,7.62841,0.3599999999987631,0.0002113543,97772.40119180214,97772.40119180214,97729.32165181726,4.211998936797704e+16,0.3235493452808622
