Index [#],Phase [#],Displacement [um],Time [s],Pos X [um],Pos Y [um],Pos Z [um],Piezo X [um],Piezo Y [um],Piezo Z [um],Force A [uN],Force B [uN],Gripper [V],Voltage A [V],Voltage B [V],Temperature [oC],Sample Displacement [um],Filtered time [uN},Filtered force [uN],SG Force [uN],Est Force 2nd derivative,Filtered displacement [um],Sel Time [s],Sel Force [N],Sel Modulus Uncorrected [Pa],Sel Modulus Corrected [Pa],Sel Modulus GMM Fit [Pa],Sel Time Normalised [s m-2],Sel Force Normalised []
0.0,2.0,0.00921,15411.086,-1357.907,-922.162,-27138.03798,-0.0,0.00021,0.00888,-0.03091,,0.0,-0.00157,-0.00453,22.86596,21.46908,15411.086,-0.03091,-0.038499698960043814,0.0003565208201759926,0.00888,0.0,0.00030632367000000003,140103.3270292287,140103.3270292287,141681.08172514057,0.0,1.0
0.0,2.0,0.0264,15411.091,-1357.907,-922.162,-27138.03706,-0.00021,-0.00044,0.02606,-0.04243,,0.0,-0.00152,-0.00454,22.86618,21.48627,15411.091,-0.04243,-0.03445434718538169,0.0003565208201759926,0.02606,0.004999999999199645,0.00030611832000000005,140009.40605274832,140009.40605274832,140790.74647857255,576199249368672.4,0.997247723688028
0.0,2.0,0.0517,15411.096,-1357.90698,-922.162,-27138.03704,-6e-05,0.0,0.05138,-0.0297,,0.0,-0.00155,-0.00455,22.86609,21.51158,15411.096,-0.0297,-0.030052474590543585,0.0003565208201759926,0.05138,0.010000000000218279,0.00030489746000000005,139451.0210352376,139451.0210352376,139934.56619024833,1152398498946964.8,0.9808847139084602
0.0,2.0,0.0832,15411.101,-1357.90606,-922.162,-27138.03796,-0.00013,0.0,0.08287,-0.0221,,0.0,-0.0015,-0.00452,22.86624,21.54307,15411.101,-0.0221,-0.02529408117552948,0.0003565208201759926,0.08287,0.014999999999417923,0.00030406365,139069.66116477686,139069.66116477686,139111.18296658524,1728597748315637.0,0.9697092792277412
0.0,2.0,0.11816,15411.106,-1357.906,-922.162,-27138.038,-0.00035,-0.0003,0.11783,-0.03,,0.0,-0.00151,-0.00454,22.86606,21.57803,15411.106,-0.03,-0.020179166940339385,0.0003565208201759926,0.11783,0.020000000000436557,0.00030330798000000004,138724.04020399324,138724.04020399324,138319.2931083476,2304796997893929.5,0.9595811436510779
0.0,2.0,0.15975,15411.111,-1357.906,-922.162,-27138.038,-0.00039,-0.00018,0.15943,-0.01636,,0.0,-0.00154,-0.00452,22.86606,21.61963,15411.111,-0.01636,-0.014707731884973298,0.0003565208201759926,0.15943,0.024999999999636202,0.00030161986,137951.94437338182,137951.94437338182,137557.6449489449,2880996247262602.0,0.9369555157583757
0.0,2.0,0.20782,15411.116,-1357.90604,-922.162,-27138.038,-3e-05,0.00021,0.2075,-0.00686,,0.0,-0.00151,-0.00454,22.86597,21.66769,15411.116,-0.00686,-0.008879776009431212,0.0003565208201759926,0.2075,0.029999999998835847,0.00030005973,137238.38735835222,137238.38735835222,136825.03677470676,3457195496631274.0,0.9160453193006346
0.0,2.0,0.25809,15411.121,-1357.90696,-922.162,-27138.038,-0.0001,0.00011,0.25778,0.00081,,0.0,-0.00149,-0.00451,22.86621,21.71796,15411.121,0.00081,-0.002695299313713137,0.0003565208201759926,0.25778,0.03499999999985448,0.00029913974,136817.6113215751,136817.6113215751,136120.31483108527,4033394746209566.5,0.9037148265601855
0.0,2.0,0.31279,15411.126,-1357.907,-922.16204,-27138.038,-0.00018,-0.00057,0.31249,0.00466,,0.0,-0.00149,-0.0045,22.86605,21.77266,15411.126,0.00466,0.0038456982021809263,0.0003565208201759926,0.31249,0.039999999999054126,0.00029749802,136066.7374695792,136066.7374695792,135442.3714083235,4609593995578239.0,0.8817110911480074
0.0,2.0,0.37473,15411.131,-1357.907,-922.16296,-27138.038,-3e-05,-6e-05,0.37443,0.01841,,0.0,-0.00149,-0.00451,22.86619,21.8346,15411.131,0.01841,0.010743216538250985,0.0003565208201759926,0.37443,0.04500000000007276,0.00029563601,135215.1095298849,135215.1095298849,134790.14300110764,5185793245156531.0,0.8567548407674124
0.0,2.0,0.43922,15411.136,-1357.90699,-922.163,-27138.03802,-8e-05,0.00029,0.43892,0.01748,,0.0,-0.00152,-0.00456,22.86618,21.89909,15411.136,0.01748,0.017997255694497033,0.0003565208201759926,0.43892,0.049999999999272404,0.00029469904000000005,134786.5673466231,134786.5673466231,134162.6085453862,5761992494525204.0,0.8441967675459445
0.0,2.0,0.50586,15411.141,-1357.9061,-922.163,-27138.03894,-7e-05,0.0,0.50556,0.01737,,0.0,-0.00148,-0.00453,22.86625,21.96573,15411.141,0.01737,0.025607815670919083,0.0003565208201759926,0.50556,0.05500000000029104,0.00029336411000000005,134176.0101071152,134176.0101071152,133558.78772180367,6338191744103496.0,0.8263048940755724
0.0,2.0,0.57863,15411.146,-1357.90613,-922.16298,-27138.03898,5e-05,0.00014,0.57835,0.03767,,0.0,-0.00147,-0.00454,22.86609,22.0385,15411.146,0.03767,0.03357489646751712,0.0003565208201759926,0.57835,0.05999999999949068,0.00029139688000000003,133276.25767194846,133276.25767194846,132977.73933053657,6914390993472168.0,0.7999383952725486
0.0,2.0,0.65539,15411.151,-1357.90796,-922.16206,-27138.03806,0.00017,9e-05,0.65512,0.04943,,0.0,-0.00149,-0.00453,22.8661,22.11527,15411.151,0.04943,0.04189849808429194,0.00035652082017598,0.65512,0.06500000000050932,0.00029032692000000005,132786.8898219609,132786.8898219609,132418.55972751498,7490590243050461.0,0.7855978763402007
