Index [#],Phase [#],Displacement [um],Time [s],Pos X [um],Pos Y [um],Pos Z [um],Piezo X [um],Piezo Y [um],Piezo Z [um],Force A [uN],Force B [uN],Gripper [V],Voltage A [V],Voltage B [V],Temperature [oC],Sample Displacement [um],Filtered time [uN},Filtered force [uN],SG Force [uN],Est Force 2nd derivative,Filtered displacement [um],Sel Time [s],Sel Force [N],Sel Modulus Uncorrected [Pa],Sel Modulus Corrected [Pa],Sel Modulus GMM Fit [Pa],Sel Time Normalised [s m-2],Sel Force Normalised []
1.0,2.0,0.01398,15432.796,-857.904,-922.16296,-27139.353,0.00013,-0.00044,-0.01253,-0.13725,,0.0,-0.00151,-0.00456,22.86838,-23.41422,15432.796,-0.13725,-0.1382953366174056,0.0003705339564649904,-0.01253,0.0,0.00028781130999999997,134000.54911464764,134000.54911464764,135381.9209266546,0.0,1.0
1.0,2.0,0.03442,15432.801,-857.904,-922.16204,-27139.353,-8e-05,-4e-05,0.00792,-0.13523,,0.0,-0.00153,-0.0045,22.86847,-23.39378,15432.801,-0.13523,-0.13627307944928635,0.0003705339564649904,0.00792,0.005000000001018634,0.00028715268,133693.90104837334,133693.90104837334,134553.6439192639,590038650976051.1,0.9901303531972373
1.0,2.0,0.05818,15432.806,-857.904,-922.16202,-27139.353,-6e-05,-0.00041,0.03168,-0.1352,,0.0,-0.00153,-0.00453,22.86848,-23.37002,15432.806,-0.1352,-0.1338802883247021,0.0003705339564649904,0.03168,0.010000000000218279,0.00028653970999999997,133408.5115805626,133408.5115805626,133757.56637822668,1180077301737447.2,0.980944926780752
1.0,2.0,0.08857,15432.811,-857.904,-922.16294,-27139.353,-0.00035,9e-05,0.06206,-0.13496,,0.0,-0.00149,-0.00456,22.86849,-23.33964,15432.811,-0.13496,-0.13111696324365288,0.0003705339564649904,0.06206,0.015000000001236913,0.00028583644999999997,133081.08446808963,133081.08446808963,132992.38853195656,1770115952713498.5,0.9704064942609593
1.0,2.0,0.1269,15432.816,-857.904,-922.163,-27139.353,-0.0003,0.0004,0.1004,-0.12539,,0.0,-0.0015,-0.00454,22.86863,-23.3013,15432.816,-0.12539,-0.12798310420613868,0.0003705339564649904,0.1004,0.020000000000436557,0.00028453745999999997,132476.29456843477,132476.29456843477,132256.86332829538,2360154603474894.5,0.9509409787206391
1.0,2.0,0.16809,15432.821,-857.904,-922.163,-27139.353,2e-05,-0.00017,0.14159,-0.12129,,0.0,-0.0015,-0.00453,22.86839,-23.26012,15432.821,-0.12129,-0.12447871121215946,0.0003705339564649904,0.14159,0.024999999999636202,0.00028322366,131864.60935902857,131864.60935902857,131549.794292818,2950193254236291.0,0.9312535336156945
1.0,2.0,0.21431,15432.826,-857.90413,-922.163,-27139.35301,-0.0001,-0.00076,0.18782,-0.11429,,0.0,-0.0015,-0.00455,22.86871,-23.21389,15432.826,-0.11429,-0.12060378426171527,0.0003705339564649904,0.18782,0.030000000000654836,0.00028230472,131436.76493344497,131436.76493344497,130870.03347685105,3540231905212342.0,0.9174831113255906
1.0,2.0,0.26744,15432.831,-857.90596,-922.163,-27139.3539,-0.00019,-0.00055,0.24096,-0.09989,,0.0,-0.0015,-0.00451,22.86875,-23.16076,15432.831,-0.09989,-0.11635832335480609,0.0003705339564649904,0.24096,0.03499999999985448,0.00028087629999999994,130771.7144030598,130771.7144030598,130216.47948863506,4130270555973738.5,0.8960780722505363
1.0,2.0,0.32425,15432.836,-857.90597,-922.163,-27139.35396,1e-05,-0.00046,0.29776,-0.11306,,0.0,-0.00151,-0.00453,22.8685,-23.10396,15432.836,-0.11306,-0.1117423284914319,0.0003705339564649904,0.29776,0.040000000000873115,0.00027925849,130018.48678193829,130018.48678193829,129588.07560203072,4720309206949789.0,0.8718350020988921
1.0,2.0,0.38382,15432.841,-857.9033,-922.163,-27139.35213,-5e-05,-0.0002,0.35733,-0.12043,,0.0,-0.00149,-0.00455,22.86861,-23.04438,15432.841,-0.12043,-0.10675579967159274,0.0003705339564649904,0.35733,0.04500000000007276,0.00027827987,129562.8562600711,129562.8562600711,128983.80794553838,5310347857711186.0,0.8571702680993475
1.0,2.0,0.44888,15432.846,-857.90306,-922.163,-27139.35202,-7e-05,0.00058,0.42238,-0.11464,,0.0,-0.0015,-0.00453,22.86865,-22.97933,15432.846,-0.11464,-0.10139873689528858,0.0003705339564649904,0.42238,0.050000000001091394,0.00027707299999999997,129000.95602512205,129000.95602512205,128402.70376117142,5900386508687237.0,0.8390851814242027
1.0,2.0,0.51912,15432.851,-857.90398,-922.163,-27139.35294,-0.00024,0.00084,0.49263,-0.11046,,0.0,-0.00147,-0.00455,22.86859,-22.90909,15432.851,-0.11046,-0.09567114016251943,0.0003705339564649904,0.49263,0.05500000000029104,0.00027534694,128197.3288577087,128197.3288577087,127843.82973752143,6490425159448633.0,0.8132199724899347
1.0,2.0,0.59101,15432.856,-857.90406,-922.16298,-27139.353,7e-05,0.0003,0.56453,-0.09256,,0.0,-0.00147,-0.00454,22.86871,-22.8372,15432.856,-0.09256,-0.0895730094732853,0.0003705339564649904,0.56453,0.06000000000130967,0.00027420489999999993,127665.61248036793,127665.61248036793,127306.29040710574,7080463810424684.0,0.7961063708704704
1.0,2.0,0.66595,15432.861,-857.90498,-922.16206,-27139.353,-0.00013,-0.00066,0.63948,-0.08172,,0.0,-0.00151,-0.00454,22.86842,-22.76225,15432.861,-0.08172,-0.08310434482758773,0.00037053395646501584,0.63948,0.06500000000050932,0.00027327735999999996,127233.76402616438,127233.76402616438,126789.22661202156,7670502461186080.0,0.7822070765847038
1.0,2.0,0.74666,15432.866,-857.905,-922.16204,-27139.353,0.00015,-0.00048,0.7202,-0.06809,,0.0,-0.00153,-0.00456,22.86863,-22.68154,15432.866,-0.06809,-0.07629324904214699,0.00037278110395354063,0.7202,0.06999999999970896,0.00027175454,126524.76229790442,126524.76229790442,126291.81402893126,8260541111947477.0,0.7593874425805084
1.0,2.0,0.82947,15432.871,-857.905,-922.16296,-27139.353,-1e-05,-0.00074,0.80301,-0.07509,,0.0,-0.00148,-0.00457,22.86847,-22.59873,15432.871,-0.07509,-0.06875553256705107,0.0003555303776683294,0.80301,0.0750000000007276,0.00027052202,125950.91981480402,125950.91981480402,125813.2617558721,8850579762923528.0,0.7409179876857402
1.0,2.0,0.91349,15432.876,-857.905,-922.16298,-27139.35301,-0.00016,-0.00084,0.88703,-0.06036,,0.0,-0.00152,-0.00455,22.86853,-22.51471,15432.876,-0.06036,-0.06037018390804709,0.00030700239989896975,0.88703,0.07999999999992724,0.00026978882999999996,125609.55775156413,125609.55775156413,125352.8109563258,9440618413684924.0,0.7299310506508068
1.0,2.0,1.00288,15432.881,-857.905,-922.16206,-27139.3539,-0.00022,-8e-05,0.97643,-0.05841,,0.0,-0.00153,-0.00459,22.86851,-22.42532,15432.881,-0.05841,-0.052254398467433905,0.0002847481790240567,0.97643,0.08500000000094587,0.00026851946,125018.55847141195,125018.55847141195,124909.73355665522,1.0030657064660976e+16,0.7109093942397371
1.0,2.0,1.09467,15432.886,-857.905,-922.162,-27139.35402,-1e-05,0.00049,1.06823,-0.03935,,0.0,-0.00151,-0.00457,22.86866,-22.33353,15432.886,-0.03935,-0.04303365517241458,0.0002119886320576105,1.06823,0.09000000000014552,0.00026731726999999994,124458.83717296767,124458.83717296767,124483.33099890871,1.0620695715422372e+16,0.6928944379064176
1.0,2.0,1.18694,15432.891,-857.905,-922.162,-27139.35494,0.00018,0.00027,1.1605,-0.02616,,0.0,-0.00151,-0.00454,22.8686,-22.24127,15432.891,-0.02616,-0.0340481532567056,0.00016196598037978362,1.1605,0.09500000000116415,0.00026666619999999994,124155.70892720114,124155.70892720114,124072.93304167257,1.1210734366398422e+16,0.6831380785789123
1.0,2.0,1.28318,15432.896,-857.905,-922.16204,-27139.35499,0.00015,-0.00017,1.25676,-0.00831,,0.0,-0.00149,-0.00454,22.8686,-22.14502,15432.896,-0.00831,-0.025488919540230352,0.00015068477116753738,1.25676,0.1000000000003638,0.00026573377999999996,123721.5884195481,123721.5884195481,123677.896612079,1.1800773017159818e+16,0.6691656569281644
1.0,2.0,1.3824,15432.901,-857.905,-922.16296,-27139.3541,0.00033,-0.00016,1.35597,-0.01284,,0.0,-0.0015,-0.00458,22.86851,-22.04581,15432.901,-0.01284,-0.015568659003831704,8.559681697613198e-05,1.35597,0.10500000000138243,0.00026454234,123166.87215687883,123166.87215687883,123297.60470202565,1.239081166813587e+16,0.6513117905894255
1.0,2.0,1.48194,15432.906,-857.90506,-922.163,-27139.354,1e-05,-0.00039,1.45551,-0.00919,,0.0,-0.00146,-0.00457,22.86851,-21.94627,15432.906,-0.00919,-0.00607458237547904,6.1005768178183786e-05,1.45551,0.11000000000058208,0.00026387518,122856.25265291517,122856.25265291517,122931.46531149668,1.2980850318897266e+16,0.6413143207491034
1.0,2.0,1.58398,15432.911,-857.90598,-922.163,-27139.354,-0.00014,-0.00028,1.55756,-0.00811,,0.0,-0.00148,-0.00459,22.86856,-21.84422,15432.911,-0.00811,0.003149662835249099,5.860696391730777e-05,1.55756,0.11499999999978172,0.00026328373,122580.88256834882,122580.88256834882,122578.91043268991,1.3570888969658662e+16,0.6324513740240927
1.0,2.0,1.68912,15432.916,-857.90594,-922.163,-27139.354,-3e-05,0.00025,1.66271,0.01298,,0.0,-0.00151,-0.00459,22.86862,-21.73909,15432.916,0.01298,0.012016865900383358,7.865033051239592e-05,1.66271,0.12000000000080036,0.00026218623,122069.90333458163,122069.90333458163,122239.39507675909,1.4160927620634714e+16,0.6160052094612384
1.0,2.0,1.79473,15432.921,-857.90502,-922.163,-27139.354,-6e-05,0.00018,1.76832,0.01502,,0.0,-0.00152,-0.00457,22.86845,-21.63347,15432.921,0.01502,0.020597915708812635,0.00011678421961179979,1.76832,0.125,0.00026138366,121696.23900324266,121696.23900324266,121912.39633999042,1.475096627139611e+16,0.6039786050938494
1.0,2.0,1.90133,15432.926,-857.90494,-922.16296,-27139.35399,-0.00028,-0.00035,1.87493,0.03393,,0.0,-0.00149,-0.00453,22.8686,-21.52687,15432.926,0.03393,0.030400053639847296,8.861850027366364e-05,1.87493,0.13000000000101863,0.00026099471999999996,121515.15448098168,121515.15448098168,121597.41250669681,1.534100492237216e+16,0.5981502941643945
1.0,2.0,2.01139,15432.931,-857.90402,-922.16113,-27139.3531,-6e-05,-0.00021,1.98501,0.04849,,0.0,-0.00149,-0.00454,22.86855,-21.41681,15432.931,0.04849,0.040087256704981575,6.791705612394045e-05,1.98501,0.13500000000021828,0.00026010279999999996,121099.89015462031,121099.89015462031,121293.96219029781,1.5931043573133558e+16,0.5847847697025262
