Time [s],Pos X [um],Pos Y [um],Pos Z [um],Piezo X [um],Piezo Y [um],Piezo Z [um],Force A [uN],Force B [uN],Gripper [V],Voltage A [V],Voltage B [V],Temperature [oC]
5111.98483,-857.5346,-422.59813,-27190.80107,-6e-05,-0.00027,-0.00057,298.60068,,0.0,-0.00151,-0.00468,21.38599
5111.99483,-857.53437,-422.59843,-27190.80143,-3e-05,0.00055,-0.00015,298.63781,,0.0,-0.0015,-0.00471,21.38605
5112.00483,-857.534,-422.598,-27190.801,0.00015,0.00018,-0.00028,298.61439,,0.0,-0.00148,-0.00472,21.38602
5112.01483,-857.53343,-422.5986,-27190.801,3e-05,-0.00046,-0.00058,298.37532,,0.0,-0.00152,-0.00473,21.38598
5112.02483,-857.533,-422.599,-27190.801,-0.00043,0.0004,6e-05,298.76092,,0.0,-0.00145,-0.00472,21.38601
5112.03483,-857.53357,-422.599,-27190.80047,0.00018,-9e-05,-0.00074,298.45745,,0.0,-0.00152,-0.00471,21.38605
5112.04483,-857.534,-422.599,-27190.8,-4e-05,-0.00022,-0.0003,298.67769,,0.0,-0.0015,-0.00474,21.38615
5112.05483,-857.53463,-422.59843,-27190.80053,-0.0004,0.00013,-4e-05,298.76347,,0.0,-0.00151,-0.00473,21.38618
5112.06483,-857.53437,-422.598,-27190.801,0.00016,-0.00032,-0.00073,298.37014,,0.0,-0.0015,-0.00472,21.38607
5112.07483,-857.534,-422.598,-27190.801,3e-05,0.00018,-0.0001,298.75432,,0.0,-0.00152,-0.00472,21.38594
5112.08483,-857.534,-422.598,-27190.80043,-0.00033,-0.0001,-0.00032,298.62437,,0.0,-0.00151,-0.00472,21.38609
5112.09483,-857.534,-422.598,-27190.80053,-0.00018,-0.00039,-0.00049,298.4596,,0.0,-0.00149,-0.0047,21.38596
5112.10483,-857.5334,-422.598,-27190.801,3e-05,0.00031,-0.0003,298.5293,,0.0,-0.00149,-0.00473,21.38602
5112.11483,-857.53237,-422.5986,-27190.79987,-1e-05,-0.00011,-0.00074,298.4351,,0.0,-0.00148,-0.00471,21.38603
5112.12483,-857.53257,-422.59843,-27190.80007,-2e-05,0.00011,-0.0,298.69858,,0.0,-0.00149,-0.00473,21.38606
5112.13483,-857.5336,-422.59857,-27190.80047,5e-05,8e-05,-0.00053,298.56479,,0.0,-0.00153,-0.00471,21.38617
5112.14483,-857.53347,-422.599,-27190.8,0.00025,-0.00038,-0.00042,298.67305,,0.0,-0.00151,-0.00471,21.38605
5112.15483,-857.533,-422.59843,-27190.80053,-0.0002,0.00039,7e-05,298.78032,,0.0,-0.00151,-0.00474,21.38605
5112.16483,-857.533,-422.598,-27190.80047,8e-05,-0.00021,-0.00071,298.39452,,0.0,-0.0015,-0.00474,21.38612
5112.17483,-857.5336,-422.59743,-27190.8,0.00023,-0.00029,-0.0001,298.72482,,0.0,-0.00149,-0.00473,21.3861
5112.18483,-857.5334,-422.59757,-27190.80053,-0.00029,0.0004,-0.00034,298.65138,,0.0,-0.00149,-0.00472,21.38613
5112.19483,-857.533,-422.598,-27190.80047,0.00014,-0.00036,-0.00061,298.45976,,0.0,-0.00151,-0.00473,21.38613
5112.20483,-857.533,-422.598,-27190.80053,0.00039,-3e-05,-2e-05,298.84468,,0.0,-0.0015,-0.00472,21.38603
5112.21483,-857.533,-422.598,-27190.79987,-0.00032,0.00049,-0.00057,298.45951,,0.0,-0.00148,-0.00474,21.38598
5112.22483,-857.53363,-422.598,-27190.80013,0.00025,-3e-05,-0.0004,298.58572,,0.0,-0.00148,-0.00473,21.38608
5112.23483,-857.5328,-422.598,-27190.80047,0.00012,-0.00053,-0.00025,298.59054,,0.0,-0.00148,-0.00474,21.38608
5112.24483,-857.5332,-422.59857,-27190.80053,-0.00042,0.00028,-0.0004,298.54955,,0.0,-0.00147,-0.00472,21.38601
5112.25483,-857.534,-422.5984,-27190.80043,0.0001,0.00035,-0.00023,298.7536,,0.0,-0.00149,-0.00474,21.3861
5112.26483,-857.534,-422.598,-27190.80053,0.00036,-0.00049,-0.00086,298.32474,,0.0,-0.00147,-0.00472,21.38602
5112.27483,-857.53287,-422.5986,-27190.80047,5e-05,-0.0001,-5e-05,298.77904,,0.0,-0.0015,-0.00473,21.38592
5112.28483,-857.5332,-422.59843,-27190.80053,-0.00016,0.0006,-0.00044,298.5254,,0.0,-0.00148,-0.00473,21.386
5112.29483,-857.534,-422.598,-27190.80047,0.00012,-6e-05,-0.00034,298.53448,,0.0,-0.0015,-0.0047,21.38615
5112.30483,-857.5334,-422.598,-27190.80053,0.00029,-0.00035,-0.00025,298.66163,,0.0,-0.00149,-0.00474,21.386
5112.31483,-857.53353,-422.598,-27190.80043,-0.00032,0.00053,-0.00085,298.36976,,0.0,-0.00146,-0.00476,21.38595
5112.32483,-857.53337,-422.598,-27190.80053,-3e-05,0.00029,0.00028,298.84991,,0.0,-0.0015,-0.00469,21.38606
5112.33483,-857.533,-422.598,-27190.801,0.00024,-0.00076,-0.00055,298.43827,,0.0,-0.00149,-0.00476,21.38604
5112.34483,-857.533,-422.598,-27190.80043,-0.00033,0.00026,-0.00062,298.40042,,0.0,-0.00147,-0.0047,21.38603
5112.35483,-857.5336,-422.59743,-27190.80053,-0.00011,0.00041,9e-05,298.70349,,0.0,-0.00149,-0.00472,21.38597
5112.36483,-857.534,-422.597,-27190.80043,0.00016,-0.00045,-0.00078,298.31614,,0.0,-0.0015,-0.00472,21.38598
5112.37483,-857.534,-422.597,-27190.80053,-0.00032,-0.0001,-0.00011,298.67339,,0.0,-0.00149,-0.00476,21.38609
5112.38483,-857.534,-422.5976,-27190.80043,-0.0001,0.00017,-0.00042,298.45731,,0.0,-0.00148,-0.00475,21.38615
5112.39483,-857.5334,-422.598,-27190.8,0.00047,-0.00014,-0.00041,298.45989,,0.0,-0.00151,-0.00475,21.38592
5112.40483,-857.533,-422.598,-27190.8,1e-05,5e-05,-7e-05,298.69685,,0.0,-0.0015,-0.00477,21.38606
5112.41483,-857.533,-422.59743,-27190.80053,-0.00021,0.00012,-0.0008,298.29169,,0.0,-0.00149,-0.00473,21.38612
5112.42483,-857.5324,-422.597,-27190.801,0.0001,-0.00012,-3e-05,298.63321,,0.0,-0.0015,-0.00476,21.38613
5112.43483,-857.5326,-422.59757,-27190.801,9e-05,-0.00023,-0.00052,298.46182,,0.0,-0.00148,-0.00477,21.38605
5112.44483,-857.53363,-422.598,-27190.80043,-0.00028,0.00012,-0.00061,298.35194,,0.0,-0.00148,-0.00473,21.38612
5112.45483,-857.5346,-422.59743,-27190.80053,1e-05,0.00018,0.00033,298.7595,,0.0,-0.00148,-0.00475,21.38606
5112.46483,-857.5344,-422.59757,-27190.801,0.00035,-0.00046,-0.00106,298.18563,,0.0,-0.00146,-0.00474,21.38613
5112.47483,-857.534,-422.598,-27190.80047,-0.00016,0.00016,-0.00015,298.6422,,0.0,-0.00146,-0.00475,21.38613
5112.48483,-857.534,-422.598,-27190.80057,-0.0002,0.00023,-0.00041,298.56402,,0.0,-0.00146,-0.00473,21.38588
5112.49483,-857.534,-422.59743,-27190.80043,0.00021,-0.00054,-0.00072,298.34537,,0.0,-0.00145,-0.00473,21.38607
5112.50483,-857.534,-422.597,-27190.8,-0.0001,0.00034,-1e-05,298.78187,,0.0,-0.00148,-0.00474,21.38621
5112.51483,-857.534,-422.59757,-27190.80053,5e-05,0.00029,-0.00089,298.23913,,0.0,-0.00148,-0.00477,21.38603
5112.52483,-857.534,-422.598,-27190.80153,0.00031,-0.00029,2e-05,298.70088,,0.0,-0.00149,-0.00477,21.38601
5112.53483,-857.53463,-422.59857,-27190.80147,-0.00012,-0.00016,-0.0005,298.52409,,0.0,-0.00146,-0.00474,21.38616
5112.54483,-857.53447,-422.5984,-27190.80043,-0.00011,0.00011,-0.00088,298.31632,,0.0,-0.00147,-0.00472,21.3862
5112.55483,-857.53337,-422.598,-27190.80057,0.00016,0.00011,0.00022,298.77956,,0.0,-0.00147,-0.00476,21.38604
5112.56483,-857.53237,-422.598,-27190.80153,0.00011,-0.00018,-0.00068,298.15106,,0.0,-0.00147,-0.00476,21.38608
5112.57483,-857.5326,-422.598,-27190.80093,-0.00026,-1e-05,6e-05,298.47896,,0.0,-0.00146,-0.00476,21.38604
5112.58483,-857.533,-422.598,-27190.8,0.00011,0.00022,-0.00037,298.41752,,0.0,-0.00147,-0.00472,21.38622
5112.59483,-857.5324,-422.59857,-27190.80053,0.00015,-0.00022,-0.00074,298.15119,,0.0,-0.00151,-0.00476,21.38613
5112.60483,-857.532,-422.59843,-27190.80047,-0.00018,2e-05,0.00033,298.71109,,0.0,-0.00145,-0.00473,21.38621
5112.61483,-857.53257,-422.5986,-27190.80053,-0.00021,0.00011,-0.0009,298.18682,,0.0,-0.00152,-0.00476,21.38612
5112.62483,-857.5324,-422.59843,-27190.80047,0.00028,-0.00019,-0.00024,298.50319,,0.0,-0.00146,-0.00474,21.38604
5112.63483,-857.5326,-422.598,-27190.80053,2e-05,0.00016,-0.00011,298.61279,,0.0,-0.00152,-0.00472,21.38611
5112.64483,-857.533,-422.598,-27190.801,-0.00032,0.00012,-0.00084,298.24499,,0.0,-0.00149,-0.00473,21.38609
5112.65483,-857.5336,-422.59857,-27190.80047,0.00018,-0.00024,-0.0001,298.63002,,0.0,-0.00148,-0.00474,21.38607
5112.66483,-857.534,-422.59843,-27190.80053,4e-05,-0.0001,-0.00066,298.25851,,0.0,-0.00147,-0.00473,21.38611
5112.67483,-857.534,-422.598,-27190.80047,-0.00033,0.00022,-0.00013,298.57228,,0.0,-0.00148,-0.00472,21.38613
5112.68483,-857.5334,-422.598,-27190.80053,0.00035,-5e-05,-0.00025,298.5013,,0.0,-0.00145,-0.00475,21.3862
5112.69483,-857.53363,-422.598,-27190.801,0.00018,-0.00018,-0.00084,298.18794,,0.0,-0.00146,-0.00474,21.386
5112.70483,-857.534,-422.59857,-27190.801,-0.00044,0.00029,0.00026,298.73767,,0.0,-0.00148,-0.00473,21.38609
5112.71483,-857.53343,-422.5984,-27190.801,7e-05,-0.00011,-0.00072,298.17936,,0.0,-0.00149,-0.00474,21.38613
5112.72483,-857.533,-422.59857,-27190.801,0.00018,-0.00042,-0.00044,298.26154,,0.0,-0.00147,-0.00473,21.38607
5112.73483,-857.5336,-422.59843,-27190.80047,-0.00026,0.00027,-7e-05,298.53594,,0.0,-0.00144,-0.00473,21.38623
5112.74483,-857.534,-422.5986,-27190.8,-7e-05,0.00023,-0.00086,298.19642,,0.0,-0.00147,-0.00472,21.38622
5112.75483,-857.534,-422.599,-27190.8,0.00031,-0.00038,-3e-05,298.52452,,0.0,-0.00147,-0.0047,21.3861
5112.76483,-857.534,-422.599,-27190.80053,-0.00018,-0.00031,-0.00071,298.28,,0.0,-0.00145,-0.00473,21.38613
5112.77483,-857.53347,-422.5984,-27190.80043,-0.00031,0.00064,-0.00027,298.35742,,0.0,-0.00146,-0.00475,21.38604
5112.78483,-857.533,-422.598,-27190.80053,0.00034,-0.00018,-0.0004,298.38651,,0.0,-0.00147,-0.00471,21.38614
5112.79483,-857.5324,-422.59857,-27190.80047,0.0001,-0.00054,-0.00061,298.21753,,0.0,-0.00146,-0.00473,21.38601
5112.80483,-857.532,-422.599,-27190.8,-0.00033,0.00046,0.0003,298.64234,,0.0,-0.00144,-0.00475,21.38615
5112.81483,-857.532,-422.599,-27190.8,0.0001,0.00011,-0.00073,298.34804,,0.0,-0.00143,-0.00474,21.38619
5112.82483,-857.53263,-422.59843,-27190.80057,0.00036,-0.00056,-0.00064,298.23417,,0.0,-0.00145,-0.00471,21.38613
5112.83483,-857.533,-422.59857,-27190.80047,-0.00037,0.0001,0.00024,298.60857,,0.0,-0.00146,-0.00471,21.38621
5112.84483,-857.53363,-422.5984,-27190.80053,-9e-05,0.00037,-0.00084,298.1359,,0.0,-0.00144,-0.00473,21.38621
5112.85483,-857.5334,-422.598,-27190.80047,0.00023,1e-05,-1e-05,298.50644,,0.0,-0.00146,-0.00472,21.38602
5112.86483,-857.5336,-422.598,-27190.8,-0.00019,-0.00031,-0.00068,298.26506,,0.0,-0.00147,-0.00472,21.38612
5112.87483,-857.53343,-422.5986,-27190.80057,-2e-05,0.00015,-0.00024,298.35623,,0.0,-0.00147,-0.00473,21.38598
5112.88483,-857.533,-422.5984,-27190.80043,0.00023,0.00029,3e-05,298.50655,,0.0,-0.00146,-0.00472,21.38614
5112.89483,-857.5336,-422.59857,-27190.80053,3e-05,-0.00018,-0.001,298.0146,,0.0,-0.00151,-0.00472,21.38634
5112.90483,-857.53343,-422.599,-27190.80047,-0.00034,-0.00012,-7e-05,298.46453,,0.0,-0.00146,-0.00476,21.38612
5112.91483,-857.533,-422.599,-27190.8,-3e-05,0.00017,-0.00044,298.34483,,0.0,-0.00149,-0.00477,21.38617
5112.92483,-857.533,-422.59957,-27190.8,0.00025,6e-05,-0.0004,298.27834,,0.0,-0.00149,-0.00473,21.38602
5112.93483,-857.533,-422.59887,-27190.80053,-0.0002,8e-05,-0.00014,298.46025,,0.0,-0.00151,-0.00474,21.38619
5112.94483,-857.533,-422.598,-27190.801,0.00017,0.0,-0.00079,298.13888,,0.0,-0.00151,-0.00473,21.38611
5112.95483,-857.533,-422.598,-27190.801,0.00015,-4e-05,0.00019,298.47537,,0.0,-0.00151,-0.00474,21.38613
5112.96483,-857.533,-422.598,-27190.801,-0.00026,0.00011,-0.00044,298.34822,,0.0,-0.0015,-0.00477,21.38607
5112.97483,-857.53353,-422.5974,-27190.80043,5e-05,0.00011,-0.00035,298.20999,,0.0,-0.00152,-0.00474,21.38619
5112.98483,-857.5328,-422.59757,-27190.8,0.00024,-1e-05,0.00015,298.42741,,0.0,-0.00148,-0.00473,21.38622
5112.99483,-857.5326,-422.598,-27190.80053,-3e-05,-2e-05,-0.0009,298.01541,,0.0,-0.00153,-0.00471,21.38605
5113.00483,-857.53353,-422.598,-27190.80043,-0.00016,7e-05,7e-05,298.39977,,0.0,-0.00143,-0.00473,21.38618
5113.01483,-857.53337,-422.598,-27190.8,0.00017,-0.00039,-0.00047,298.22208,,0.0,-0.00146,-0.00475,21.38611
5113.02483,-857.5324,-422.598,-27190.80053,-2e-05,5e-05,-0.00058,298.2197,,0.0,-0.00144,-0.00474,21.38616
5113.03483,-857.532,-422.59743,-27190.801,-0.0003,0.00033,0.00015,298.47892,,0.0,-0.00148,-0.00473,21.38619
5113.04483,-857.53263,-422.5976,-27190.801,0.00019,-0.00042,-0.00096,297.96558,,0.0,-0.00146,-0.00472,21.38622
5113.05483,-857.5336,-422.59857,-27190.80047,0.00014,-0.0001,-1e-05,298.4091,,0.0,-0.00146,-0.00473,21.38622
5113.06483,-857.53337,-422.59843,-27190.80053,-0.00039,0.00027,-0.00054,298.23227,,0.0,-0.00146,-0.00476,21.38615
5113.07483,-857.53363,-422.598,-27190.80043,3e-05,-6e-05,-0.00052,298.16001,,0.0,-0.0015,-0.00475,21.38603
5113.08483,-857.534,-422.59857,-27190.80053,0.00012,-0.00041,-3e-05,298.308,,0.0,-0.00147,-0.00473,21.3861
5113.09483,-857.5334,-422.599,-27190.80047,1e-05,0.00026,-0.00075,297.97893,,0.0,-0.00147,-0.00474,21.38618
5113.10483,-857.5336,-422.59843,-27190.80053,-0.00025,0.00034,9e-05,298.42418,,0.0,-0.00149,-0.00475,21.38622
5113.11483,-857.534,-422.5986,-27190.80047,0.00028,-0.00037,-0.0005,298.16315,,0.0,-0.00148,-0.00474,21.38617
5113.12483,-857.534,-422.59843,-27190.8,-2e-05,-0.00017,-0.00053,298.17185,,0.0,-0.00149,-0.00475,21.38617
5113.13483,-857.534,-422.59857,-27190.80053,-0.00034,0.0006,-0.0,298.33584,,0.0,-0.00149,-0.00473,21.38619
5113.14483,-857.5346,-422.59843,-27190.80047,0.00037,-0.00028,-0.00071,298.04904,,0.0,-0.00148,-0.00473,21.38615
5113.15483,-857.5344,-422.598,-27190.8,-0.0,-0.00033,-0.00022,298.35318,,0.0,-0.00145,-0.00474,21.38626
5113.16483,-857.53337,-422.598,-27190.80053,-0.00026,0.00047,-0.0005,298.25537,,0.0,-0.00148,-0.00473,21.3862
5113.17483,-857.53363,-422.598,-27190.80043,0.00026,6e-05,-0.00053,298.22276,,0.0,-0.00148,-0.00473,21.38621
5113.18483,-857.5334,-422.59857,-27190.80053,0.00022,-0.00026,6e-05,298.44982,,0.0,-0.00151,-0.00473,21.38609
5113.19483,-857.533,-422.5984,-27190.80043,-0.00025,0.00034,-0.0009,298.03658,,0.0,-0.00154,-0.00474,21.38618
5113.20483,-857.533,-422.598,-27190.8,0.00014,0.00013,-0.00032,298.27072,,0.0,-0.0015,-0.00474,21.38618
5113.21483,-857.53353,-422.5986,-27190.80057,0.00025,-0.00028,-0.00032,298.16284,,0.0,-0.00153,-0.00472,21.38616
5113.22483,-857.534,-422.59843,-27190.80047,-0.00033,-0.00021,-0.00045,298.16504,,0.0,-0.00151,-0.00471,21.38618
5113.23483,-857.5334,-422.598,-27190.8,-0.00018,0.00017,-7e-05,298.37671,,0.0,-0.00151,-0.00471,21.38624
5113.24483,-857.5336,-422.59857,-27190.8,0.00027,-0.00041,-0.00069,298.07396,,0.0,-0.0015,-0.00469,21.38623
5113.25483,-857.53343,-422.59843,-27190.80053,-0.00037,-0.00032,-0.00016,298.2774,,0.0,-0.00151,-0.00468,21.38616
5113.26483,-857.53363,-422.598,-27190.801,-0.00037,0.00038,-0.00023,298.26592,,0.0,-0.0015,-0.00467,21.38622
5113.27483,-857.53273,-422.598,-27190.80047,0.00023,-0.00028,-0.00057,298.19815,,0.0,-0.00148,-0.00465,21.38625
5113.28483,-857.5326,-422.598,-27190.8,0.00012,-0.00038,-6e-05,298.43908,,0.0,-0.00148,-0.00468,21.38621
5113.29483,-857.5336,-422.59857,-27190.8,-0.0004,0.00038,-0.00074,298.04121,,0.0,-0.00148,-0.00468,21.38614
5113.30483,-857.534,-422.59843,-27190.8,2e-05,-8e-05,-0.00026,298.23978,,0.0,-0.00148,-0.00468,21.38616
5113.31483,-857.534,-422.598,-27190.8,0.00012,-0.00036,-0.0005,298.27401,,0.0,-0.00149,-0.0047,21.38612
5113.32483,-857.534,-422.598,-27190.80053,-0.00011,0.00031,-0.00049,298.06577,,0.0,-0.0015,-0.00471,21.38621
5113.33483,-857.534,-422.598,-27190.80047,-1e-05,0.00012,-7e-05,298.33375,,0.0,-0.00148,-0.00471,21.3862
5113.34483,-857.534,-422.5986,-27190.80057,0.0003,-0.00028,-0.00073,298.05559,,0.0,-0.00148,-0.0047,21.38624
5113.35483,-857.5334,-422.59843,-27190.80047,-0.00033,0.00019,-0.00013,298.32408,,0.0,-0.00145,-0.00472,21.38624
5113.36483,-857.533,-422.598,-27190.80053,-9e-05,0.00011,-0.00041,298.13628,,0.0,-0.00147,-0.00471,21.38621
5113.37483,-857.53363,-422.598,-27190.80157,0.00029,-0.0001,-0.00058,298.0284,,0.0,-0.00148,-0.00471,21.38627
5113.38483,-857.5334,-422.598,-27190.80147,-2e-05,0.00024,4e-05,298.29669,,0.0,-0.00148,-0.0047,21.38621
5113.39483,-857.5324,-422.598,-27190.80047,-0.00015,-0.00011,-0.00071,297.95767,,0.0,-0.00148,-0.00473,21.38624
5113.40483,-857.53327,-422.59857,-27190.80053,0.00039,-0.0,-0.00014,298.15595,,0.0,-0.00145,-0.00472,21.38614
5113.41483,-857.5334,-422.59843,-27190.801,3e-05,0.00014,-0.00035,298.13399,,0.0,-0.0015,-0.00472,21.38623
5113.42483,-857.53363,-422.598,-27190.801,-0.00016,0.00019,-0.00048,297.95942,,0.0,-0.00148,-0.00472,21.3862
5113.43483,-857.534,-422.598,-27190.801,1e-05,-9e-05,6e-05,298.26486,,0.0,-0.00151,-0.00472,21.38612
5113.44483,-857.534,-422.598,-27190.801,0.00016,-0.00038,-0.00087,297.79651,,0.0,-0.00149,-0.00475,21.38613
5113.45483,-857.53343,-422.59857,-27190.80047,-0.00024,0.00055,-0.00018,298.22098,,0.0,-0.00151,-0.00474,21.38618
5113.46483,-857.53353,-422.5984,-27190.8,-0.00015,0.0,-0.00037,298.21849,,0.0,-0.00149,-0.00474,21.38621
5113.47483,-857.53343,-422.5986,-27190.8,0.00027,-0.00057,-0.00046,298.00522,,0.0,-0.00152,-0.00471,21.38614
5113.48483,-857.5336,-422.599,-27190.80053,-0.00027,0.00049,8e-05,298.31298,,0.0,-0.00146,-0.00477,21.38623
5113.49483,-857.53337,-422.59843,-27190.80043,-5e-05,-7e-05,-0.00055,298.00953,,0.0,-0.00146,-0.00473,21.38616
5113.50483,-857.53363,-422.59857,-27190.80057,0.00029,-0.00041,-0.00021,298.18,,0.0,-0.00148,-0.00476,21.38628
5113.51483,-857.534,-422.599,-27190.80047,-0.00019,0.00015,-0.00034,298.04854,,0.0,-0.00145,-0.00473,21.38623
5113.52483,-857.534,-422.599,-27190.8,-3e-05,0.0001,-0.00069,297.87536,,0.0,-0.00146,-0.00474,21.38619
5113.53483,-857.534,-422.599,-27190.8,0.00029,-0.00029,5e-05,298.27505,,0.0,-0.00146,-0.00472,21.38625
5113.54483,-857.53453,-422.5984,-27190.80057,-0.00017,-0.00012,-0.00057,297.9838,,0.0,-0.00147,-0.00475,21.38609
5113.55483,-857.535,-422.598,-27190.80047,-0.00028,0.00031,-0.00027,298.22536,,0.0,-0.00146,-0.00473,21.38614
5113.56483,-857.53443,-422.5986,-27190.80053,0.00011,-0.00016,-0.0005,298.09702,,0.0,-0.00147,-0.00474,21.38619
5113.57483,-857.53347,-422.5984,-27190.801,0.00023,-0.00051,-0.00047,297.98885,,0.0,-0.00148,-0.00474,21.3863
5113.58483,-857.5336,-422.598,-27190.801,-0.00017,0.00066,1e-05,298.21589,,0.0,-0.00147,-0.00474,21.3863
5113.59483,-857.534,-422.598,-27190.801,0.00012,0.00038,-0.00082,297.79707,,0.0,-0.00147,-0.00475,21.38627
5113.60483,-857.53463,-422.598,-27190.80043,0.00024,-0.00076,-0.00022,298.07337,,0.0,-0.00149,-0.00474,21.38617
5113.61483,-857.5344,-422.598,-27190.8,-0.00024,0.00019,-0.00025,298.09401,,0.0,-0.00145,-0.00474,21.38622
5113.62483,-857.534,-422.598,-27190.8,-0.00028,0.00042,-0.00057,297.96574,,0.0,-0.0015,-0.00473,21.38627
5113.63483,-857.534,-422.598,-27190.8,0.00037,-0.00053,-5e-05,298.25986,,0.0,-0.00147,-0.00472,21.38609
5113.64483,-857.534,-422.598,-27190.80053,-0.00011,-5e-05,-0.00078,297.88056,,0.0,-0.00146,-0.00473,21.38621
5113.65483,-857.534,-422.598,-27190.801,-0.0001,0.00048,-1e-05,298.27094,,0.0,-0.00145,-0.00471,21.38628
5113.66483,-857.534,-422.598,-27190.80047,0.00018,-0.00011,-0.0004,298.19996,,0.0,-0.00148,-0.00475,21.38628
5113.67483,-857.53453,-422.5986,-27190.80057,1e-05,-0.00045,-0.00061,297.8811,,0.0,-0.0015,-0.00476,21.38622
5113.68483,-857.5344,-422.59843,-27190.80047,-8e-05,0.00024,2e-05,298.23767,,0.0,-0.00148,-0.00474,21.38618
5113.69483,-857.534,-422.59857,-27190.80053,0.00013,0.00012,-0.00075,297.8715,,0.0,-0.00151,-0.00473,21.38624
5113.70483,-857.534,-422.599,-27190.801,0.00017,-0.00016,-0.0001,298.18864,,0.0,-0.00151,-0.00475,21.38612
5113.71483,-857.534,-422.599,-27190.801,-0.0001,6e-05,-0.00031,298.10624,,0.0,-0.00153,-0.00476,21.38625
5113.72483,-857.534,-422.59843,-27190.80047,-0.00019,-2e-05,-0.00075,297.85333,,0.0,-0.00151,-0.00477,21.38629
5113.73483,-857.534,-422.598,-27190.8,0.00036,-0.00023,-0.00014,298.26114,,0.0,-0.00152,-0.00474,21.38628
5113.74483,-857.534,-422.5986,-27190.80057,-0.00032,-2e-05,-0.00052,298.0268,,0.0,-0.00156,-0.00472,21.3863
5113.75483,-857.5346,-422.59843,-27190.801,-9e-05,0.00029,-0.00023,298.09908,,0.0,-0.00153,-0.00473,21.3863
5113.76483,-857.53387,-422.598,-27190.80047,0.00046,-0.00029,-0.00029,298.15333,,0.0,-0.00155,-0.00473,21.38625
5113.77483,-857.533,-422.5986,-27190.80057,-0.00011,-4e-05,-0.00061,297.91892,,0.0,-0.0015,-0.00474,21.38627
5113.78483,-857.53353,-422.5984,-27190.801,-0.00027,0.00047,0.00017,298.32117,,0.0,-0.00155,-0.00472,21.38612
5113.79483,-857.534,-422.598,-27190.801,0.00024,-0.00043,-0.00094,297.69462,,0.0,-0.00155,-0.00474,21.38626
5113.80483,-857.534,-422.59857,-27190.80043,-0.00012,-4e-05,7e-05,298.06018,,0.0,-0.00151,-0.00469,21.38627
5113.81483,-857.534,-422.59843,-27190.8,-0.0002,0.00031,-0.00022,298.0943,,0.0,-0.00151,-0.00471,21.38614
5113.82483,-857.5346,-422.598,-27190.8,0.00014,-0.00026,-0.00072,297.82291,,0.0,-0.00151,-0.00472,21.3863
5113.83483,-857.53373,-422.59857,-27190.80053,-1e-05,-0.00016,0.00015,298.20584,,0.0,-0.00151,-0.00474,21.38633
5113.84483,-857.53363,-422.5984,-27190.801,-0.00026,0.0001,-0.00081,297.78821,,0.0,-0.00153,-0.00473,21.38616
5113.85483,-857.534,-422.598,-27190.801,-0.00013,0.00019,-0.00023,297.96208,,0.0,-0.00154,-0.00472,21.38629
5113.86483,-857.534,-422.598,-27190.80047,7e-05,-0.00036,-0.00037,298.01577,,0.0,-0.00154,-0.00472,21.38616
5113.87483,-857.534,-422.598,-27190.8,-0.00019,-1e-05,-0.0007,297.90721,,0.0,-0.00151,-0.00473,21.38626
5113.88483,-857.534,-422.598,-27190.80057,-0.00025,0.00038,-0.00015,298.27278,,0.0,-0.00148,-0.00471,21.38633
5113.89483,-857.534,-422.59743,-27190.801,0.0004,-0.00037,-0.00078,297.8521,,0.0,-0.00154,-0.00474,21.38637
5113.90483,-857.534,-422.5976,-27190.801,-4e-05,3e-05,-0.00023,297.93552,,0.0,-0.00152,-0.00474,21.38629
5113.91483,-857.534,-422.598,-27190.801,-0.00042,0.00049,-0.00011,298.07995,,0.0,-0.00154,-0.00471,21.38623
5113.92483,-857.53337,-422.5986,-27190.801,0.00034,-0.00062,-0.00078,297.75193,,0.0,-0.00152,-0.00469,21.38626
5113.93483,-857.533,-422.599,-27190.801,7e-05,-8e-05,1e-05,298.19602,,0.0,-0.00152,-0.00471,21.38629
5113.94483,-857.53363,-422.5984,-27190.80047,-0.00031,0.00056,-0.00071,297.85813,,0.0,-0.00151,-0.0047,21.38627
5113.95483,-857.534,-422.59857,-27190.8,0.00025,-0.00026,-0.00036,298.01931,,0.0,-0.00152,-0.00475,21.3863
5113.96483,-857.534,-422.5984,-27190.80053,0.00018,-0.00024,-5e-05,298.14393,,0.0,-0.00153,-0.0047,21.38629
5113.97483,-857.5334,-422.598,-27190.80153,-0.00014,0.00035,-0.00056,297.86982,,0.0,-0.00152,-0.00471,21.38631
5113.98483,-857.53357,-422.598,-27190.80147,0.00013,0.00025,-3e-05,298.08677,,0.0,-0.00152,-0.00469,21.38622
5113.99483,-857.534,-422.598,-27190.801,0.00012,-0.00052,-0.00047,297.87439,,0.0,-0.00154,-0.0047,21.38636
5114.00483,-857.5334,-422.59857,-27190.80047,-0.00025,-0.00021,-0.00037,297.84279,,0.0,-0.00153,-0.00473,21.38636
5114.01483,-857.5336,-422.599,-27190.80053,-0.00012,0.0005,-0.00011,297.99468,,0.0,-0.0015,-0.00472,21.38633
5114.02483,-857.534,-422.599,-27190.801,0.00033,-0.00051,-0.00053,297.77948,,0.0,-0.00152,-0.00471,21.38622
5114.03483,-857.534,-422.59957,-27190.80047,-7e-05,-0.00016,-4e-05,298.1,,0.0,-0.00151,-0.00473,21.38626
