Time [s],Pos X [um],Pos Y [um],Pos Z [um],Piezo X [um],Piezo Y [um],Piezo Z [um],Force A [uN],Force B [uN],Gripper [V],Voltage A [V],Voltage B [V],Temperature [oC]
5067.55483,-857.534,-422.597,-27130.79487,-0.00017,-0.00013,-0.00074,-0.21852,,0.0,-0.0015,-0.00469,21.3805
5067.56483,-857.53347,-422.5976,-27130.79457,0.00016,2e-05,-0.00035,-0.23324,,0.0,-0.00146,-0.00471,21.38048
5067.57483,-857.533,-422.5974,-27130.79557,-0.00019,0.00029,0.00026,-0.22189,,0.0,-0.00147,-0.00467,21.3805
5067.58483,-857.533,-422.5976,-27130.79543,0.00023,-0.00038,-0.00105,-0.22265,,0.0,-0.00144,-0.00467,21.38041
5067.59483,-857.533,-422.598,-27130.7944,0.00029,-1e-05,-0.00022,-0.22749,,0.0,-0.00143,-0.0047,21.38045
5067.60483,-857.53363,-422.59743,-27130.79507,-0.00028,0.00034,-0.00027,-0.22652,,0.0,-0.00146,-0.00469,21.3804
5067.61483,-857.5334,-422.59757,-27130.79547,-7e-05,-0.0004,-0.00048,-0.22403,,0.0,-0.00145,-0.00469,21.38045
5067.62483,-857.53363,-422.598,-27130.795,0.00012,0.00022,-0.00029,-0.21944,,0.0,-0.00144,-0.00474,21.38038
5067.63483,-857.534,-422.59743,-27130.795,-0.00028,0.0004,-0.0009,-0.22427,,0.0,-0.00144,-0.00471,21.38044
5067.64483,-857.5334,-422.59757,-27130.79553,0.00023,-6e-05,0.00014,-0.21915,,0.0,-0.00144,-0.00467,21.38037
5067.65483,-857.53353,-422.5986,-27130.79543,0.00025,-6e-05,-0.00045,-0.21796,,0.0,-0.00147,-0.00469,21.38042
5067.66483,-857.53337,-422.59787,-27130.795,9e-05,0.00023,-0.00072,-0.23383,,0.0,-0.00146,-0.00469,21.38038
5067.67483,-857.53357,-422.597,-27130.795,7e-05,1e-05,-0.00011,-0.20948,,0.0,-0.00143,-0.00473,21.38047
5067.68483,-857.534,-422.59813,-27130.79553,2e-05,-0.00047,-0.00082,-0.22059,,0.0,-0.00148,-0.0047,21.38044
5067.69483,-857.53337,-422.59843,-27130.79543,-0.0003,2e-05,0.00029,-0.22803,,0.0,-0.00148,-0.00469,21.38046
5067.70483,-857.5336,-422.598,-27130.795,-0.00027,0.00017,-0.00098,-0.22097,,0.0,-0.00146,-0.00471,21.38041
5067.71483,-857.53337,-422.598,-27130.795,-9e-05,-0.00033,-0.00048,-0.22104,,0.0,-0.00146,-0.00471,21.38048
5067.72483,-857.53357,-422.59743,-27130.795,0.00013,-0.00042,-8e-05,-0.21847,,0.0,-0.00145,-0.0047,21.38048
5067.73483,-857.53347,-422.5976,-27130.795,-1e-05,0.00032,-0.00087,-0.22101,,0.0,-0.00144,-0.00469,21.38042
5067.74483,-857.53363,-422.598,-27130.79443,0.00019,-0.00018,-0.00011,-0.22261,,0.0,-0.00146,-0.00469,21.38045
5067.75483,-857.53347,-422.5974,-27130.79457,0.00021,-0.00069,-0.00039,-0.22672,,0.0,-0.00145,-0.0047,21.38056
5067.76483,-857.53357,-422.597,-27130.795,-0.00033,0.00058,-0.00039,-0.24095,,0.0,-0.00142,-0.0047,21.38059
5067.77483,-857.534,-422.59643,-27130.79447,-8e-05,0.0002,-2e-05,-0.21324,,0.0,-0.00142,-0.00472,21.38045
5067.78483,-857.53343,-422.5966,-27130.79457,0.00032,-0.00063,-0.0011,-0.22481,,0.0,-0.00146,-0.00472,21.38045
5067.79483,-857.53427,-422.59757,-27130.79443,-0.00037,-1e-05,0.00028,-0.23567,,0.0,-0.00146,-0.00469,21.38041
5067.80483,-857.53387,-422.598,-27130.794,-3e-05,0.00041,-0.00046,-0.21144,,0.0,-0.00149,-0.0047,21.38053
5067.81483,-857.53357,-422.598,-27130.794,0.00015,-0.0001,-0.00065,-0.22724,,0.0,-0.00146,-0.00467,21.38057
5067.82483,-857.5346,-422.598,-27130.794,-2e-05,-0.00035,-2e-05,-0.23428,,0.0,-0.00147,-0.00467,21.38047
5067.83483,-857.5344,-422.59743,-27130.794,-0.00025,0.00023,-0.00076,-0.22546,,0.0,-0.00148,-0.00469,21.38045
5067.84483,-857.5334,-422.597,-27130.79453,0.0002,0.00024,-0.00018,-0.2198,,0.0,-0.00145,-0.00467,21.38048
5067.85483,-857.5336,-422.597,-27130.795,0.00012,-8e-05,-0.00049,-0.23113,,0.0,-0.00145,-0.00468,21.38042
5067.86483,-857.5334,-422.597,-27130.795,-0.00018,-6e-05,-0.00066,-0.22953,,0.0,-0.00147,-0.00468,21.38061
5067.87483,-857.533,-422.59757,-27130.795,0.00019,0.00056,5e-05,-0.21508,,0.0,-0.00143,-0.00467,21.38038
5067.88483,-857.533,-422.598,-27130.795,0.00032,-0.00033,-0.00082,-0.23335,,0.0,-0.00146,-0.00469,21.38042
5067.89483,-857.5336,-422.59743,-27130.795,-0.00024,0.00016,-2e-05,-0.22782,,0.0,-0.00144,-0.0047,21.38047
5067.90483,-857.53347,-422.5976,-27130.79443,0.00014,0.00033,-0.00062,-0.22101,,0.0,-0.00144,-0.00468,21.38051
5067.91483,-857.533,-422.598,-27130.794,0.00036,-0.00025,-0.00084,-0.2296,,0.0,-0.00144,-0.00469,21.38055
5067.92483,-857.53363,-422.59743,-27130.79457,-0.00024,0.00047,0.0001,-0.23774,,0.0,-0.00146,-0.00469,21.38042
5067.93483,-857.534,-422.59753,-27130.795,-0.00018,-0.00022,-0.00064,-0.22537,,0.0,-0.00146,-0.00469,21.38047
5067.94483,-857.534,-422.598,-27130.79447,0.00033,-0.00027,-0.00029,-0.21996,,0.0,-0.00141,-0.00469,21.38044
5067.95483,-857.53343,-422.598,-27130.7946,-0.00026,0.00015,-0.0003,-0.23284,,0.0,-0.00142,-0.00469,21.38038
5067.96483,-857.5336,-422.59743,-27130.795,-0.00017,0.00013,-0.00038,-0.23259,,0.0,-0.00142,-0.00472,21.38054
5067.97483,-857.534,-422.59757,-27130.79553,0.00048,-6e-05,-0.00024,-0.22798,,0.0,-0.00143,-0.00472,21.38048
5067.98483,-857.534,-422.5974,-27130.79547,-0.0003,-1e-05,-0.00072,-0.23524,,0.0,-0.00147,-0.00469,21.38044
5067.99483,-857.5334,-422.59753,-27130.79557,-0.00024,0.00044,-0.00014,-0.2274,,0.0,-0.00143,-0.00471,21.38043
5068.00483,-857.533,-422.598,-27130.796,0.00018,-0.0004,-0.00032,-0.21724,,0.0,-0.00144,-0.00468,21.38048
5068.01483,-857.533,-422.598,-27130.796,0.00012,-0.00019,-0.00085,-0.24012,,0.0,-0.00141,-0.00471,21.38045
5068.02483,-857.533,-422.598,-27130.796,-0.00031,0.00036,0.00017,-0.22935,,0.0,-0.00144,-0.0047,21.38045
5068.03483,-857.533,-422.59743,-27130.79547,0.00018,-0.00034,-0.00103,-0.22252,,0.0,-0.00146,-0.00466,21.38041
5068.04483,-857.5336,-422.59757,-27130.795,0.00036,-0.00048,-0.0003,-0.23803,,0.0,-0.00144,-0.00471,21.3804
5068.05483,-857.5334,-422.59743,-27130.795,-0.00023,0.00061,-0.00026,-0.23176,,0.0,-0.00144,-0.00469,21.38053
5068.06483,-857.53353,-422.5976,-27130.795,1e-05,0.00032,-0.00095,-0.23515,,0.0,-0.00148,-0.00469,21.3805
5068.07483,-857.5328,-422.598,-27130.79553,0.00042,-0.00088,-6e-05,-0.22663,,0.0,-0.00145,-0.0047,21.38039
5068.08483,-857.5338,-422.598,-27130.79547,-0.00044,0.0004,-0.00034,-0.23731,,0.0,-0.00144,-0.0047,21.38044
5068.09483,-857.5344,-422.59743,-27130.795,-0.00013,0.0006,-0.00051,-0.22812,,0.0,-0.00144,-0.00467,21.38054
5068.10483,-857.5334,-422.59753,-27130.795,0.00056,-0.00062,-0.00044,-0.22688,,0.0,-0.00145,-0.00471,21.38049
5068.11483,-857.533,-422.5974,-27130.795,-0.00013,-3e-05,-0.00068,-0.24576,,0.0,-0.00146,-0.00468,21.38035
5068.12483,-857.53363,-422.597,-27130.79553,-0.00035,0.00035,6e-05,-0.22297,,0.0,-0.00146,-0.00467,21.38044
5068.13483,-857.534,-422.59753,-27130.7954,0.00037,-0.0003,-0.00065,-0.21337,,0.0,-0.00146,-0.00468,21.38058
5068.14483,-857.534,-422.598,-27130.79553,-0.00017,-0.00022,-0.0002,-0.24446,,0.0,-0.00146,-0.00468,21.38059
5068.15483,-857.534,-422.598,-27130.796,-0.00019,0.00067,-0.00041,-0.22951,,0.0,-0.00148,-0.00469,21.38038
5068.16483,-857.5334,-422.598,-27130.796,0.00032,-0.00012,-0.00086,-0.22243,,0.0,-0.00147,-0.0047,21.38055
5068.17483,-857.533,-422.598,-27130.796,6e-05,-0.00031,-0.0001,-0.24518,,0.0,-0.00149,-0.00467,21.38051
5068.18483,-857.5336,-422.598,-27130.79547,-0.00013,-3e-05,-0.00047,-0.23702,,0.0,-0.00148,-0.00468,21.38039
5068.19483,-857.534,-422.5974,-27130.79557,0.00017,0.00021,-0.00047,-0.21852,,0.0,-0.00147,-0.00471,21.38057
5068.20483,-857.534,-422.59757,-27130.796,0.00019,0.00012,-0.00035,-0.23259,,0.0,-0.00145,-0.0047,21.3805
5068.21483,-857.5328,-422.598,-27130.79547,-0.00052,7e-05,-0.0007,-0.24298,,0.0,-0.00145,-0.00469,21.38061
5068.22483,-857.5332,-422.598,-27130.795,-0.00011,-0.0,-5e-05,-0.22612,,0.0,-0.00145,-0.00467,21.38036
5068.23483,-857.53343,-422.598,-27130.7956,0.00016,-0.00024,-0.00041,-0.22634,,0.0,-0.00145,-0.00473,21.38054
5068.24483,-857.53363,-422.598,-27130.79543,7e-05,-8e-05,-0.00085,-0.24271,,0.0,-0.00145,-0.00468,21.38055
5068.25483,-857.534,-422.598,-27130.79553,-0.00011,8e-05,-4e-05,-0.22956,,0.0,-0.00145,-0.00468,21.38066
5068.26483,-857.53337,-422.598,-27130.79547,5e-05,-0.00011,-0.00045,-0.23135,,0.0,-0.00144,-0.00467,21.38044
5068.27483,-857.5336,-422.59743,-27130.795,-0.0002,-0.00015,-0.00014,-0.24345,,0.0,-0.00143,-0.0047,21.3805
5068.28483,-857.534,-422.5976,-27130.79557,-0.00027,-0.00039,-0.00037,-0.23252,,0.0,-0.00141,-0.00467,21.38056
5068.29483,-857.534,-422.59743,-27130.79547,0.00015,-7e-05,-0.00073,-0.22672,,0.0,-0.00147,-0.00468,21.38044
5068.30483,-857.534,-422.597,-27130.7956,3e-05,0.00034,0.0,-0.23344,,0.0,-0.00143,-0.00468,21.38046
5068.31483,-857.53337,-422.597,-27130.79543,1e-05,-0.00027,-0.00065,-0.23446,,0.0,-0.00145,-0.00469,21.38061
5068.32483,-857.533,-422.59757,-27130.795,7e-05,-4e-05,-0.00026,-0.23661,,0.0,-0.00147,-0.0047,21.38062
5068.33483,-857.533,-422.5974,-27130.795,8e-05,0.00045,-0.00058,-0.2316,,0.0,-0.00142,-0.00473,21.3805
5068.34483,-857.533,-422.59753,-27130.795,-3e-05,-0.00012,-0.00034,-0.24691,,0.0,-0.00142,-0.00471,21.38055
5068.35483,-857.533,-422.598,-27130.795,6e-05,8e-05,0.00012,-0.23374,,0.0,-0.00143,-0.00468,21.3805
5068.36483,-857.53353,-422.598,-27130.795,7e-05,0.00039,-0.00103,-0.23886,,0.0,-0.00143,-0.00473,21.38058
5068.37483,-857.53337,-422.59857,-27130.795,2e-05,0.00012,-0.00026,-0.24149,,0.0,-0.00146,-0.00471,21.38048
5068.38483,-857.533,-422.5984,-27130.79557,-0.00013,-0.00029,7e-05,-0.22807,,0.0,-0.00143,-0.00473,21.3805
5068.39483,-857.533,-422.598,-27130.79547,-0.00018,3e-05,-0.00051,-0.23396,,0.0,-0.00142,-0.00471,21.38042
5068.40483,-857.53363,-422.598,-27130.79557,7e-05,0.00031,-0.00031,-0.2305,,0.0,-0.00144,-0.00473,21.3805
5068.41483,-857.53273,-422.598,-27130.79543,0.00012,-0.0002,-0.00081,-0.23781,,0.0,-0.00145,-0.00472,21.38057
5068.42483,-857.53313,-422.5974,-27130.79557,-0.00015,-0.00013,-0.00026,-0.23839,,0.0,-0.00144,-0.00473,21.38053
5068.43483,-857.534,-422.59757,-27130.796,-0.00012,-7e-05,-0.00028,-0.23342,,0.0,-0.00143,-0.00474,21.38068
5068.44483,-857.534,-422.59743,-27130.796,0.0002,-0.00017,-0.00059,-0.23605,,0.0,-0.00144,-0.00471,21.38056
5068.45483,-857.534,-422.59757,-27130.79543,-0.0001,0.00012,-0.00055,-0.24423,,0.0,-0.00145,-0.0047,21.38063
5068.46483,-857.53293,-422.598,-27130.79557,-8e-05,-0.00016,-0.00042,-0.23239,,0.0,-0.00145,-0.00473,21.38052
5068.47483,-857.53307,-422.598,-27130.796,-4e-05,-0.00023,0.0001,-0.23099,,0.0,-0.00144,-0.00472,21.38069
5068.48483,-857.534,-422.59743,-27130.796,-0.0001,-0.00013,-0.00076,-0.24066,,0.0,-0.00145,-0.00474,21.38069
5068.49483,-857.53347,-422.5976,-27130.79543,-2e-05,-3e-05,-0.00041,-0.24055,,0.0,-0.00142,-0.00474,21.38044
5068.50483,-857.533,-422.598,-27130.795,0.0,-0.0002,0.00018,-0.23461,,0.0,-0.00144,-0.00473,21.38056
5068.51483,-857.533,-422.598,-27130.79557,-4e-05,0.00019,-0.00073,-0.23796,,0.0,-0.00146,-0.00475,21.38058
5068.52483,-857.53353,-422.5974,-27130.79657,-0.00022,0.00033,-0.00023,-0.23041,,0.0,-0.00143,-0.00473,21.38059
5068.53483,-857.53347,-422.5976,-27130.79643,-7e-05,-0.00039,-0.00051,-0.23423,,0.0,-0.00142,-0.00471,21.3805
5068.54483,-857.53363,-422.5986,-27130.796,0.00011,-0.00039,-0.00059,-0.2416,,0.0,-0.00142,-0.00476,21.38064
5068.55483,-857.53347,-422.5984,-27130.79543,-0.00025,0.00045,8e-05,-0.24017,,0.0,-0.00143,-0.00474,21.38066
5068.56483,-857.53353,-422.598,-27130.79557,0.00015,-1e-05,-0.00092,-0.24291,,0.0,-0.00144,-0.00475,21.38055
5068.57483,-857.534,-422.598,-27130.796,0.00026,-0.00027,-0.00023,-0.2501,,0.0,-0.00145,-0.00473,21.38066
5068.58483,-857.5334,-422.598,-27130.796,-0.00036,0.00053,-0.00029,-0.24468,,0.0,-0.00146,-0.00472,21.38056
5068.59483,-857.53363,-422.598,-27130.79543,-4e-05,-2e-05,-0.00011,-0.23978,,0.0,-0.00145,-0.0047,21.38057
5068.60483,-857.5334,-422.598,-27130.795,0.0004,-0.00013,-0.00034,-0.23864,,0.0,-0.00142,-0.00474,21.38062
5068.61483,-857.53363,-422.598,-27130.79447,1e-05,0.00016,-0.00075,-0.24889,,0.0,-0.00147,-0.00475,21.38055
5068.62483,-857.534,-422.59743,-27130.79457,-0.00026,0.00044,-1e-05,-0.23666,,0.0,-0.00146,-0.00472,21.38056
5068.63483,-857.53343,-422.59757,-27130.795,0.00038,-0.00036,-0.00041,-0.23942,,0.0,-0.00147,-0.00475,21.38052
5068.64483,-857.53363,-422.598,-27130.795,1e-05,5e-05,-0.00068,-0.25341,,0.0,-0.00147,-0.00472,21.3805
5068.65483,-857.53347,-422.598,-27130.79557,-7e-05,0.00042,-0.00031,-0.24019,,0.0,-0.00148,-0.00473,21.38055
5068.66483,-857.533,-422.59743,-27130.796,0.00024,-0.00055,-0.00057,-0.23544,,0.0,-0.00149,-0.0047,21.38055
5068.67483,-857.53357,-422.5976,-27130.79547,-0.00034,-3e-05,0.00014,-0.25338,,0.0,-0.00147,-0.00472,21.38057
5068.68483,-857.534,-422.598,-27130.795,-0.00027,0.00033,-0.00066,-0.24347,,0.0,-0.00146,-0.00474,21.38047
5068.69483,-857.534,-422.598,-27130.795,0.00021,-0.00024,-0.00071,-0.23192,,0.0,-0.00147,-0.00473,21.38059
5068.70483,-857.534,-422.598,-27130.795,0.00017,-6e-05,0.00012,-0.24842,,0.0,-0.00143,-0.00475,21.38059
5068.71483,-857.53337,-422.598,-27130.795,-0.00038,0.00016,-0.00063,-0.2432,,0.0,-0.00149,-0.00474,21.38062
5068.72483,-857.533,-422.598,-27130.795,0.00018,-0.00055,-0.00021,-0.23891,,0.0,-0.00144,-0.00474,21.38067
5068.73483,-857.5336,-422.598,-27130.795,3e-05,-0.00031,-0.00059,-0.24509,,0.0,-0.00144,-0.00475,21.38053
5068.74483,-857.53337,-422.59743,-27130.795,-0.00051,0.00068,-0.00057,-0.24916,,0.0,-0.00145,-0.00476,21.38055
5068.75483,-857.53357,-422.597,-27130.79443,0.00021,-0.00052,8e-05,-0.22704,,0.0,-0.00148,-0.00474,21.38055
5068.76483,-857.53347,-422.5982,-27130.79457,0.00012,-0.00042,-0.00059,-0.24437,,0.0,-0.00149,-0.00472,21.38064
5068.77483,-857.533,-422.59787,-27130.79443,-9e-05,0.00044,-0.00061,-0.2512,,0.0,-0.00148,-0.00468,21.38049
5068.78483,-857.53363,-422.597,-27130.79457,0.00019,-0.00014,-0.00018,-0.22933,,0.0,-0.0015,-0.00469,21.38072
5068.79483,-857.53337,-422.5976,-27130.79557,9e-05,-0.00051,-0.00051,-0.253,,0.0,-0.00149,-0.00472,21.38051
5068.80483,-857.53353,-422.598,-27130.79543,-0.00042,0.00068,3e-05,-0.25246,,0.0,-0.00148,-0.00473,21.38052
5068.81483,-857.534,-422.598,-27130.79553,9e-05,0.00021,-0.001,-0.23924,,0.0,-0.00147,-0.00474,21.38066
5068.82483,-857.5328,-422.59743,-27130.796,0.00031,-0.00048,-0.00018,-0.24468,,0.0,-0.00145,-0.00471,21.38061
5068.83483,-857.5326,-422.597,-27130.79547,-7e-05,0.00012,-0.00017,-0.25109,,0.0,-0.00146,-0.00473,21.38056
5068.84483,-857.533,-422.597,-27130.795,-5e-05,0.00023,-0.00077,-0.24212,,0.0,-0.00141,-0.0047,21.38052
5068.85483,-857.533,-422.59757,-27130.79553,0.00028,1e-05,-5e-05,-0.2412,,0.0,-0.00147,-0.00476,21.38053
5068.86483,-857.533,-422.598,-27130.7954,-0.00023,-0.00021,-0.00076,-0.25424,,0.0,-0.00146,-0.00475,21.38047
5068.87483,-857.5324,-422.59857,-27130.79553,-0.00033,0.00037,-0.0003,-0.24405,,0.0,-0.00142,-0.00472,21.38062
5068.88483,-857.53263,-422.5978,-27130.796,-6e-05,-0.0002,-0.00019,-0.23594,,0.0,-0.00145,-0.00474,21.38063
5068.89483,-857.533,-422.59757,-27130.796,0.00014,-0.00047,-0.00088,-0.2581,,0.0,-0.00148,-0.00473,21.38057
5068.90483,-857.5336,-422.59743,-27130.79493,-0.00028,0.00048,-1e-05,-0.24754,,0.0,-0.00144,-0.00473,21.38051
5068.91483,-857.534,-422.597,-27130.79453,0.00028,-0.00033,-0.00051,-0.23603,,0.0,-0.00143,-0.00475,21.38072
5068.92483,-857.534,-422.59757,-27130.79553,0.00031,-0.00014,-0.00036,-0.25439,,0.0,-0.00145,-0.00475,21.38066
5068.93483,-857.534,-422.59743,-27130.79543,-0.00038,0.00026,-0.00011,-0.24601,,0.0,-0.00145,-0.00476,21.38056
5068.94483,-857.53337,-422.5976,-27130.79443,5e-05,-0.00016,-0.00086,-0.24228,,0.0,-0.00146,-0.00472,21.38058
5068.95483,-857.5324,-422.598,-27130.79453,0.00017,-7e-05,-7e-05,-0.24396,,0.0,-0.00149,-0.00472,21.38058
5068.96483,-857.5332,-422.598,-27130.79553,-0.00033,0.00024,-0.0006,-0.25941,,0.0,-0.00146,-0.00473,21.3807
5068.97483,-857.534,-422.59743,-27130.796,0.00022,-5e-05,-0.00047,-0.23967,,0.0,-0.00144,-0.00473,21.38073
5068.98483,-857.534,-422.597,-27130.796,0.00028,3e-05,-0.00022,-0.23879,,0.0,-0.00144,-0.00474,21.38062
5068.99483,-857.53337,-422.5976,-27130.796,-0.00026,-0.00028,-0.00071,-0.25853,,0.0,-0.00146,-0.00473,21.38064
5069.00483,-857.533,-422.5974,-27130.79657,-5e-05,-5e-05,0.00019,-0.23704,,0.0,-0.0015,-0.00476,21.38062
5069.01483,-857.533,-422.597,-27130.79587,0.00016,0.00018,-0.00089,-0.24028,,0.0,-0.00144,-0.00478,21.38061
5069.02483,-857.5336,-422.59757,-27130.79553,5e-05,0.00014,-0.00017,-0.25943,,0.0,-0.00146,-0.00473,21.38067
5069.03483,-857.534,-422.598,-27130.79487,-0.00013,1e-05,-0.00021,-0.24178,,0.0,-0.00144,-0.00477,21.38062
5069.04483,-857.53343,-422.598,-27130.794,0.00015,-0.00028,-0.00079,-0.24839,,0.0,-0.00147,-0.00477,21.38063
5069.05483,-857.533,-422.598,-27130.79457,5e-05,4e-05,-5e-05,-0.25172,,0.0,-0.00145,-0.00474,21.38049
5069.06483,-857.533,-422.59743,-27130.795,-0.0,2e-05,-0.00056,-0.24639,,0.0,-0.00145,-0.00475,21.38058
5069.07483,-857.53363,-422.597,-27130.79443,1e-05,-0.00026,-0.00033,-0.25163,,0.0,-0.00145,-0.00475,21.38069
5069.08483,-857.534,-422.597,-27130.794,0.0002,0.00032,-0.00013,-0.241,,0.0,-0.00148,-0.00476,21.38068
5069.09483,-857.534,-422.597,-27130.79457,-0.00018,-0.00013,-0.00091,-0.25583,,0.0,-0.00143,-0.00473,21.38072
5069.10483,-857.534,-422.59757,-27130.79447,-0.00011,-8e-05,2e-05,-0.24383,,0.0,-0.00147,-0.00473,21.38055
5069.11483,-857.534,-422.598,-27130.794,-7e-05,7e-05,-0.00042,-0.24217,,0.0,-0.00147,-0.00471,21.38053
5069.12483,-857.53337,-422.598,-27130.794,-0.00015,0.00015,-0.00052,-0.25995,,0.0,-0.00146,-0.00471,21.38066
5069.13483,-857.533,-422.598,-27130.794,5e-05,-4e-05,5e-05,-0.24668,,0.0,-0.00142,-0.00473,21.38073
5069.14483,-857.53363,-422.598,-27130.794,3e-05,6e-05,-0.00079,-0.2494,,0.0,-0.00144,-0.00474,21.38061
5069.15483,-857.5334,-422.598,-27130.794,8e-05,0.00039,0.00011,-0.25242,,0.0,-0.00145,-0.00472,21.38055
5069.16483,-857.5336,-422.59743,-27130.794,0.00014,-0.00024,-0.00043,-0.25221,,0.0,-0.00144,-0.00474,21.3807
5069.17483,-857.53337,-422.59753,-27130.794,0.00011,-0.00019,-0.00062,-0.25525,,0.0,-0.00147,-0.00473,21.38068
5069.18483,-857.5336,-422.598,-27130.79457,-0.00017,0.00035,9e-05,-0.25817,,0.0,-0.00145,-0.00476,21.38056
5069.19483,-857.53337,-422.598,-27130.79443,1e-05,0.0,-0.00088,-0.2508,,0.0,-0.00147,-0.00477,21.38062
5069.20483,-857.53353,-422.598,-27130.79457,2e-05,-0.00054,-0.0002,-0.25397,,0.0,-0.00142,-0.00475,21.38067
5069.21483,-857.53337,-422.59743,-27130.795,-0.00019,0.00017,-0.00034,-0.25412,,0.0,-0.00144,-0.00473,21.38065
5069.22483,-857.533,-422.597,-27130.795,9e-05,0.00022,-0.00061,-0.25309,,0.0,-0.00144,-0.00473,21.38066
5069.23483,-857.53357,-422.5976,-27130.79447,8e-05,-0.00042,-6e-05,-0.24828,,0.0,-0.00146,-0.00474,21.38062
5069.24483,-857.5334,-422.598,-27130.79453,-0.00016,-7e-05,-0.00086,-0.25628,,0.0,-0.00145,-0.00477,21.38069
5069.25483,-857.53363,-422.598,-27130.795,5e-05,0.0004,-0.00011,-0.24873,,0.0,-0.00146,-0.00475,21.38068
5069.26483,-857.53337,-422.598,-27130.795,0.0003,-7e-05,-0.00042,-0.24419,,0.0,-0.00142,-0.00474,21.38057
5069.27483,-857.533,-422.598,-27130.795,0.0001,-0.0004,-0.00066,-0.26091,,0.0,-0.00146,-0.00475,21.38073
5069.28483,-857.533,-422.598,-27130.79443,-0.0002,0.00041,-3e-05,-0.2441,,0.0,-0.00141,-0.00471,21.38061
5069.29483,-857.53363,-422.598,-27130.79457,0.00016,4e-05,-0.00071,-0.2463,,0.0,-0.00146,-0.00475,21.38067
5069.30483,-857.53347,-422.598,-27130.795,-0.0001,-0.00033,-0.0002,-0.25471,,0.0,-0.00147,-0.00474,21.38072
5069.31483,-857.53363,-422.598,-27130.795,-0.00019,0.00013,-0.00066,-0.25608,,0.0,-0.00145,-0.00474,21.38071
5069.32483,-857.5334,-422.598,-27130.795,2e-05,-0.00013,-0.00049,-0.25026,,0.0,-0.00145,-0.00474,21.38062
5069.33483,-857.53353,-422.598,-27130.795,0.00019,-1e-05,0.0,-0.25336,,0.0,-0.00148,-0.0047,21.38061
5069.34483,-857.5334,-422.59857,-27130.79447,-0.00015,-6e-05,-0.00084,-0.26208,,0.0,-0.00145,-0.00471,21.38066
5069.35483,-857.53363,-422.59787,-27130.79457,-8e-05,0.00025,-0.0002,-0.25606,,0.0,-0.00145,-0.0047,21.38069
5069.36483,-857.53273,-422.597,-27130.795,-6e-05,-0.00019,-0.00028,-0.25228,,0.0,-0.00145,-0.00473,21.38065
5069.37483,-857.53253,-422.5976,-27130.79443,-6e-05,-7e-05,-0.00057,-0.25783,,0.0,-0.00147,-0.00473,21.38069
5069.38483,-857.533,-422.5974,-27130.794,-0.00011,0.00019,2e-05,-0.24201,,0.0,-0.00146,-0.00474,21.38068
5069.39483,-857.53363,-422.597,-27130.79453,0.00023,-7e-05,-0.00091,-0.25069,,0.0,-0.00145,-0.00473,21.38058
5069.40483,-857.534,-422.59757,-27130.795,4e-05,3e-05,-0.00017,-0.25887,,0.0,-0.00144,-0.00473,21.38069
5069.41483,-857.534,-422.598,-27130.795,-9e-05,0.0001,-0.0003,-0.25217,,0.0,-0.00144,-0.00472,21.38065
5069.42483,-857.534,-422.598,-27130.795,-5e-05,-0.00022,-0.00065,-0.2479,,0.0,-0.00143,-0.00467,21.38059
5069.43483,-857.534,-422.598,-27130.795,7e-05,-0.00022,-0.00018,-0.26024,,0.0,-0.00147,-0.00474,21.38069
5069.44483,-857.534,-422.598,-27130.79607,-0.00021,0.00034,-0.00079,-0.26069,,0.0,-0.00146,-0.00475,21.38063
5069.45483,-857.53343,-422.598,-27130.79643,-4e-05,0.0004,4e-05,-0.25262,,0.0,-0.00145,-0.00474,21.3807
5069.46483,-857.533,-422.59857,-27130.796,0.00027,-0.00021,-0.00066,-0.25496,,0.0,-0.00142,-0.00473,21.38076
5069.47483,-857.5336,-422.59843,-27130.79547,-0.00025,-0.00027,-0.00064,-0.26345,,0.0,-0.0015,-0.00476,21.38073
5069.48483,-857.534,-422.59743,-27130.79607,-2e-05,0.00031,3e-05,-0.24736,,0.0,-0.00147,-0.00475,21.38081
5069.49483,-857.5334,-422.59757,-27130.79593,9e-05,9e-05,-0.00068,-0.25399,,0.0,-0.00148,-0.00474,21.38076
5069.50483,-857.533,-422.598,-27130.795,-0.00014,-0.00024,-0.00024,-0.26575,,0.0,-0.00149,-0.00473,21.38061
5069.51483,-857.533,-422.598,-27130.795,-0.0001,0.00033,-0.00032,-0.25556,,0.0,-0.00148,-0.00476,21.38061
5069.52483,-857.533,-422.598,-27130.795,0.00013,-0.00011,-0.00053,-0.25568,,0.0,-0.00149,-0.00473,21.38068
5069.53483,-857.53357,-422.598,-27130.795,-0.0001,-0.0004,-8e-05,-0.24965,,0.0,-0.0015,-0.0047,21.38067
5069.54483,-857.53287,-422.598,-27130.795,-8e-05,-0.00011,-0.00075,-0.26267,,0.0,-0.0015,-0.00474,21.38075
5069.55483,-857.53263,-422.598,-27130.795,0.00013,0.00024,-0.00035,-0.24788,,0.0,-0.00152,-0.00472,21.3807
5069.56483,-857.5336,-422.59743,-27130.79447,0.00018,9e-05,-0.00043,-0.25909,,0.0,-0.00149,-0.00474,21.38079
5069.57483,-857.53337,-422.59757,-27130.79453,-0.0001,-0.00023,-0.00048,-0.26015,,0.0,-0.00152,-0.00475,21.38074
