Index [#],Phase [#],Displacement [um],Time [s],Pos X [um],Pos Y [um],Pos Z [um],Piezo X [um],Piezo Y [um],Piezo Z [um],Force A [uN],Force B [uN],Gripper [V],Voltage A [V],Voltage B [V],Temperature [oC],Sample Displacement [um]
7.0,2.0,3.05789,15563.18567,-857.905,77.84,-27144.125,-0.00034,-0.00016,2.94835,0.16222,,0.0,-0.00157,-0.00456,22.88301,-17.32129
7.0,2.0,3.18042,15563.19067,-857.90415,77.84,-27144.12342,-9e-05,-0.00014,3.07089,0.17113,,0.0,-0.00157,-0.00454,22.88304,-17.19876
7.0,2.0,3.30552,15563.19567,-857.904,77.84,-27144.123,-4e-05,-6e-05,3.196,0.19872,,0.0,-0.00157,-0.00458,22.88298,-17.07367
7.0,2.0,3.43119,15563.20067,-857.904,77.84085,-27144.12379,0.00023,-0.00022,3.32169,0.21397,,0.0,-0.00156,-0.00457,22.88288,-16.94799
7.0,2.0,3.5556,15563.20567,-857.90399,77.841,-27144.124,0.00029,-0.00039,3.4461,0.21348,,0.0,-0.00156,-0.00456,22.88302,-16.82358
7.0,2.0,3.68229,15563.21067,-857.9031,77.84015,-27144.12321,0.00025,-0.00023,3.57279,0.22598,,0.0,-0.00153,-0.00458,22.88307,-16.6969
7.0,2.0,3.8101,15563.21567,-857.90302,77.84,-27144.123,0.00018,-0.00048,3.70062,0.24279,,0.0,-0.0015,-0.00458,22.8831,-16.56908
7.0,2.0,3.93629,15563.22067,-857.90394,77.84085,-27144.123,0.00023,6e-05,3.82681,0.25178,,0.0,-0.00149,-0.00456,22.88303,-16.44289
7.0,2.0,4.06362,15563.22567,-857.904,77.841,-27144.123,0.00028,-8e-05,3.95414,0.26517,,0.0,-0.00153,-0.00455,22.88298,-16.31557
7.0,2.0,4.19274,15563.23067,-857.904,77.84185,-27144.12379,0.00036,-0.00027,4.08328,0.28342,,0.0,-0.00149,-0.00457,22.88308,-16.18645
7.0,2.0,4.32057,15563.23567,-857.904,77.84199,-27144.124,0.00031,-0.00019,4.21111,0.28582,,0.0,-0.00151,-0.0046,22.88298,-16.05861
7.0,2.0,4.44838,15563.24067,-857.904,77.84029,-27144.124,0.00024,-0.00052,4.33891,0.2657,,0.0,-0.00149,-0.00454,22.88308,-15.93081
7.0,2.0,4.57803,15563.24567,-857.904,77.84,-27144.124,0.0002,-0.00025,4.46856,0.26823,,0.0,-0.00152,-0.0046,22.88304,-15.80115
7.0,2.0,4.70767,15563.25067,-857.904,77.84085,-27144.124,2e-05,0.00021,4.5982,0.27416,,0.0,-0.00149,-0.00459,22.88302,-15.67152
7.0,2.0,4.83547,15563.25567,-857.904,77.84101,-27144.124,-8e-05,-0.0004,4.726,0.26268,,0.0,-0.00153,-0.00458,22.88295,-15.54371
7.0,2.0,4.96543,15563.26067,-857.904,77.8419,-27144.12479,4e-05,-0.00013,4.85597,0.28201,,0.0,-0.00151,-0.00451,22.88309,-15.41375
7.0,2.0,5.09578,15563.26567,-857.90399,77.842,-27144.125,0.00015,-0.00014,4.98632,0.29454,,0.0,-0.00154,-0.00452,22.88304,-15.28341
7.0,2.0,5.2244,15563.27067,-857.9031,77.84115,-27144.12421,-1e-05,-0.00033,5.11494,0.2955,,0.0,-0.00151,-0.00452,22.88315,-15.15479
7.0,2.0,5.35402,15563.27567,-857.90302,77.841,-27144.124,-2e-05,-0.00018,5.24458,0.31731,,0.0,-0.00153,-0.00455,22.88291,-15.02517
7.0,2.0,5.48486,15563.28067,-857.9048,77.84015,-27144.124,6e-05,-3e-05,5.37543,0.32219,,0.0,-0.00152,-0.00459,22.88307,-14.89432
7.0,2.0,5.61413,15563.28567,-857.90498,77.84,-27144.124,-5e-05,-0.0002,5.50469,0.31355,,0.0,-0.00152,-0.00456,22.88307,-14.76505
7.0,2.0,5.7434,15563.29067,-857.90406,77.84,-27144.124,-0.00019,0.00016,5.63396,0.31559,,0.0,-0.00156,-0.00455,22.88296,-14.63578
7.0,2.0,5.8745,15563.29567,-857.904,77.84,-27144.124,-0.00016,-0.00029,5.76508,0.34404,,0.0,-0.00151,-0.00452,22.88293,-14.50469
7.0,2.0,6.00453,15563.30067,-857.904,77.84085,-27144.12479,-0.00012,-0.00059,5.89511,0.34899,,0.0,-0.00152,-0.00453,22.88282,-14.37465
7.0,2.0,6.13332,15563.30567,-857.904,77.841,-27144.125,0.00014,-0.00039,6.0239,0.34569,,0.0,-0.00152,-0.00449,22.88292,-14.24587
7.0,2.0,6.26433,15563.31067,-857.904,77.84015,-27144.12421,-4e-05,-0.00031,6.15493,0.36784,,0.0,-0.00155,-0.00453,22.883,-14.11485
7.0,2.0,6.39485,15563.31567,-857.90401,77.84,-27144.124,-0.00021,-0.00015,6.28544,0.36872,,0.0,-0.00153,-0.0045,22.88305,-13.98434
7.0,2.0,6.52374,15563.32067,-857.9049,77.84,-27144.12479,-0.0002,-0.00035,6.41434,0.38113,,0.0,-0.00157,-0.00456,22.88311,-13.85544
7.0,2.0,6.65385,15563.32567,-857.90498,77.84,-27144.125,3e-05,-0.00035,6.54446,0.39272,,0.0,-0.00154,-0.00453,22.88321,-13.72534
7.0,2.0,6.78478,15563.33067,-857.9032,77.84085,-27144.12421,-5e-05,0.00016,6.67539,0.40508,,0.0,-0.00152,-0.00454,22.88301,-13.59441
7.0,2.0,6.9139,15563.33567,-857.90301,77.841,-27144.124,-9e-05,-0.00039,6.80452,0.41234,,0.0,-0.00149,-0.0045,22.88309,-13.46529
7.0,2.0,7.04332,15563.34067,-857.9039,77.84015,-27144.12479,0.00013,-0.00044,6.93395,0.41632,,0.0,-0.00149,-0.00456,22.88292,-13.33586
7.0,2.0,7.17426,15563.34567,-857.904,77.84001,-27144.125,-5e-05,-0.00015,7.06489,0.43218,,0.0,-0.0015,-0.00456,22.8828,-13.20493
7.0,2.0,7.3039,15563.35067,-857.90321,77.8409,-27144.125,-0.00011,-0.00052,7.19454,0.43256,,0.0,-0.00156,-0.00458,22.88297,-13.07528
7.0,2.0,7.4323,15563.35567,-857.903,77.841,-27144.125,-2e-05,-0.00035,7.32294,0.4357,,0.0,-0.00153,-0.00453,22.88302,-12.94688
7.0,2.0,7.56319,15563.36067,-857.903,77.841,-27144.12415,0.00024,5e-05,7.45384,0.45375,,0.0,-0.00149,-0.0045,22.883,-12.816
7.0,2.0,7.69304,15563.36567,-857.90301,77.841,-27144.124,-2e-05,-0.00051,7.5837,0.46858,,0.0,-0.00155,-0.0046,22.88293,-12.68615
7.0,2.0,7.82124,15563.37067,-857.9039,77.841,-27144.12479,9e-05,-6e-05,7.7119,0.47064,,0.0,-0.00152,-0.00457,22.88305,-12.55794
7.0,2.0,7.95146,15563.37567,-857.904,77.841,-27144.125,0.0002,0.0002,7.84213,0.4835,,0.0,-0.00155,-0.00454,22.88298,-12.42772
7.0,2.0,8.08166,15563.38067,-857.904,77.84015,-27144.12415,0.00018,-3e-05,7.97234,0.50487,,0.0,-0.00149,-0.00456,22.88311,-12.29752
7.0,2.0,8.2099,15563.38567,-857.90398,77.84,-27144.124,0.00013,1e-05,8.10058,0.50831,,0.0,-0.0015,-0.00461,22.88318,-12.16929
7.0,2.0,8.33927,15563.39067,-857.90306,77.84085,-27144.124,0.00024,-0.00012,8.22997,0.5271,,0.0,-0.00152,-0.00453,22.88288,-12.03991
7.0,2.0,8.46963,15563.39567,-857.90302,77.841,-27144.124,0.00031,-0.00021,8.36033,0.53389,,0.0,-0.0015,-0.00456,22.88311,-11.90955
7.0,2.0,8.59853,15563.40067,-857.90394,77.841,-27144.12485,-1e-05,-0.00034,8.48923,0.53233,,0.0,-0.00154,-0.00452,22.8829,-11.78066
7.0,2.0,8.72698,15563.40567,-857.904,77.84099,-27144.125,-0.00023,-0.0006,8.61766,0.50986,,0.0,-0.00155,-0.00454,22.88314,-11.65221
7.0,2.0,8.85728,15563.41067,-857.904,77.8401,-27144.125,-0.00015,-9e-05,8.74782,0.28642,,0.0,-0.00155,-0.00455,22.88303,-11.5219
7.0,2.0,8.9863,15563.41567,-857.904,77.84002,-27144.125,-0.0003,-0.00037,8.87686,0.31294,,0.0,-0.00153,-0.00453,22.88322,-11.39288
7.0,2.0,9.11428,15563.42067,-857.90479,77.8418,-27144.125,-0.00047,-0.0007,9.00484,0.31675,,0.0,-0.00152,-0.00451,22.88295,-11.2649
7.0,2.0,9.24377,15563.42567,-857.90499,77.842,-27144.125,-0.00039,-5e-05,9.13435,0.33779,,0.0,-0.00153,-0.00456,22.88299,-11.13541
7.0,2.0,9.37339,15563.43067,-857.9041,77.84115,-27144.12579,-0.00017,-0.00039,9.26397,0.34763,,0.0,-0.00152,-0.00455,22.88297,-11.00579
7.0,2.0,9.5009,15563.43567,-857.904,77.841,-27144.126,-0.00014,-0.00053,9.39148,0.35044,,0.0,-0.00151,-0.00456,22.88306,-10.87829
7.0,2.0,9.62976,15563.44067,-857.904,77.84015,-27144.12521,7e-05,-0.00025,9.52035,0.36549,,0.0,-0.00151,-0.00455,22.88314,-10.74943
7.0,2.0,9.75946,15563.44567,-857.904,77.84,-27144.125,-5e-05,-0.00053,9.65005,0.36777,,0.0,-0.00152,-0.00454,22.88297,-10.61973
7.0,2.0,9.88728,15563.45067,-857.904,77.84,-27144.125,-7e-05,-0.0005,9.77787,0.36699,,0.0,-0.00151,-0.00452,22.88303,-10.4919
7.0,2.0,10.01558,15563.45567,-857.90398,77.84,-27144.125,5e-05,-0.00038,9.90618,0.37888,,0.0,-0.00151,-0.00456,22.88303,-10.36361
7.0,2.0,10.14492,15563.46067,-857.90306,77.84085,-27144.12421,0.00012,-5e-05,10.03553,0.39285,,0.0,-0.00151,-0.00451,22.88308,-10.23426
7.0,2.0,10.27353,15563.46567,-857.90304,77.841,-27144.124,0.00023,-0.00049,10.16413,0.37863,,0.0,-0.00149,-0.00457,22.88311,-10.10565
7.0,2.0,10.40101,15563.47067,-857.90487,77.841,-27144.124,3e-05,-0.00054,10.29162,0.39616,,0.0,-0.00146,-0.00452,22.88309,-9.97817
7.0,2.0,10.53,15563.47567,-857.905,77.841,-27144.124,9e-05,0.00016,10.42062,0.40177,,0.0,-0.0015,-0.00454,22.88304,-9.84918
7.0,2.0,10.65901,15563.48067,-857.90415,77.84015,-27144.124,-0.00017,-3e-05,10.54963,0.41557,,0.0,-0.00148,-0.00452,22.88304,-9.72018
7.0,2.0,10.78606,15563.48567,-857.904,77.84,-27144.124,-5e-05,-0.0007,10.67668,0.40713,,0.0,-0.00153,-0.00453,22.88296,-9.59313
7.0,2.0,10.91451,15563.49067,-857.904,77.84085,-27144.124,-8e-05,-0.00024,10.80513,0.41412,,0.0,-0.00153,-0.0045,22.88303,-9.46468
7.0,2.0,11.04367,15563.49567,-857.904,77.84099,-27144.12401,-0.00017,5e-05,10.93431,0.43566,,0.0,-0.00152,-0.00455,22.883,-9.33551
7.0,2.0,11.17112,15563.50067,-857.904,77.8401,-27144.12571,-0.00033,-0.00036,11.06175,0.42762,,0.0,-0.00151,-0.00451,22.88315,-9.20807
7.0,2.0,11.29862,15563.50567,-857.904,77.84,-27144.126,-0.0004,-0.00061,11.18926,0.44136,,0.0,-0.00152,-0.00456,22.88297,-9.08056
7.0,2.0,11.42769,15563.51067,-857.904,77.84,-27144.126,-0.00047,-0.00019,11.31834,0.45485,,0.0,-0.00151,-0.00454,22.88307,-8.95149
7.0,2.0,11.55552,15563.51567,-857.904,77.84,-27144.126,-0.00071,-0.00041,11.44618,0.46058,,0.0,-0.00152,-0.00458,22.88315,-8.82366
7.0,2.0,11.6829,15563.52067,-857.904,77.84,-27144.12521,-0.00019,-0.00061,11.57355,0.4631,,0.0,-0.00152,-0.00454,22.88307,-8.69629
7.0,2.0,11.81149,15563.52567,-857.904,77.84,-27144.125,-0.00027,-0.00016,11.70215,0.47452,,0.0,-0.00152,-0.00452,22.88305,-8.5677
7.0,2.0,11.93986,15563.53067,-857.904,77.84085,-27144.125,-0.00012,0.00018,11.83052,0.47558,,0.0,-0.00149,-0.00453,22.88305,-8.43932
7.0,2.0,12.06673,15563.53567,-857.904,77.841,-27144.125,-0.00039,-0.00088,11.9574,0.48589,,0.0,-0.00147,-0.00451,22.8831,-8.31245
7.0,2.0,12.1949,15563.54067,-857.904,77.841,-27144.125,-0.00039,-0.00025,12.08558,0.49176,,0.0,-0.00152,-0.00454,22.88302,-8.18428
7.0,2.0,12.32337,15563.54567,-857.90401,77.841,-27144.125,-0.00035,0.00019,12.21405,0.50128,,0.0,-0.00154,-0.00457,22.88305,-8.05581
7.0,2.0,12.45042,15563.55067,-857.9049,77.84015,-27144.12421,-0.00045,-0.00054,12.3411,0.50166,,0.0,-0.00152,-0.00453,22.88303,-7.92876
7.0,2.0,12.57771,15563.55567,-857.905,77.84,-27144.124,-0.00026,-0.00069,12.4684,0.5138,,0.0,-0.00153,-0.00455,22.8832,-7.80148
7.0,2.0,12.70655,15563.56067,-857.905,77.84,-27144.12485,-0.00019,-0.00056,12.59725,0.5211,,0.0,-0.00153,-0.00453,22.88302,-7.67263
7.0,2.0,12.83363,15563.56567,-857.905,77.84001,-27144.125,-0.00018,-0.00021,12.72432,0.523,,0.0,-0.0015,-0.00454,22.88287,-7.54555
7.0,2.0,12.96045,15563.57067,-857.90342,77.8409,-27144.125,-0.00022,-6e-05,12.85115,0.53007,,0.0,-0.00152,-0.00451,22.88306,-7.41873
7.0,2.0,13.089,15563.57567,-857.90299,77.841,-27144.125,7e-05,-6e-05,12.97971,0.54324,,0.0,-0.00153,-0.00453,22.88306,-7.29018
7.0,2.0,13.21654,15563.58067,-857.9021,77.84015,-27144.12579,7e-05,0.00018,13.10725,0.54191,,0.0,-0.00151,-0.00453,22.88312,-7.16264
7.0,2.0,13.34272,15563.58567,-857.90201,77.84001,-27144.126,8e-05,-0.00041,13.23343,0.54689,,0.0,-0.0015,-0.00453,22.88311,-7.03647
7.0,2.0,13.471,15563.59067,-857.90371,77.8409,-27144.126,0.00036,-0.00031,13.36172,0.56553,,0.0,-0.00151,-0.00457,22.88307,-6.90818
7.0,2.0,13.59903,15563.59567,-857.90399,77.841,-27144.126,0.0004,-0.00033,13.48975,0.57086,,0.0,-0.00154,-0.00453,22.88296,-6.78016
7.0,2.0,13.72518,15563.60067,-857.9031,77.841,-27144.126,0.00024,-0.00034,13.6159,0.56883,,0.0,-0.00149,-0.00453,22.883,-6.654
7.0,2.0,13.85254,15563.60567,-857.90301,77.841,-27144.126,0.00011,-0.0003,13.74327,0.5695,,0.0,-0.00156,-0.00454,22.88308,-6.52664
7.0,2.0,13.98106,15563.61067,-857.9039,77.84015,-27144.126,-0.00011,0.00034,13.8718,0.58834,,0.0,-0.00153,-0.00454,22.88297,-6.39812
7.0,2.0,14.10742,15563.61567,-857.90402,77.84,-27144.126,-0.00026,-0.00032,13.99815,0.58072,,0.0,-0.0015,-0.00451,22.88306,-6.27176
7.0,2.0,14.23431,15563.62067,-857.90494,77.84,-27144.12521,-0.00015,-0.00048,14.12504,0.58419,,0.0,-0.00149,-0.00452,22.88308,-6.14488
7.0,2.0,14.36222,15563.62567,-857.90498,77.84,-27144.125,-0.00014,-0.00036,14.25297,0.60623,,0.0,-0.00154,-0.00454,22.88314,-6.01697
7.0,2.0,14.48948,15563.63067,-857.90406,77.84,-27144.125,-0.00014,-0.00024,14.38022,0.59537,,0.0,-0.00149,-0.00454,22.88322,-5.8897
7.0,2.0,14.61586,15563.63567,-857.90399,77.84,-27144.125,-0.00016,-0.0003,14.50661,0.6036,,0.0,-0.00149,-0.00456,22.88318,-5.76332
7.0,2.0,14.74332,15563.64067,-857.9031,77.84,-27144.12579,-0.00035,6e-05,14.63408,0.62474,,0.0,-0.00154,-0.00455,22.88308,-5.63586
7.0,2.0,14.87141,15563.64567,-857.903,77.84,-27144.126,-0.00023,9e-05,14.76218,0.63068,,0.0,-0.00149,-0.00454,22.88283,-5.50777
7.0,2.0,14.99741,15563.65067,-857.903,77.84,-27144.126,-6e-05,-0.00025,14.88817,0.62672,,0.0,-0.0015,-0.00456,22.88296,-5.38177
7.0,2.0,15.12377,15563.65567,-857.90304,77.84,-27144.126,0.00016,-0.00042,15.01455,0.64277,,0.0,-0.00153,-0.00455,22.88294,-5.25541
7.0,2.0,15.25263,15563.66067,-857.90487,77.84,-27144.126,1e-05,-0.00026,15.14341,0.65547,,0.0,-0.00153,-0.00452,22.88298,-5.12655
7.0,2.0,15.37857,15563.66567,-857.905,77.84,-27144.126,1e-05,-0.0005,15.26935,0.64729,,0.0,-0.00153,-0.00453,22.88301,-5.00061
7.0,2.0,15.50468,15563.67067,-857.905,77.84,-27144.126,-2e-05,-0.00026,15.39546,0.64794,,0.0,-0.00152,-0.00452,22.88296,-4.8745
7.0,2.0,15.63319,15563.67567,-857.90496,77.84,-27144.126,-6e-05,-0.00014,15.52398,0.66514,,0.0,-0.00157,-0.00453,22.88315,-4.74599
7.0,2.0,15.75954,15563.68067,-857.90313,77.84085,-27144.126,0.00023,0.0001,15.65033,0.67707,,0.0,-0.00151,-0.00452,22.8832,-4.61964
7.0,2.0,15.88573,15563.68567,-857.903,77.841,-27144.126,0.00017,3e-05,15.77651,0.65812,,0.0,-0.00155,-0.00454,22.88297,-4.49346
7.0,2.0,16.01346,15563.69067,-857.90379,77.841,-27144.12685,-1e-05,-0.00028,15.90426,0.68783,,0.0,-0.00146,-0.0045,22.88317,-4.36572
7.0,2.0,16.14023,15563.69567,-857.904,77.841,-27144.127,0.00014,-0.00059,16.03103,0.69732,,0.0,-0.00153,-0.00452,22.88307,-4.23896
7.0,2.0,16.26646,15563.70067,-857.90315,77.84015,-27144.127,0.00013,-0.00044,16.15726,0.69128,,0.0,-0.00149,-0.00452,22.88303,-4.11273
7.0,2.0,16.39353,15563.70567,-857.903,77.84,-27144.127,-4e-05,-0.0002,16.28434,0.70665,,0.0,-0.00148,-0.0045,22.88309,-3.98565
7.0,2.0,16.52099,15563.71067,-857.903,77.84,-27144.127,4e-05,0.0002,16.41181,0.70818,,0.0,-0.00149,-0.00451,22.88293,-3.85819
7.0,2.0,16.64717,15563.71567,-857.903,77.84001,-27144.127,0.00012,-0.00054,16.53798,0.70446,,0.0,-0.00147,-0.00452,22.88317,-3.73201
7.0,2.0,16.77335,15563.72067,-857.903,77.8409,-27144.127,5e-05,-0.00051,16.66417,0.72207,,0.0,-0.00147,-0.00453,22.8831,-3.60584
7.0,2.0,16.90117,15563.72567,-857.90302,77.841,-27144.127,-9e-05,-5e-05,16.792,0.73283,,0.0,-0.00149,-0.00453,22.88307,-3.47801
7.0,2.0,17.02764,15563.73067,-857.90394,77.84015,-27144.12542,-8e-05,-0.00042,16.91846,0.72269,,0.0,-0.0015,-0.00449,22.88311,-3.35154
7.0,2.0,17.15311,15563.73567,-857.90399,77.84,-27144.125,-0.00017,-0.00049,17.04393,0.72141,,0.0,-0.00149,-0.0045,22.88307,-3.22607
7.0,2.0,17.28078,15563.74067,-857.9031,77.84085,-27144.12579,-0.00034,3e-05,17.17161,0.73698,,0.0,-0.00148,-0.00447,22.88299,-3.0984
7.0,2.0,17.40796,15563.74567,-857.903,77.841,-27144.126,-0.00046,-8e-05,17.2988,0.7482,,0.0,-0.00149,-0.0045,22.88313,-2.97123
7.0,2.0,17.53337,15563.75067,-857.903,77.841,-27144.126,-0.00025,-0.00018,17.42422,0.75302,,0.0,-0.00149,-0.00451,22.88325,-2.84581
7.0,2.0,17.66043,15563.75567,-857.903,77.841,-27144.126,-0.00029,-0.00045,17.55127,0.74422,,0.0,-0.00147,-0.00454,22.88287,-2.71875
7.0,2.0,17.78809,15563.76067,-857.90379,77.841,-27144.12685,2e-05,2e-05,17.67892,0.74424,,0.0,-0.00147,-0.0045,22.88305,-2.5911
7.0,2.0,17.91357,15563.76567,-857.904,77.84098,-27144.127,-0.00012,-0.00045,17.8044,0.74047,,0.0,-0.00151,-0.00453,22.88291,-2.46561
7.0,2.0,18.03959,15563.77067,-857.904,77.8392,-27144.12615,-0.00015,-0.00018,17.93043,0.74616,,0.0,-0.00148,-0.00452,22.88309,-2.33959
7.0,2.0,18.16738,15563.77567,-857.904,77.83901,-27144.126,-6e-05,1e-05,18.05822,0.75169,,0.0,-0.00143,-0.00453,22.88288,-2.21181
7.0,2.0,18.29354,15563.78067,-857.904,77.84071,-27144.12679,6e-05,-5e-05,18.18438,0.7482,,0.0,-0.00145,-0.00455,22.88299,-2.08564
7.0,2.0,18.41898,15563.78567,-857.90399,77.841,-27144.127,0.0002,-0.00074,18.30982,0.74996,,0.0,-0.00147,-0.00452,22.88319,-1.9602
7.0,2.0,18.54658,15563.79067,-857.9031,77.841,-27144.12779,0.00045,-0.0001,18.43743,0.76517,,0.0,-0.00151,-0.00452,22.88309,-1.8326
7.0,2.0,18.67304,15563.79567,-857.90301,77.841,-27144.128,0.00019,-0.00014,18.56389,0.76444,,0.0,-0.00149,-0.00452,22.88312,-1.70614
7.0,2.0,18.79825,15563.80067,-857.9039,77.84015,-27144.12642,0.00039,-0.00042,18.68909,0.75415,,0.0,-0.00146,-0.00451,22.88306,-1.58093
7.0,2.0,18.92533,15563.80567,-857.90399,77.84,-27144.126,0.00043,-7e-05,18.81617,0.76089,,0.0,-0.00147,-0.00446,22.88302,-1.45386
7.0,2.0,19.05234,15563.81067,-857.9031,77.84085,-27144.12758,0.00027,7e-05,18.94319,0.75491,,0.0,-0.0015,-0.00449,22.88306,-1.32684
