Index [#],Phase [#],Displacement [um],Time [s],Pos X [um],Pos Y [um],Pos Z [um],Piezo X [um],Piezo Y [um],Piezo Z [um],Force A [uN],Force B [uN],Gripper [V],Voltage A [V],Voltage B [V],Temperature [oC],Sample Displacement [um]
3.0,2.0,10.53123,15476.686,-357.90699,-422.161,-27143.52,0.0001,1e-05,10.4827,0.79328,,0.0,-0.00156,-0.00452,22.8735,15.60387
3.0,2.0,10.65825,15476.691,-357.9061,-422.161,-27143.52,0.00017,-0.00055,10.60972,0.80734,,0.0,-0.00155,-0.00453,22.87337,15.73089
3.0,2.0,10.78586,15476.696,-357.906,-422.161,-27143.52,0.00028,-0.00048,10.73734,0.82116,,0.0,-0.00151,-0.00455,22.87324,15.85849
3.0,2.0,10.9158,15476.701,-357.906,-422.161,-27143.52085,0.00039,0.00011,10.86729,0.83403,,0.0,-0.00149,-0.00459,22.87348,15.98844
3.0,2.0,11.04359,15476.706,-357.90598,-422.161,-27143.521,0.00013,0.00011,10.99508,0.83711,,0.0,-0.00151,-0.00457,22.87355,16.11622
3.0,2.0,11.17035,15476.711,-357.90506,-422.161,-27143.52015,-4e-05,-0.00025,11.12185,0.84391,,0.0,-0.00149,-0.00452,22.87349,16.24299
3.0,2.0,11.29961,15476.716,-357.90511,-422.161,-27143.52001,0.00016,-6e-05,11.25112,0.86302,,0.0,-0.00152,-0.0046,22.87334,16.37225
3.0,2.0,11.4282,15476.721,-357.90789,-422.161,-27143.5209,0.00017,-0.00019,11.37972,0.87798,,0.0,-0.00153,-0.00457,22.87339,16.50084
3.0,2.0,11.55504,15476.726,-357.90798,-422.16101,-27143.521,-0.00026,-0.00089,11.50655,0.87662,,0.0,-0.00151,-0.00458,22.87334,16.62767
3.0,2.0,11.68324,15476.731,-357.90706,-422.1619,-27143.521,-0.00037,-0.00056,11.63477,0.8906,,0.0,-0.00149,-0.00456,22.87352,16.75588
3.0,2.0,11.81271,15476.736,-357.907,-422.162,-27143.521,-0.0003,0.00021,11.76424,0.90953,,0.0,-0.00151,-0.00457,22.87338,16.88534
3.0,2.0,11.93937,15476.741,-357.907,-422.162,-27143.521,-0.00089,-3e-05,11.89091,0.91184,,0.0,-0.00152,-0.00455,22.87354,17.01201
3.0,2.0,12.06667,15476.746,-357.90696,-422.16199,-27143.521,-0.00031,0.00014,12.01821,0.91565,,0.0,-0.00153,-0.00453,22.87346,17.13931
3.0,2.0,12.19615,15476.751,-357.90604,-422.1611,-27143.521,-6e-05,8e-05,12.14771,0.94675,,0.0,-0.00152,-0.00455,22.8735,17.26879
3.0,2.0,12.3233,15476.756,-357.906,-422.16102,-27143.521,-4e-05,-0.00035,12.27486,0.94304,,0.0,-0.00153,-0.00454,22.87337,17.39594
3.0,2.0,12.44969,15476.761,-357.90685,-422.16194,-27143.521,0.00016,-0.00054,12.40125,0.94809,,0.0,-0.00147,-0.00457,22.87337,17.52233
3.0,2.0,12.57921,15476.766,-357.90698,-422.16201,-27143.521,0.00044,6e-05,12.53079,0.97415,,0.0,-0.00155,-0.00457,22.87349,17.65185
3.0,2.0,12.70691,15476.771,-357.90606,-422.1629,-27143.52185,7e-05,0.0001,12.6585,0.9874,,0.0,-0.00155,-0.00455,22.8734,17.77955
3.0,2.0,12.83291,15476.776,-357.906,-422.16296,-27143.52198,-8e-05,-0.00012,12.7845,0.98444,,0.0,-0.00152,-0.00457,22.87331,17.90555
3.0,2.0,12.96146,15476.781,-357.90685,-422.16113,-27143.5202,0.00027,-9e-05,12.91306,1.00422,,0.0,-0.00152,-0.00456,22.8735,18.0341
3.0,2.0,13.08987,15476.786,-357.90698,-422.161,-27143.52,0.0003,-2e-05,13.04148,1.0231,,0.0,-0.00157,-0.00457,22.87333,18.16251
3.0,2.0,13.21575,15476.791,-357.90606,-422.161,-27143.52,-0.00021,-0.00058,13.16736,1.02104,,0.0,-0.00154,-0.00453,22.87349,18.28839
3.0,2.0,13.34325,15476.796,-357.906,-422.16101,-27143.52,-0.00018,-0.00061,13.29486,1.0239,,0.0,-0.00153,-0.00455,22.87331,18.41589
3.0,2.0,13.472,15476.801,-357.906,-422.1619,-27143.52085,-0.00025,2e-05,13.42363,1.04602,,0.0,-0.00148,-0.00455,22.8736,18.54464
3.0,2.0,13.59862,15476.806,-357.90598,-422.162,-27143.521,-0.00066,-4e-05,13.55025,1.04902,,0.0,-0.00154,-0.0046,22.87338,18.67125
3.0,2.0,13.72516,15476.811,-357.90506,-422.162,-27143.52185,-0.0006,7e-05,13.67679,1.05568,,0.0,-0.00152,-0.00456,22.87346,18.79779
3.0,2.0,13.85384,15476.816,-357.905,-422.16198,-27143.522,-0.0004,-7e-05,13.80549,1.0876,,0.0,-0.00155,-0.00459,22.87335,18.92647
3.0,2.0,13.98097,15476.821,-357.90585,-422.16106,-27143.522,-0.0003,-0.0006,13.93263,1.09002,,0.0,-0.00157,-0.00456,22.87355,19.05361
3.0,2.0,14.10716,15476.826,-357.906,-422.161,-27143.522,-0.00031,-0.00052,14.05882,1.09996,,0.0,-0.00154,-0.00458,22.87345,19.17979
3.0,2.0,14.23525,15476.831,-357.906,-422.161,-27143.52115,-0.00034,-0.00018,14.18692,1.11444,,0.0,-0.00153,-0.00455,22.87355,19.30789
3.0,2.0,14.36324,15476.836,-357.906,-422.161,-27143.521,-0.00048,-7e-05,14.31492,1.12079,,0.0,-0.00152,-0.00457,22.87366,19.43588
3.0,2.0,14.48897,15476.841,-357.906,-422.161,-27143.52185,-0.00045,-1e-05,14.44063,1.10573,,0.0,-0.00153,-0.00459,22.87343,19.5616
3.0,2.0,14.61626,15476.846,-357.906,-422.161,-27143.522,-2e-05,2e-05,14.5679,1.07848,,0.0,-0.00151,-0.00456,22.87353,19.68889
3.0,2.0,14.74495,15476.851,-357.906,-422.161,-27143.522,-3e-05,-1e-05,14.69661,1.09587,,0.0,-0.00154,-0.00458,22.87347,19.81759
3.0,2.0,14.87076,15476.856,-357.906,-422.16101,-27143.522,-0.0001,-0.0004,14.82242,1.09861,,0.0,-0.00154,-0.00458,22.87354,19.9434
3.0,2.0,14.9971,15476.861,-357.906,-422.1619,-27143.522,-0.00043,-0.00038,14.94876,1.09995,,0.0,-0.0015,-0.00458,22.87351,20.06974
3.0,2.0,15.12589,15476.866,-357.906,-422.16199,-27143.522,-0.00039,-9e-05,15.07756,1.11125,,0.0,-0.00152,-0.00456,22.87336,20.19853
3.0,2.0,15.25259,15476.871,-357.906,-422.1611,-27143.522,-0.00025,-3e-05,15.20426,1.11662,,0.0,-0.0015,-0.00453,22.87356,20.32523
3.0,2.0,15.37822,15476.876,-357.906,-422.161,-27143.522,-0.0001,-0.00052,15.32991,1.13235,,0.0,-0.00155,-0.00454,22.87354,20.45086
3.0,2.0,15.50639,15476.881,-357.906,-422.161,-27143.52115,0.00054,0.00012,15.45808,1.14248,,0.0,-0.00155,-0.00457,22.87348,20.57903
3.0,2.0,15.63385,15476.886,-357.906,-422.161,-27143.52101,0.00034,-0.00029,15.58554,1.15021,,0.0,-0.00155,-0.00456,22.87361,20.70648
3.0,2.0,15.75933,15476.891,-357.90685,-422.161,-27143.5219,-2e-05,-0.00048,15.71103,1.16406,,0.0,-0.00154,-0.00459,22.87331,20.83196
3.0,2.0,15.88655,15476.896,-357.907,-422.161,-27143.522,0.00013,0.00014,15.83825,1.17032,,0.0,-0.00154,-0.00456,22.87342,20.95918
3.0,2.0,16.01451,15476.901,-357.907,-422.161,-27143.522,-0.00016,7e-05,15.96622,1.17214,,0.0,-0.00152,-0.00454,22.87339,21.08715
3.0,2.0,16.14023,15476.906,-357.90698,-422.16101,-27143.522,-0.00024,-6e-05,16.09195,1.17987,,0.0,-0.00156,-0.00452,22.87333,21.21287
3.0,2.0,16.26676,15476.911,-357.90606,-422.1619,-27143.52285,-0.0002,-0.00029,16.21849,1.20269,,0.0,-0.00155,-0.00457,22.87339,21.3394
3.0,2.0,16.3949,15476.916,-357.90599,-422.162,-27143.52298,0.00024,-0.00023,16.34664,1.21562,,0.0,-0.00151,-0.00457,22.87342,21.46754
3.0,2.0,16.52105,15476.921,-357.9051,-422.162,-27143.52206,-0.00011,-0.00046,16.47279,1.22169,,0.0,-0.00151,-0.00455,22.87346,21.59369
3.0,2.0,16.64706,15476.926,-357.90504,-422.16198,-27143.52201,-0.00032,-0.00059,16.5988,1.22194,,0.0,-0.00153,-0.00455,22.87347,21.71969
3.0,2.0,16.77484,15476.931,-357.90596,-422.16106,-27143.5229,-0.00028,0.00035,16.72659,1.23295,,0.0,-0.00152,-0.00458,22.87358,21.84748
3.0,2.0,16.90186,15476.936,-357.906,-422.161,-27143.52299,-0.00047,0.00019,16.85361,1.25238,,0.0,-0.0015,-0.00459,22.87347,21.97449
3.0,2.0,17.02734,15476.941,-357.906,-422.161,-27143.5221,-0.00063,-0.00049,16.9791,1.25224,,0.0,-0.00156,-0.00459,22.87343,22.09997
3.0,2.0,17.15444,15476.946,-357.906,-422.161,-27143.522,-2e-05,-0.00018,17.10621,1.26519,,0.0,-0.00154,-0.00461,22.87315,22.22708
3.0,2.0,17.28217,15476.951,-357.906,-422.161,-27143.522,0.00016,-8e-05,17.23396,1.28685,,0.0,-0.00152,-0.00456,22.8735,22.35481
3.0,2.0,17.40769,15476.956,-357.906,-422.161,-27143.522,-0.00011,-0.00053,17.35947,1.27955,,0.0,-0.00152,-0.00456,22.8733,22.48033
3.0,2.0,17.53411,15476.961,-357.906,-422.161,-27143.522,-0.00035,-0.00043,17.4859,1.29525,,0.0,-0.00153,-0.00455,22.87341,22.60675
3.0,2.0,17.66227,15476.966,-357.90601,-422.161,-27143.522,-4e-05,0.00033,17.61407,1.30208,,0.0,-0.0015,-0.00457,22.87329,22.73491
3.0,2.0,17.78809,15476.971,-357.9069,-422.161,-27143.522,-0.00015,-5e-05,17.73989,1.31008,,0.0,-0.00149,-0.00457,22.87349,22.86073
3.0,2.0,17.91352,15476.976,-357.90696,-422.16102,-27143.52201,7e-05,-0.00049,17.86533,1.32006,,0.0,-0.00152,-0.00456,22.87351,22.98616
3.0,2.0,18.04131,15476.981,-357.90604,-422.16194,-27143.5229,0.00037,-0.0004,17.99312,1.34151,,0.0,-0.00148,-0.0046,22.8734,23.11394
3.0,2.0,18.16803,15476.986,-357.90602,-422.162,-27143.523,0.0001,-0.00055,18.11984,1.33643,,0.0,-0.00147,-0.0046,22.87362,23.24066
3.0,2.0,18.29299,15476.991,-357.90694,-422.162,-27143.523,-0.00028,-0.00046,18.2448,1.34022,,0.0,-0.00148,-0.00457,22.87339,23.36562
3.0,2.0,18.42062,15476.996,-357.907,-422.16199,-27143.523,-0.00028,-0.00019,18.37245,1.36022,,0.0,-0.00147,-0.00455,22.87333,23.49326
3.0,2.0,18.54774,15477.001,-357.907,-422.1611,-27143.523,-0.00026,0.00012,18.49958,1.37328,,0.0,-0.0015,-0.00455,22.87332,23.62038
3.0,2.0,18.67243,15477.006,-357.90698,-422.16101,-27143.523,-9e-05,-0.00018,18.62428,1.38487,,0.0,-0.00153,-0.00453,22.87348,23.74507
3.0,2.0,18.79932,15477.011,-357.90606,-422.1619,-27143.523,0.00014,-0.00039,18.75117,1.39562,,0.0,-0.00152,-0.00455,22.8734,23.87196
3.0,2.0,18.927,15477.016,-357.906,-422.16198,-27143.523,0.00024,-0.00019,18.87886,1.40632,,0.0,-0.00152,-0.00458,22.87346,23.99964
3.0,2.0,19.05206,15477.021,-357.906,-422.16106,-27143.523,0.00017,-0.00034,19.00392,1.40964,,0.0,-0.00154,-0.00456,22.87336,24.1247
3.0,2.0,19.17796,15477.026,-357.90602,-422.16099,-27143.523,-0.00018,-0.00046,19.12982,1.40874,,0.0,-0.00152,-0.00458,22.87344,24.2506
