File name,Measurement Time [s],X [um],Y [um],Equilibrium Modulus [kPa],StDev [kPa],Instantaneous Modulus [kPa],StDev [kPa],Viscoelastic Ratio,StDev,Storage Modulus 1Hz [kPa],Loss Modulus 1Hz [kPa],Tan Delta 1Hz,Storage Modulus 10Hz [kPa],Loss Modulus 10Hz [kPa],Tan Delta 10Hz,t1 [s],t2 [s],t3 [s],PosZ_CP [um],PiezoZ_CP [um],E1 [kPa],E2 [kPa],E3 [kPa],E1 Relative,E2 Relative,E3 Relative,Indentation depth [um]
data_0,14551.82567,-857.869,-422.196,86.65712392984479,0.12315051829289887,95.56727758038664,0.32416832398883627,0.9067656432606124,0.0043644145535956065,93.85688634153566,2.116160483861884,0.02254667256019331,95.5115700824275,0.4209153258952622,0.00440695640886238,0.10868234726078607,0.7870208326428672,6.997515451421682,-27142.801,25.79865,0.03158763706553575,2.5129411303531777,6.365624883123132,0.00033052774825531405,0.026294995462640563,0.06660883352849171,23.503740000000004
