Index [#],Phase [#],Displacement [um],Time [s],Pos X [um],Pos Y [um],Pos Z [um],Piezo X [um],Piezo Y [um],Piezo Z [um],Force A [uN],Force B [uN],Gripper [V],Voltage A [V],Voltage B [V],Temperature [oC],Indent Depth [um],Filtered time [uN},Filtered force [uN],SG Force [uN],Est Force 2nd derivative,Filtered displacement [um],Sel Time [s],Sel Force [N],Sel Modulus Uncorrected [Pa],Sel Modulus Corrected [Pa],Sel Modulus GMM Fit [Pa],Sel Time Normalised [s m-2],Sel Force Normalised []
0.0,2.0,43.91707,14553.62067,-857.867,-422.196,-27142.801,1e-05,-0.00036,44.04751,201.97383,,0.0,-0.00147,-0.00452,22.76757,66.08482,14553.63567,207.12216,206.85719255939074,0.004978181802810067,44.42544,1.8100000000013097,0.00021305062,92241.88972285089,92241.88972285089,92399.13367432868,1.938732638513578e+17,0.18477738324597617
0.0,2.0,44.04054,14553.62567,-857.86756,-422.19621,-27142.801,0.0,-0.00017,44.17176,203.18703,,0.0,-0.0015,-0.0046,22.76765,66.20829,14553.64067,208.22901,208.55517740996552,0.0034937728095036924,44.54931,1.8150000000005093,0.00021367973999999998,92514.27202177327,92514.27202177327,92392.31424814214,1.9440882535362352e+17,0.19378941531729968
0.0,2.0,44.16612,14553.63067,-857.869,-422.197,-27142.801,0.00013,-0.00026,44.2987,205.29322,,0.0,-0.00144,-0.00458,22.76759,66.33387,14553.64567,210.14237,210.21867039080843,0.004025945602227465,44.67559,1.820000000001528,0.00021354848,92457.4420043576,92457.4420043576,92385.51690787487,1.9494438685608403e+17,0.19190913917017055
0.0,2.0,44.29168,14553.63567,-857.869,-422.19679,-27142.801,-3e-05,0.0,44.42544,207.12216,,0.0,-0.00152,-0.00455,22.76753,66.45943,14553.65067,212.243,211.87707140996554,0.005071369879099841,44.8028,1.8250000000007276,0.00021299104,92216.09410775393,92216.09410775393,92378.74152864532,1.9547994835834976e+17,0.18392391034603753
0.0,2.0,44.41484,14553.64067,-857.869,-422.196,-27142.801,-0.00025,-9e-05,44.54931,208.22901,,0.0,-0.00143,-0.00456,22.76763,66.58259,14553.65567,213.47064,213.58186761686213,0.0039856341206044865,44.92745,1.8299999999999272,0.00021344912,92414.42333507206,92414.42333507206,92371.98798634876,1.9601550986061546e+17,0.1904858248476143
0.0,2.0,44.53989,14553.64567,-857.869,-422.196,-27142.801,-8e-05,-0.0002,44.67559,210.14237,,0.0,-0.00146,-0.00458,22.76763,66.70764,14553.66067,215.03026,215.27179852873957,0.003912869015977427,45.05261,1.8350000000009459,0.00021366858,92509.44021471584,92509.44021471584,92365.25615765965,1.96551071363076e+17,0.1936295503028097
0.0,2.0,44.66575,14553.65067,-857.869,-422.196,-27142.801,0.00033,0.00015,44.8028,212.243,,0.0,-0.00147,-0.00458,22.76777,66.8335,14553.66567,217.28872,216.93305403831812,0.005596435855268034,45.18006,1.8400000000001455,0.00021302833,92232.23909746468,92232.23909746468,92358.54592003368,1.970866328653417e+17,0.1844580829616587
0.0,2.0,44.78961,14553.65567,-857.86864,-422.196,-27142.80121,0.00018,-0.00021,44.92745,213.47064,,0.0,-0.00149,-0.00459,22.76755,66.95736,14553.67067,218.73997,218.6396510268239,0.0052321517409139595,45.30557,1.8450000000011642,0.00021320159,92307.25333498899,92307.25333498899,92351.85715168579,1.9762219436780224e+17,0.18694000163643867
0.0,2.0,44.91377,14553.66067,-857.868,-422.196,-27142.802,0.00017,-0.00059,45.05261,215.03026,,0.0,-0.00147,-0.00457,22.76779,67.08152,14553.67567,220.04006,220.35950304214964,0.004456444275964699,45.42998,1.8500000000003638,0.00021368918,92518.3591417215,92518.3591417215,92345.18973160452,1.9815775587006794e+17,0.19392464163780035
0.0,2.0,45.03977,14553.66567,-857.86828,-422.196,-27142.802,0.00018,-0.00031,45.18006,217.28872,,0.0,-0.00145,-0.00458,22.76745,67.20752,14553.68067,222.25767,222.03815164751362,0.00610559892208451,45.55705,1.8550000000013824,0.00021314955999999997,92284.72654993535,92284.72654993535,92338.54353952764,1.9869331737252848e+17,0.18619468114325588
0.0,2.0,45.16434,14553.67067,-857.869,-422.196,-27142.802,-9e-05,-0.00011,45.30557,218.73997,,0.0,-0.00145,-0.00457,22.76762,67.33209,14553.68567,223.96661,223.7458752030692,0.006567398677883696,45.6833,1.860000000000582,0.00021298337,92212.77332279601,92212.77332279601,92331.91845595659,1.9922887887479418e+17,0.18381403896063073
0.0,2.0,45.28792,14553.67567,-857.869,-422.19572,-27142.80179,-0.00025,-0.00021,45.42998,220.04006,,0.0,-0.00147,-0.00457,22.76781,67.45566,14553.69067,225.1098,225.48880861303093,0.005515344869621797,45.80738,1.8649999999997817,0.00021358713,92474.17581643375,92474.17581643375,92325.31436213461,1.9976444037705987e+17,0.1924627935438301
