Index [#],Phase [#],Displacement [um],Time [s],Pos X [um],Pos Y [um],Pos Z [um],Piezo X [um],Piezo Y [um],Piezo Z [um],Force A [uN],Force B [uN],Gripper [V],Voltage A [V],Voltage B [V],Temperature [oC],Indent Depth [um],Filtered time [uN},Filtered force [uN],SG Force [uN],Est Force 2nd derivative,Filtered displacement [um],Sel Time [s],Sel Force [N],Sel Modulus Uncorrected [Pa],Sel Modulus Corrected [Pa],Sel Modulus GMM Fit [Pa],Sel Time Normalised [s m-2],Sel Force Normalised []
0.0,3.0,50.0039,14557.40567,-857.869,-422.195,-27142.80085,2e-05,-0.00021,50.1414,212.94286,,0.0,-0.00141,-0.0045,22.76786,72.17165,,,,,,5.595000000001164,0.00020726487,89736.90516348192,89736.90516348192,89722.54106204164,5.992933211313745e+17,0.10189754385657421
0.0,3.0,50.00444,14557.41067,-857.869,-422.195,-27142.8,-2e-05,9e-05,50.14218,213.31842,,0.0,-0.00144,-0.00451,22.76808,72.17218,,,,,,5.600000000000364,0.00020756591999999998,89867.24705547484,89867.24705547484,89720.3293217922,5.998288826336402e+17,0.10621003154584152
0.0,3.0,50.00516,14557.41567,-857.869,-422.195,-27142.8,0.00016,0.00013,50.14308,213.58978,,0.0,-0.0014,-0.00452,22.76813,72.17291,,,,,,5.605000000001382,0.00020695257,89601.69249824563,89601.69249824563,89718.11930170025,6.003644441361007e+17,0.09742390191882884
0.0,3.0,50.00415,14557.42067,-857.869,-422.195,-27142.8,-0.00022,-0.00024,50.14168,212.99101,,0.0,-0.00145,-0.00448,22.76809,72.1719,,,,,,5.610000000000582,0.00020702467,89632.90874276544,89632.90874276544,89715.9109996499,6.009000056383663e+17,0.09845672159129586
0.0,3.0,50.00409,14557.42567,-857.86864,-422.195,-27142.80021,-0.00028,0.0,50.14168,213.08926,,0.0,-0.00148,-0.00446,22.76807,72.17183,,,,,,5.614999999999782,0.00020760828,89885.58714032726,89885.58714032726,89713.70441353,6.01435567140632e+17,0.1068168310094436
0.0,3.0,50.00501,14557.43067,-857.868,-422.195,-27142.801,-0.00024,0.0001,50.14294,213.61981,,0.0,-0.00146,-0.00447,22.76799,72.17276,,,,,,5.6200000000008,0.00020714299,89684.13628855719,89684.13628855719,89711.49954123648,6.019711286430926e+17,0.10015163454062048
0.0,3.0,50.00458,14557.43567,-857.868,-422.195,-27142.801,-0.00049,-0.00026,50.14224,213.19318,,0.0,-0.00148,-0.00449,22.76809,72.17233,,,,,,5.625,0.00020685805,89560.76934384879,89560.76934384879,89709.29638067477,6.025066901453583e+17,0.0960699197351731
0.0,3.0,50.00374,14557.44067,-857.868,-422.195,-27142.801,-0.00056,-0.0003,50.14121,212.90636,,0.0,-0.00146,-0.00448,22.76807,72.17148,,,,,,5.630000000001019,0.00020749535,89836.69323611615,89836.69323611615,89707.0949297541,6.030422516478189e+17,0.10519912885116765
0.0,3.0,50.00488,14557.44567,-857.86836,-422.19528,-27142.801,-0.00027,8e-05,50.14276,213.54055,,0.0,-0.00144,-0.00449,22.76809,72.17263,,,,,,5.635000000000218,0.00020734776,89772.79302073918,89772.79302073918,89704.89518639386,6.035778131500846e+17,0.10308492835935924
0.0,3.0,50.0049,14557.45067,-857.869,-422.196,-27142.801,-4e-05,-0.00014,50.14269,213.39906,,0.0,-0.00141,-0.00448,22.76821,72.17264,,,,,,5.640000000001237,0.00020678786,89530.3800483863,89530.3800483863,89702.69714851721,6.041133746525452e+17,0.09506446047289227
0.0,3.0,50.00373,14557.45567,-857.869,-422.196,-27142.801,-0.00015,-0.00066,50.14114,212.8135,,0.0,-0.00143,-0.00451,22.7679,72.17147,,,,,,5.645000000000437,0.00020725102999999997,89730.91302999851,89730.91302999851,89700.5008140574,6.046489361548108e+17,0.10169928831889095
0.0,3.0,50.00467,14557.46067,-857.869,-422.196,-27142.801,-6e-05,0.00021,50.14244,213.35691,,0.0,-0.00143,-0.00447,22.76799,72.17242,,,,,,5.650000000001455,0.00020745784999999997,89820.45732530484,89820.45732530484,89698.30618095136,6.051844976572713e+17,0.10466194802290782
0.0,3.0,50.00507,14557.46567,-857.869,-422.19579,-27142.80085,-8e-05,0.0001,50.14296,213.55687,,0.0,-0.00143,-0.00452,22.76797,72.17281,,,,,,5.655000000000655,0.00020686796999999998,89565.06428345539,89565.06428345539,89696.113247146,6.05720059159537e+17,0.0962120219702752
0.0,3.0,50.00381,14557.47067,-857.869,-422.195,-27142.8,-0.00022,-0.00035,50.14125,212.8423,,0.0,-0.00147,-0.00446,22.76818,72.17156,,,,,,5.6599999999998545,0.00020709234999999999,89662.21131459762,89662.21131459762,89693.92201059262,6.062556206618028e+17,0.09942622555013854
0.0,3.0,50.00403,14557.47567,-857.869,-422.195,-27142.80015,-0.00019,-0.00013,50.1416,213.06061,,0.0,-0.00146,-0.00447,22.76803,72.17177,,,,,,5.665000000000873,0.00020748991999999997,89834.34227623066,89834.34227623066,89691.73246924934,6.067911821642633e+17,0.10512134506723547
0.0,3.0,50.00506,14557.48067,-857.869,-422.195,-27142.801,-3e-05,0.00048,50.14297,213.58605,,0.0,-0.00144,-0.00449,22.76794,72.17281,,,,,,5.670000000000073,0.00020698602,89616.17493068927,89616.17493068927,89689.54462108327,6.07326743666529e+17,0.09790306721763628
0.0,3.0,50.00435,14557.48567,-857.86872,-422.19521,-27142.801,-0.00017,-6e-05,50.1419,213.03345,,0.0,-0.00146,-0.0045,22.76808,72.17209,,,,,,5.675000000001091,0.00020692656,89590.43127050693,89590.43127050693,89687.35846406508,6.078623051689896e+17,0.09705131329634817
0.0,3.0,50.00368,14557.49067,-857.868,-422.196,-27142.801,-0.00022,-0.00032,50.14111,212.83294,,0.0,-0.00141,-0.00446,22.76804,72.17143,,,,,,5.680000000000291,0.00020745079999999998,89817.40497407233,89817.40497407233,89685.17399617522,6.083978666712552e+17,0.10456095802719514
0.0,3.0,50.00489,14557.49567,-857.86856,-422.196,-27142.80085,-5e-05,0.00021,50.14276,213.51517,,0.0,-0.00142,-0.00451,22.76799,72.17264,,,,,,5.68500000000131,0.00020716566,89693.95143783963,89693.95143783963,89682.99121539756,6.089334281737157e+17,0.10047637825733097
0.0,3.0,50.00475,14557.50067,-857.87,-422.196,-27142.8,-5e-05,0.0006,50.14246,213.27532,,0.0,-0.00144,-0.00445,22.7681,72.1725,,,,,,5.690000000000509,0.00020676568999999998,89520.78137791465,89520.78137791465,89680.81011972573,6.094689896759814e+17,0.09474687916722496
0.0,3.0,50.00374,14557.50567,-857.86972,-422.196,-27142.8,-0.00025,-0.00033,50.14112,212.74856,,0.0,-0.00143,-0.00451,22.7681,72.17149,,,,,,5.695000000001528,0.00020734672999999997,89772.34707438888,89772.34707438888,89678.63070715666,6.10004551178442e+17,0.10307017379260927
0.0,3.0,50.00458,14557.51067,-857.869,-422.196,-27142.8,4e-05,-9e-05,50.14233,213.33363,,0.0,-0.00143,-0.00449,22.76812,72.17232,,,,,,5.700000000000728,0.00020738777,89790.11565518075,89790.11565518075,89676.45297569696,6.105401126807077e+17,0.10365806449105686
0.0,3.0,50.00505,14557.51567,-857.869,-422.196,-27142.80021,4e-05,0.00023,50.14288,213.45371,,0.0,-0.00143,-0.00451,22.76807,72.1728,,,,,,5.704999999999927,0.00020673505,89507.5155563878,89507.5155563878,89674.27692335729,6.110756741829734e+17,0.09430796661848206
0.0,3.0,50.00384,14557.52067,-857.869,-422.196,-27142.801,-1e-05,-0.00029,50.14122,212.7712,,0.0,-0.00145,-0.0045,22.76808,72.17158,,,,,,5.710000000000946,0.00020712222,89675.14375875585,89675.14375875585,89672.10254815474,6.11611235685434e+17,0.09985410798587509
0.0,3.0,50.004,14557.52567,-857.869,-422.196,-27142.801,0.0002,4e-05,50.14158,213.07221,,0.0,-0.00144,-0.00447,22.76811,72.17175,,,,,,5.7150000000001455,0.00020748927999999998,89834.06518335282,89834.06518335282,89669.92984811515,6.121467971876997e+17,0.10511217718109998
0.0,3.0,50.00506,14557.53067,-857.869,-422.196,-27142.801,8e-05,0.00029,50.14293,213.51543,,0.0,-0.00144,-0.0045,22.7682,72.17281,,,,,,5.720000000001164,0.00020684289,89554.20570630481,89554.20570630481,89667.7588212675,6.126823586901601e+17,0.09585275543233535
0.0,3.0,50.00421,14557.53567,-857.86879,-422.19572,-27142.801,4e-05,0.0,50.14167,212.88819,,0.0,-0.00141,-0.0045,22.76797,72.17195,,,,,,5.725000000000364,0.00020685786,89560.68708190067,89560.68708190067,89665.5894656503,6.132179201924259e+17,0.09606719801897659
0.0,3.0,50.00379,14557.54067,-857.868,-422.195,-27142.801,8e-05,-0.00013,50.14122,212.82968,,0.0,-0.00144,-0.0045,22.76802,72.17154,,,,,,5.730000000001382,0.00020748153,89830.70976178515,89830.70976178515,89663.42177930506,6.137534816948864e+17,0.10500115980992654
0.0,3.0,50.00491,14557.54567,-857.868,-422.195,-27142.801,0.00016,-0.00018,50.14274,213.47275,,0.0,-0.00144,-0.00454,22.76801,72.17265,,,,,,5.735000000000582,0.00020706394,89649.91098856702,89649.91098856702,89661.25576028279,6.142890431971521e+17,0.09901925735464918
0.0,3.0,50.00447,14557.55067,-857.868,-422.195,-27142.801,0.00015,4e-05,50.14206,213.09136,,0.0,-0.00143,-0.00448,22.76804,72.17222,,,,,,5.739999999999782,0.00020670989,89496.6223426275,89496.6223426275,89659.09140663825,6.148246046994179e+17,0.09394755409477516
0.0,3.0,50.00357,14557.55567,-857.868,-422.19528,-27142.80121,-0.00015,-0.00011,50.1409,212.6815,,0.0,-0.00142,-0.00448,22.76819,72.17132,,,,,,5.7450000000008,0.00020734448999999998,89771.37724931643,89771.37724931643,89656.9287164324,6.153601662018784e+17,0.10303808619113465
0.0,3.0,50.00449,14557.56067,-857.868,-422.196,-27142.802,-4e-05,6e-05,50.14224,213.32322,,0.0,-0.00143,-0.00452,22.76799,72.17224,,,,,,5.75,0.00020728840999999999,89747.09698589519,89747.09698589519,89654.76768773467,6.158957277041441e+17,0.10223475016850023
0.0,3.0,50.00481,14557.56567,-857.86836,-422.196,-27142.80179,-0.00017,0.00028,50.14253,213.30106,,0.0,-0.00142,-0.00452,22.76819,72.17255,,,,,,5.755000000001019,0.00020665633,89473.43313241279,89473.43313241279,89652.60831861747,6.164312892066047e+17,0.0931803166237996
0.0,3.0,50.00361,14557.57067,-857.869,-422.196,-27142.801,-0.00043,-0.00015,50.14091,212.63463,,0.0,-0.0014,-0.0045,22.76792,72.17135,,,,,,5.760000000000218,0.00020712773,89677.52935525104,89677.52935525104,89650.45060716235,6.169668507088703e+17,0.09993303775557391
0.0,3.0,50.00412,14557.57567,-857.869,-422.196,-27142.80115,-0.00013,-0.00025,50.14171,213.08547,,0.0,-0.00147,-0.00451,22.76819,72.17187,,,,,,5.765000000001237,0.00020743843,89812.04928829274,89812.04928829274,89648.29455145379,6.175024122113308e+17,0.10438375997798016
0.0,3.0,50.00505,14557.58067,-857.869,-422.196,-27142.802,1e-05,1e-05,50.14287,213.44337,,0.0,-0.00143,-0.00449,22.76817,72.17279,,,,,,5.770000000000437,0.00020674415999999998,89511.45980032088,89511.45980032088,89646.14014958536,6.180379737135965e+17,0.09443846574769353
0.0,3.0,50.00398,14557.58567,-857.869,-422.19579,-27142.80185,7e-05,-0.00021,50.14136,212.74664,,0.0,-0.00144,-0.00451,22.76815,72.17173,,,,,,5.775000000001455,0.00020690072999999997,89579.24797514011,89579.24797514011,89643.98739965353,6.185735352160571e+17,0.09668130314184256
0.0,3.0,50.00388,14557.59067,-857.869,-422.195,-27142.801,3e-05,-5e-05,50.14131,212.84075,,0.0,-0.00143,-0.00451,22.76802,72.17163,,,,,,5.780000000000655,0.00020746118999999998,89821.90340376111,89821.90340376111,89641.83629976373,6.191090967183228e+17,0.10470979292867838
0.0,3.0,50.00497,14557.59567,-857.869,-422.19528,-27142.801,9e-05,0.00028,50.14279,213.44911,,0.0,-0.00144,-0.00451,22.76804,72.17271,,,,,,5.7849999999998545,0.00020691002,89583.27015144512,89583.27015144512,89639.68684802497,6.196446582205885e+17,0.09681438073903062
0.0,3.0,50.00438,14557.60067,-857.869,-422.196,-27142.801,-7e-05,-0.00011,50.14188,212.94222,,0.0,-0.00141,-0.00449,22.76808,72.17213,,,,,,5.790000000000873,0.00020671737,89499.86086563731,89499.86086563731,89637.53904255213,6.201802197230491e+17,0.09405470376398506
0.0,3.0,50.00359,14557.60567,-857.869,-422.19579,-27142.80115,0.0,-0.00022,50.1409,212.64501,,0.0,-0.0014,-0.0045,22.76817,72.17134,,,,,,5.795000000000073,0.00020732313,89762.12927451833,89762.12927451833,89635.39288146824,6.207157812253147e+17,0.10273210799135836
0.0,3.0,50.0048,14557.61067,-857.869,-422.195,-27142.802,1e-05,-9e-05,50.14255,213.32562,,0.0,-0.0014,-0.00452,22.76812,72.17255,,,,,,5.800000000001091,0.00020711368,89671.44630066708,89671.44630066708,89633.24836289902,6.212513427277752e+17,0.09973177400525277
0.0,3.0,50.0047,14557.61567,-857.86864,-422.195,-27142.80185,0.00011,-0.00015,50.14233,213.13874,,0.0,-0.00143,-0.00455,22.76801,72.17245,,,,,,5.805000000000291,0.00020667543999999997,89481.70695256218,89481.70695256218,89631.10548497905,6.21786904230041e+17,0.09345406397388019
0.0,3.0,50.00354,14557.62067,-857.868,-422.195,-27142.801,-0.00027,-0.00012,50.14078,212.53565,,0.0,-0.00143,-0.00448,22.76801,72.17129,,,,,,5.81000000000131,0.00020714135,89683.4262380577,89683.4262380577,89628.96424584552,6.223224657325015e+17,0.10012814183239784
0.0,3.0,50.00438,14557.62567,-857.868,-422.195,-27142.80115,-0.00022,-1e-05,50.14197,213.08649,,0.0,-0.00143,-0.00451,22.76811,72.17212,,,,,,5.815000000000509,0.00020725620999999998,89733.15575047857,89733.15575047857,89626.82464364442,6.228580272347672e+17,0.10177349089730134
0.0,3.0,50.00496,14557.63067,-857.868,-422.195,-27142.802,-0.00017,0.00034,50.14271,213.32442,,0.0,-0.00141,-0.00452,22.7681,72.17271,,,,,,5.820000000001528,0.00020674016,89509.72796983435,89509.72796983435,89624.68667652433,6.233935887372278e+17,0.0943811664593461
0.0,3.0,50.00375,14557.63567,-857.86836,-422.195,-27142.80179,-0.0003,-0.00011,50.14103,212.59854,,0.0,-0.00144,-0.00449,22.76799,72.1715,,,,,,5.825000000000728,0.00020698666,89616.45202356714,89616.45202356714,89622.55034264253,6.239291502394935e+17,0.09791223510377216
0.0,3.0,50.0038,14557.64067,-857.869,-422.195,-27142.801,8e-05,-0.00027,50.14123,212.83554,,0.0,-0.00143,-0.00449,22.76821,72.17155,,,,,,5.829999999999927,0.00020731803999999999,89759.9255202242,89759.9255202242,89620.4156401596,6.244647117417591e+17,0.10265919464693568
0.0,3.0,50.00497,14557.64567,-857.869,-422.19528,-27142.801,0.0003,-0.0,50.14276,213.38431,,0.0,-0.00144,-0.00447,22.76813,72.17272,,,,,,5.835000000000946,0.00020682087999999998,89544.67630905265,89544.67630905265,89618.28256724167,6.250002732442196e+17,0.0955374660982021
0.0,3.0,50.00405,14557.65067,-857.869,-422.196,-27142.801,4e-05,-0.00019,50.14145,212.79793,,0.0,-0.00147,-0.00447,22.76815,72.17179,,,,,,5.8400000000001455,0.00020681558,89542.38163365798,89542.38163365798,89616.15112206273,6.255358347464854e+17,0.09546154454114154
0.0,3.0,50.00356,14557.65567,-857.869,-422.196,-27142.80121,-0.00013,-5e-05,50.14085,212.6178,,0.0,-0.00143,-0.00448,22.76804,72.1713,,,,,,5.845000000001164,0.00020730750999999997,89755.36647646839,89755.36647646839,89614.02130279921,6.260713962489459e+17,0.10250835427036015
0.0,3.0,50.00476,14557.66067,-857.869,-422.196,-27142.802,0.00015,0.00048,50.14249,213.3067,,0.0,-0.00146,-0.00453,22.76803,72.17251,,,,,,5.850000000000364,0.00020694136999999997,89596.84337288332,89596.84337288332,89611.89310763609,6.266069577512116e+17,0.09726346391145498
0.0,3.0,50.00467,14557.66567,-857.869,-422.196,-27142.802,5e-05,-4e-05,50.14221,212.99971,,0.0,-0.00145,-0.00453,22.76812,72.17242,,,,,,5.855000000001382,0.00020666186999999999,89475.83171763661,89475.83171763661,89609.76653476071,6.271425192536722e+17,0.09325967613816086
0.0,3.0,50.00351,14557.67067,-857.869,-422.196,-27142.802,7e-05,-8e-05,50.14072,212.50386,,0.0,-0.00143,-0.00448,22.76814,72.17125,,,,,,5.860000000000582,0.00020718165999999999,89700.87875978576,89700.87875978576,89607.6415823689,6.276780807559379e+17,0.10070557541072143
0.0,3.0,50.00441,14557.67567,-857.86928,-422.19579,-27142.80185,0.00046,0.00028,50.14203,213.1229,,0.0,-0.00147,-0.00449,22.76818,72.17216,,,,,,5.864999999999782,0.00020710719,89668.63640570268,89668.63640570268,89605.51824865957,6.282136422582035e+17,0.09963880590990856
0.0,3.0,50.00474,14557.68067,-857.87,-422.195,-27142.801,0.00036,-1e-05,50.14237,213.15455,,0.0,-0.00143,-0.00449,22.76808,72.17248,,,,,,5.8700000000008,0.00020660058999999998,89449.30007458289,89449.30007458289,89603.39653183705,6.28749203760664e+17,0.0923818510406743
0.0,3.0,50.00369,14557.68567,-857.86944,-422.19521,-27142.801,6e-05,-0.00013,50.14091,212.50783,,0.0,-0.00146,-0.0045,22.76818,72.17144,,,,,,5.875,0.00020697628,89611.95792345458,89611.95792345458,89601.27643011315,6.292847652629298e+17,0.09776354345051
0.0,3.0,50.00399,14557.69067,-857.868,-422.196,-27142.801,0.00017,0.00021,50.14144,212.87264,,0.0,-0.00146,-0.00452,22.76831,72.17173,,,,,,5.880000000001019,0.00020723537,89724.13291364371,89724.13291364371,89599.15794170208,6.298203267653903e+17,0.10147496160500999
0.0,3.0,50.0048,14557.69567,-857.868,-422.19579,-27142.80085,0.00016,0.00018,50.14249,213.24259,,0.0,-0.00148,-0.00455,22.7681,72.17255,,,,,,5.885000000000218,0.00020668796999999997,89487.13191156126,89487.13191156126,89597.0410648263,6.303558882676561e+17,0.09363355399462925
0.0,3.0,50.00392,14557.70067,-857.868,-422.195,-27142.8,-0.0,-8e-05,50.14122,212.63239,,0.0,-0.00147,-0.00454,22.76811,72.17167,,,,,,5.890000000001237,0.00020682087999999998,89544.67630905265,89544.67630905265,89594.92579771046,6.308914497701166e+17,0.0955374660982021
0.0,3.0,50.00365,14557.70567,-857.86772,-422.195,-27142.8,0.0002,-9e-05,50.14094,212.62495,,0.0,-0.00146,-0.00452,22.76803,72.1714,,,,,,5.895000000000437,0.00020726233,89735.80545112299,89735.80545112299,89592.81213858744,6.314270112723823e+17,0.1018611588084736
0.0,3.0,50.00482,14557.71067,-857.867,-422.195,-27142.8,0.00024,0.00032,50.14251,213.24279,,0.0,-0.00145,-0.0045,22.76803,72.17256,,,,,,5.900000000001455,0.00020683863,89552.36130683665,89552.36130683665,89590.7000856923,6.319625727748429e+17,0.09579173169024506
0.0,3.0,50.00429,14557.71567,-857.86773,-422.195,-27142.80021,0.00013,-3e-05,50.14171,212.82805,,0.0,-0.00147,-0.00451,22.76825,72.17204,,,,,,5.905000000000655,0.00020669674999999999,89490.9332794792,89490.9332794792,89588.5896372683,6.324981342771085e+17,0.09375932593255266
0.0,3.0,50.00342,14557.72067,-857.869,-422.195,-27142.801,-0.00012,-0.00023,50.1406,212.44631,,0.0,-0.00141,-0.00449,22.76809,72.17116,,,,,,5.9099999999998545,0.00020718027999999997,89700.2812782679,89700.2812782679,89586.48079156152,6.330336957793742e+17,0.10068580715624126
0.0,3.0,50.00442,14557.72567,-857.869,-422.19528,-27142.80079,8e-05,0.00041,50.14201,213.08211,,0.0,-0.00143,-0.00453,22.76832,72.17217,,,,,,5.915000000000873,0.00020696172,89605.65406048359,89605.65406048359,89584.37354682315,6.335692572818348e+17,0.09755497404092421
0.0,3.0,50.00469,14557.73067,-857.869,-422.196,-27142.8,-4e-05,-1e-05,50.14226,213.05233,,0.0,-0.00143,-0.0045,22.76803,72.17244,,,,,,5.920000000000073,0.0002066021,89449.95384059155,89449.95384059155,89582.26790131172,6.341048187841005e+17,0.0924034815220257
0.0,3.0,50.0036,14557.73567,-857.86872,-422.196,-27142.80015,-8e-05,-0.00053,50.14078,212.45266,,0.0,-0.00141,-0.00449,22.76821,72.17135,,,,,,5.925000000001091,0.00020707007,89652.56501878763,89652.56501878763,89580.16385328776,6.34640380286561e+17,0.09910706851404213
0.0,3.0,50.00405,14557.74067,-857.868,-422.196,-27142.801,0.0,0.00019,50.14149,212.85434,,0.0,-0.00138,-0.00448,22.76811,72.1718,,,,,,5.930000000000291,0.00020712895999999999,89678.06189312565,89678.06189312565,89578.06140101986,6.351759417888268e+17,0.0999506572867407
0.0,3.0,50.00483,14557.74567,-857.86828,-422.19579,-27142.801,1e-05,3e-05,50.14246,213.15046,,0.0,-0.0014,-0.00449,22.76813,72.17258,,,,,,5.93500000000131,0.00020657177999999998,89436.82656550362,89436.82656550362,89575.96054277856,6.357115032912873e+17,0.09196915291635016
0.0,3.0,50.00363,14557.75067,-857.869,-422.195,-27142.801,-0.00029,-8e-05,50.14087,212.54708,,0.0,-0.00141,-0.00448,22.76819,72.17138,,,,,,5.940000000000509,0.00020687260999999998,89567.07320681977,89567.07320681977,89573.8612768424,6.362470647935529e+17,0.0962784891447585
0.0,3.0,50.00369,14557.75567,-857.86879,-422.19515,-27142.801,-0.00014,4e-05,50.14098,212.62058,,0.0,-0.00143,-0.00449,22.76811,72.17144,,,,,,5.945000000001528,0.0002072364,89724.578859994,89724.578859994,89571.7636014918,6.367826262960134e+17,0.10148971617175959
0.0,3.0,50.00464,14557.76067,-857.868,-422.196,-27142.801,-0.00012,0.00039,50.14226,213.12267,,0.0,-0.0014,-0.0045,22.76792,72.17239,,,,,,5.950000000000728,0.00020667357999999998,89480.90165138595,89480.90165138595,89569.66751501513,6.373181877982792e+17,0.0934274198047986
0.0,3.0,50.00405,14557.76567,-857.868,-422.19585,-27142.801,-0.00037,-0.00012,50.14138,212.68157,,0.0,-0.00144,-0.00451,22.76811,72.1718,,,,,,5.954999999999927,0.00020664552999999998,89468.75719009913,89468.75719009913,89567.57301570335,6.378537493005449e+17,0.09302560854526051
0.0,3.0,50.00349,14557.77067,-857.868,-422.195,-27142.801,-0.00017,-0.00039,50.14066,212.43308,,0.0,-0.00143,-0.0045,22.76807,72.17124,,,,,,5.960000000000946,0.00020722594,89720.0501232717,89720.0501232717,89565.4801018523,6.383893108030054e+17,0.1013398785327304
0.0,3.0,50.00445,14557.77567,-857.86873,-422.195,-27142.80121,-7e-05,0.00025,50.142,213.02803,,0.0,-0.00145,-0.0045,22.76806,72.1722,,,,,,5.9650000000001455,0.00020686194,89562.45354899694,89562.45354899694,89563.38877176488,6.389248723052712e+17,0.09612564329309144
0.0,3.0,50.0046,14557.78067,-857.87,-422.195,-27142.802,-0.00016,0.0001,50.14208,212.9092,,0.0,-0.00142,-0.0045,22.76802,72.17235,,,,,,5.970000000001164,0.00020655351,89428.91642975635,89428.91642975635,89561.2990237458,6.394604338077317e+17,0.09170743841682226
0.0,3.0,50.00345,14557.78567,-857.86972,-422.19521,-27142.802,-0.00014,-0.00038,50.14059,212.38187,,0.0,-0.00142,-0.00452,22.76811,72.1712,,,,,,5.975000000000364,0.00020707969,89656.73007110774,89656.73007110774,89559.21085610753,6.399959953099973e+17,0.09924487330251824
0.0,3.0,50.00414,14557.79067,-857.869,-422.196,-27142.802,-2e-05,0.00038,50.14158,212.84901,,0.0,-0.00141,-0.00446,22.76822,72.17189,,,,,,5.980000000001382,0.00020698789999999998,89616.98889101796,89616.98889101796,89557.12426716427,6.405315568124579e+17,0.09792999788315963
0.0,3.0,50.00468,14557.79567,-857.86928,-422.196,-27142.80185,0.00017,0.00025,50.14226,213.06858,,0.0,-0.00145,-0.0045,22.76815,72.17243,,,,,,5.985000000000582,0.00020653523999999998,89421.0062940091,89421.0062940091,89555.039255238,6.410671183147236e+17,0.09144572391729396
0.0,3.0,50.0038,14557.80067,-857.87,-422.196,-27142.801,0.00033,-0.0004,50.14099,212.45951,,0.0,-0.00138,-0.00447,22.76813,72.17155,,,,,,5.989999999999782,0.00020692802,89591.0633886345,89591.0633886345,89552.95581865309,6.416026798169893e+17,0.09707222753659499
0.0,3.0,50.00363,14557.80567,-857.86944,-422.196,-27142.801,0.00037,-4e-05,50.14091,212.58957,,0.0,-0.00145,-0.00448,22.76812,72.17138,,,,,,5.9950000000008,0.00020708779999999998,89660.24135741917,89660.24135741917,89550.87395573861,6.421382413194499e+17,0.09936104760964296
0.0,3.0,50.00458,14557.81067,-857.868,-422.196,-27142.801,0.00042,0.00026,50.14218,213.08903,,0.0,-0.00144,-0.00449,22.76813,72.17233,,,,,,6.0,0.00020656376,89433.35424537811,89433.35424537811,89548.79366483049,6.426738028217156e+17,0.09185426784321317
0.0,3.0,50.004,14557.81567,-857.868,-422.19572,-27142.801,0.0003,-0.00011,50.1413,212.63741,,0.0,-0.00146,-0.00448,22.76816,72.17174,,,,,,6.005000000001019,0.00020673969,89509.52447975217,89509.52447975217,89546.7149442663,6.432093643241761e+17,0.09437443379296537
0.0,3.0,50.00354,14557.82067,-857.868,-422.195,-27142.801,-4e-05,-0.00014,50.14068,212.39726,,0.0,-0.00143,-0.00449,22.76808,72.17128,,,,,,6.010000000000218,0.00020716634999999999,89694.25017859854,89694.25017859854,89544.63779239124,6.437449258264417e+17,0.10048626238457067
0.0,3.0,50.00447,14557.82567,-857.868,-422.195,-27142.801,-1e-05,0.00048,50.14199,212.96974,,0.0,-0.00145,-0.00447,22.76799,72.17222,,,,,,6.015000000001237,0.00020670756,89495.61355136908,89495.61355136908,89542.56220755198,6.442804873289023e+17,0.09391417725931243
0.0,3.0,50.00431,14557.83067,-857.868,-422.195,-27142.801,-0.00021,0.0002,50.14173,212.81425,,0.0,-0.00142,-0.00446,22.76805,72.17206,,,,,,6.020000000000437,0.00020656296999999998,89433.012208857,89433.012208857,89540.48818810286,6.44816048831168e+17,0.09184295123376429
0.0,3.0,50.00342,14557.83567,-857.868,-422.19521,-27142.80121,-0.00021,-0.00041,50.14052,212.32888,,0.0,-0.00144,-0.00448,22.7681,72.17117,,,,,,6.025000000001455,0.00020710321,89666.91323436858,89666.91323436858,89538.41573239963,6.453516103336285e+17,0.09958179311800251
0.0,3.0,50.00417,14557.84067,-857.868,-422.196,-27142.802,-7e-05,-0.00026,50.14156,212.76721,,0.0,-0.00141,-0.0045,22.76804,72.17192,,,,,,6.030000000000655,0.00020689095999999998,89575.01797917674,89575.01797917674,89536.3448388056,6.458871718358943e+17,0.09654134963005345
0.0,3.0,50.00473,14557.84567,-857.86836,-422.19572,-27142.80185,9e-05,8e-05,50.14222,212.93876,,0.0,-0.00142,-0.00443,22.76812,72.17248,,,,,,6.0349999999998545,0.00020645819,89387.6469092622,89387.6469092622,89534.2755056863,6.4642273333816e+17,0.09034199637549696
0.0,3.0,50.00369,14557.85067,-857.869,-422.195,-27142.801,5e-05,-0.00036,50.14082,212.36854,,0.0,-0.00142,-0.00443,22.76817,72.17144,,,,,,6.040000000000873,0.00020697157,89609.91869305668,89609.91869305668,89532.20773141168,6.469582948406205e+17,0.09769607353848035
0.0,3.0,50.00379,14557.85567,-857.869,-422.19521,-27142.80115,0.00025,0.00014,50.14104,212.55734,,0.0,-0.00142,-0.00445,22.76812,72.17154,,,,,,6.045000000000073,0.00020703138999999998,89635.81821798281,89635.81821798281,89530.14151435836,6.474938563428863e+17,0.09855298439571972
0.0,3.0,50.00469,14557.86067,-857.869,-422.196,-27142.802,0.00063,0.00069,50.14224,213.02364,,0.0,-0.00143,-0.00449,22.7681,72.17244,,,,,,6.050000000001091,0.00020646325999999998,89389.84200440388,89389.84200440388,89528.07685290439,6.480294178453467e+17,0.09041462322347749
