Index [#],Phase [#],Displacement [um],Time [s],Pos X [um],Pos Y [um],Pos Z [um],Piezo X [um],Piezo Y [um],Piezo Z [um],Force A [uN],Force B [uN],Gripper [V],Voltage A [V],Voltage B [V],Temperature [oC],Sample Displacement [um],Filtered time [uN},Filtered force [uN],SG Force [uN],Est Force 2nd derivative,Filtered displacement [um]
2.0,2.0,2.10673,15454.65567,-357.906,-922.163,-27141.283,-0.0001,-0.00023,2.07368,0.11563,,0.0,-0.00148,-0.00455,22.87087,8.56635,15454.65567,0.11563,0.11199377777777983,0.00012127960927957575,2.07368
2.0,2.0,2.21959,15454.66067,-357.906,-922.163,-27141.283,-0.00012,0.00021,2.18653,0.12309,,0.0,-0.00149,-0.00453,22.87099,8.6792,15454.66067,0.12309,0.12304493486590264,9.864073091655579e-05,2.18653
2.0,2.0,2.33239,15454.66567,-357.90598,-922.16302,-27141.283,-2e-05,-9e-05,2.29934,0.13123,,0.0,-0.0015,-0.00457,22.87092,8.792,15454.66567,0.13123,0.1339483065134124,8.971394888632206e-05,2.29934
2.0,2.0,2.4483,15454.67067,-357.90506,-922.1648,-27141.283,3e-05,-0.00017,2.41527,0.1494,,0.0,-0.00152,-0.00451,22.87086,8.90792,15454.67067,0.1494,0.14509764750958118,7.148170603338695e-05,2.41527
2.0,2.0,2.56677,15454.67567,-357.90506,-922.165,-27141.283,0.00018,-0.00013,2.53374,0.16264,,0.0,-0.00149,-0.00452,22.87072,9.02639,15454.67567,0.16264,0.15531228352490706,0.00011096256999700618,2.53374
2.0,2.0,2.68466,15454.68067,-357.90781,-922.16415,-27141.283,-4e-05,-8e-05,2.65163,0.15742,,0.0,-0.00154,-0.0045,22.87094,9.14427,15454.68067,0.15742,0.16612150191571184,0.0001251031114478891,2.65163
2.0,2.0,2.80481,15454.68567,-357.90799,-922.164,-27141.283,-8e-05,-0.00037,2.77179,0.18083,,0.0,-0.00146,-0.00453,22.87098,9.26442,15454.68567,0.18083,0.17795262068965842,9.08049345290197e-05,2.77179
2.0,2.0,2.92678,15454.69067,-357.90629,-922.164,-27141.283,-9e-05,-0.00035,2.89376,0.18768,,0.0,-0.0015,-0.0045,22.87084,9.38639,15454.69067,0.18768,0.18990025287356666,5.7305460822645025e-05,2.89376
2.0,2.0,3.04912,15454.69567,-357.90601,-922.164,-27141.283,5e-05,-0.00035,3.01612,0.20162,,0.0,-0.00152,-0.00454,22.87098,9.50874,15454.69567,0.20162,0.20142192337165116,4.966797187480826e-05,3.01612
2.0,2.0,3.17144,15454.70067,-357.9069,-922.164,-27141.28379,0.0001,9e-05,3.13844,0.20941,,0.0,-0.00147,-0.00451,22.87085,9.63105,15454.70067,0.20941,0.2132477701149464,2.7338469959096068e-05,3.13844
2.0,2.0,3.29667,15454.70567,-357.907,-922.164,-27141.284,0.00046,-0.00025,3.26368,0.22597,,0.0,-0.00152,-0.00452,22.87097,9.75628,15454.70567,0.22597,0.22421360153257114,5.2775041050835605e-05,3.26368
2.0,2.0,3.422,15454.71067,-357.90621,-922.164,-27141.284,0.00061,-0.00025,3.38902,0.24218,,0.0,-0.0015,-0.00457,22.87084,9.88161,15454.71067,0.24218,0.23524318007663264,7.600016841389156e-05,3.38902
2.0,2.0,3.5469,15454.71567,-357.90602,-922.16401,-27141.284,0.00046,-0.00028,3.51392,0.24624,,0.0,-0.00146,-0.0045,22.87072,10.00651,15454.71567,0.24624,0.24719560153257156,5.346612774191617e-05,3.51392
2.0,2.0,3.67299,15454.72067,-357.90694,-922.1649,-27141.28315,0.00029,-0.00018,3.64002,0.25483,,0.0,-0.00145,-0.00453,22.87096,10.13261,15454.72067,0.25483,0.2585883601532614,6.518226600977475e-05,3.64002
2.0,2.0,3.80102,15454.72567,-357.907,-922.165,-27141.28301,0.00036,-5e-05,3.76806,0.26728,,0.0,-0.00145,-0.00452,22.87082,10.26064,15454.72567,0.26728,0.27039392337165247,5.750191570873112e-05,3.76806
2.0,2.0,3.92719,15454.73067,-357.90615,-922.16342,-27141.2839,0.00031,5e-05,3.89424,0.28082,,0.0,-0.00144,-0.00454,22.87095,10.3868,15454.73067,0.28082,0.2822940459770166,4.798627426205206e-05,3.89424
2.0,2.0,4.05449,15454.73567,-357.90601,-922.163,-27141.284,0.0001,-6e-05,4.02154,0.28833,,0.0,-0.00147,-0.00453,22.87089,10.5141,15454.73567,0.28833,0.2942833103448329,3.334630120828148e-05,4.02154
2.0,2.0,4.18341,15454.74067,-357.9069,-922.16385,-27141.284,0.00028,-4e-05,4.15048,0.31811,,0.0,-0.00148,-0.00452,22.8707,10.64302,15454.74067,0.31811,0.3059517547892776,3.876998863196592e-05,4.15048
2.0,2.0,4.31164,15454.74567,-357.907,-922.164,-27141.284,0.00015,-0.00051,4.27871,0.32097,,0.0,-0.00147,-0.00452,22.87075,10.77125,15454.74567,0.32097,0.31824104980843493,1.6729737695160432e-05,4.27871
2.0,2.0,4.43898,15454.75067,-357.907,-922.164,-27141.284,7e-05,-0.00037,4.40606,0.33276,,0.0,-0.0015,-0.00453,22.8709,10.89859,15454.75067,0.33276,0.32973978544061905,3.97262431054556e-05,4.40606
2.0,2.0,4.56898,15454.75567,-357.907,-922.164,-27141.284,0.00018,-0.00042,4.53607,0.33788,,0.0,-0.00145,-0.00458,22.871,11.0286,15454.75567,0.33788,0.34200528735632807,2.0191991916027312e-05,4.53607
2.0,2.0,4.69803,15454.76067,-357.907,-922.164,-27141.284,0.00012,-0.00017,4.66512,0.35115,,0.0,-0.00146,-0.00456,22.87076,11.15764,15454.76067,0.35115,0.35438665134100267,-7.093511852238879e-06,4.66512
2.0,2.0,4.8265,15454.76567,-357.90699,-922.164,-27141.284,8e-05,-0.00018,4.7936,0.36193,,0.0,-0.00147,-0.00452,22.87089,11.28611,15454.76567,0.36193,0.3666322988505814,-3.019788640489223e-05,4.7936
2.0,2.0,4.95589,15454.77067,-357.9061,-922.164,-27141.284,-0.00011,0.00015,4.92299,0.3769,,0.0,-0.00149,-0.00454,22.87099,11.4155,15454.77067,0.3769,0.37832246743295705,-2.501418887636991e-05,4.92299
2.0,2.0,5.08684,15454.77567,-357.90601,-922.16399,-27141.284,4e-05,-5e-05,5.05396,0.39443,,0.0,-0.00144,-0.00454,22.87091,11.54645,15454.77567,0.39443,0.38967331034483466,4.4031830226842934e-07,5.05396
2.0,2.0,5.21514,15454.78067,-357.9069,-922.16229,-27141.28479,2e-05,-0.00083,5.18226,0.40162,,0.0,-0.00143,-0.00453,22.87097,11.67475,15454.78067,0.40162,0.4018537394636089,-1.4640983537656058e-05,5.18226
2.0,2.0,5.34459,15454.78567,-357.907,-922.16202,-27141.285,-0.00012,-0.00037,5.31172,0.41492,,0.0,-0.00146,-0.00453,22.87099,11.8042,15454.78567,0.41492,0.41351988505747883,2.0550713652925205e-06,5.31172
2.0,2.0,5.47579,15454.79067,-357.907,-922.1638,-27141.285,8e-05,-0.00037,5.44293,0.42809,,0.0,-0.00145,-0.00451,22.87097,11.9354,15454.79067,0.42809,0.42525060536399245,1.631703928242959e-05,5.44293
2.0,2.0,5.60498,15454.79567,-357.907,-922.164,-27141.285,0.0002,-0.00033,5.57213,0.4366,,0.0,-0.00146,-0.0045,22.87086,12.0646,15454.79567,0.4366,0.4375322681992417,-2.748768473037925e-06,5.57213
2.0,2.0,5.73376,15454.80067,-357.907,-922.164,-27141.285,-0.00023,9e-05,5.70091,0.44295,,0.0,-0.00144,-0.00453,22.87108,12.19337,15454.80067,0.44295,0.44949514942529556,-8.777819881402964e-06,5.70091
2.0,2.0,5.86505,15454.80567,-357.907,-922.16398,-27141.285,-5e-05,0.00019,5.83222,0.46889,,0.0,-0.00151,-0.0045,22.87093,12.32466,15454.80567,0.46889,0.4609172720306597,1.120104416642417e-05,5.83222
2.0,2.0,5.99526,15454.81067,-357.90542,-922.1622,-27141.28585,-1e-05,-0.00011,5.96243,0.4764,,0.0,-0.00147,-0.00452,22.871,12.45487,15454.81067,0.4764,0.47288875862069824,3.2521578037412405e-06,5.96243
2.0,2.0,6.12434,15454.81567,-357.90501,-922.162,-27141.286,-0.00016,-0.00052,6.09152,0.48672,,0.0,-0.00146,-0.00453,22.87092,12.58395,15454.81567,0.48672,0.4848042145593958,4.0368826574269795e-06,6.09152
2.0,2.0,6.2549,15454.82067,-357.9059,-922.16285,-27141.28679,-0.00029,-0.00023,6.22209,0.496,,0.0,-0.0014,-0.00452,22.87082,12.71451,15454.82067,0.496,0.49692456704981747,-3.947875879058756e-06,6.22209
2.0,2.0,6.3863,15454.82567,-357.906,-922.163,-27141.28699,-0.00025,-0.00014,6.35349,0.49963,,0.0,-0.00148,-0.00453,22.87097,12.84591,15454.82567,0.49963,0.5090280536398559,-1.2170266515245786e-05,6.35349
2.0,2.0,6.51464,15454.83067,-357.906,-922.16385,-27141.28444,-0.00011,-0.00041,6.48183,0.51333,,0.0,-0.00146,-0.00452,22.87095,12.97425,15454.83067,0.51333,0.5210854482758716,-2.2169845480347243e-05,6.48183
2.0,2.0,6.64465,15454.83567,-357.906,-922.164,-27141.284,8e-05,-6e-05,6.61185,0.52929,,0.0,-0.00143,-0.00449,22.87099,13.10426,15454.83567,0.52929,0.5329109501915805,-2.4072839038513996e-05,6.61185
2.0,2.0,6.77571,15454.84067,-357.90679,-922.164,-27141.284,0.00025,0.00025,6.74294,0.55329,,0.0,-0.00144,-0.00455,22.87094,13.23533,15454.84067,0.55329,0.5447948122605463,-3.373617952944505e-05,6.74294
2.0,2.0,6.90482,15454.84567,-357.907,-922.164,-27141.284,0.00013,-0.00066,6.87204,0.5587,,0.0,-0.00147,-0.00455,22.87089,13.36443,15454.84567,0.5587,0.5569964521072899,-6.410770072855861e-05,6.87204
2.0,2.0,7.03406,15454.85067,-357.907,-922.164,-27141.28479,6e-05,-0.00058,7.0013,0.5749,,0.0,-0.00145,-0.00454,22.87096,13.49367,15454.85067,0.5749,0.5686745210728072,-6.852511473218127e-05,7.0013
2.0,2.0,7.16556,15454.85567,-357.907,-922.16399,-27141.285,0.0003,-7e-05,7.1328,0.58324,,0.0,-0.00147,-0.00455,22.87093,13.62518,15454.85567,0.58324,0.5804117701149532,-7.91914445709271e-05,7.1328
2.0,2.0,7.29452,15454.86067,-357.90621,-922.1631,-27141.28415,0.0001,-0.00039,7.26176,0.58327,,0.0,-0.00145,-0.00453,22.87104,13.75413,15454.86067,0.58327,0.5921316551724246,-9.148313755228104e-05,7.26176
2.0,2.0,7.42317,15454.86567,-357.90601,-922.163,-27141.284,-0.00017,-0.00051,7.39042,0.59888,,0.0,-0.00148,-0.00455,22.87094,13.88278,15454.86567,0.59888,0.6036343448275971,-9.505166098287485e-05,7.39042
2.0,2.0,7.55358,15454.87067,-357.9069,-922.163,-27141.28479,0.00017,5e-05,7.52084,0.61309,,0.0,-0.00143,-0.00454,22.87101,14.01319,15454.87067,0.61309,0.614878827586218,-9.110909014375793e-05,7.52084
2.0,2.0,7.68417,15454.87567,-357.907,-922.163,-27141.285,0.00024,0.00027,7.65144,0.63483,,0.0,-0.00146,-0.00453,22.87092,14.14378,15454.87567,0.63483,0.6262666590038428,-9.87543261338228e-05,7.65144
2.0,2.0,7.81218,15454.88067,-357.907,-922.163,-27141.285,3e-05,-0.00037,7.77946,0.64333,,0.0,-0.00146,-0.00456,22.87091,14.27179,15454.88067,0.64333,0.6377625823754905,-0.00011285680602941004,7.77946
2.0,2.0,7.94209,15454.88567,-357.907,-922.16301,-27141.285,-0.00013,-0.00056,7.90938,0.65347,,0.0,-0.00147,-0.00456,22.87099,14.40171,15454.88567,0.65347,0.6491475478927321,-0.00012404614542564792,7.90938
2.0,2.0,8.07265,15454.89067,-357.907,-922.1639,-27141.285,0.00015,0.00019,8.03994,0.65794,,0.0,-0.00148,-0.00453,22.87085,14.53226,15454.89067,0.65794,0.6605054406130388,-0.00013901940970926065,8.03994
2.0,2.0,8.20134,15454.89567,-357.907,-922.164,-27141.285,-0.00011,-0.00019,8.16864,0.66851,,0.0,-0.00148,-0.00453,22.87115,14.66095,15454.89567,0.66851,0.6712662681992458,-0.00013084156456590252,8.16864
2.0,2.0,8.33002,15454.90067,-357.907,-922.16315,-27141.285,-0.00027,-0.00035,8.29732,0.67966,,0.0,-0.0015,-0.00454,22.87098,14.78963,15454.90067,0.67966,0.6817890421456062,-0.0001218976043116007,8.29732
2.0,2.0,8.46101,15454.90567,-357.907,-922.16301,-27141.285,-0.00027,-0.00012,8.42832,0.68985,,0.0,-0.00151,-0.00453,22.87094,14.92062,15454.90567,0.68985,0.6919345593869858,-0.00010265336196391226,8.42832
2.0,2.0,8.58948,15454.91067,-357.90779,-922.1639,-27141.28585,3e-05,-4e-05,8.5568,0.699,,0.0,-0.00151,-0.00455,22.87091,15.04909,15454.91067,0.699,0.7028259540230013,-0.0001307579470340198,8.5568
2.0,2.0,8.7176,15454.91567,-357.90799,-922.164,-27141.286,6e-05,-0.00025,8.68492,0.71331,,0.0,-0.00154,-0.0045,22.8711,15.17721,15454.91567,0.71331,0.7133685823754918,-0.0001461681613407896,8.68492
2.0,2.0,8.848,15454.92067,-357.9071,-922.16315,-27141.28521,0.00025,0.00012,8.81533,0.72309,,0.0,-0.00149,-0.00452,22.87089,15.30761,15454.92067,0.72309,0.724085563218404,-0.00017868157130247753,8.81533
2.0,2.0,8.97754,15454.92567,-357.907,-922.16301,-27141.285,0.00016,4e-05,8.94487,0.73446,,0.0,-0.0015,-0.00454,22.87088,15.43715,15454.92567,0.73446,0.7340201302682126,-0.00017366729821924288,8.94487
2.0,2.0,9.10497,15454.93067,-357.907,-922.1639,-27141.28585,7e-05,-0.0002,9.07232,0.74425,,0.0,-0.0015,-0.00456,22.87113,15.56458,15454.93067,0.74425,0.7433719616858373,-0.0001442160751128482,9.07232
2.0,2.0,9.23463,15454.93567,-357.907,-922.16399,-27141.286,0.00017,-0.00013,9.20198,0.74978,,0.0,-0.00153,-0.00453,22.87097,15.69425,15454.93567,0.74978,0.7530377624521211,-0.00014401658877543494,9.20198
2.0,2.0,9.36419,15454.94067,-357.907,-922.16229,-27141.28521,3e-05,-4e-05,9.33155,0.7701,,0.0,-0.0015,-0.00453,22.87094,15.8238,15454.94067,0.7701,0.7616721685823894,-9.573693739234118e-05,9.33155
2.0,2.0,9.49179,15454.94567,-357.907,-922.16201,-27141.285,7e-05,4e-05,9.45915,0.77524,,0.0,-0.00151,-0.00451,22.87086,15.9514,15454.94567,0.77524,0.7713596398467573,-0.00010846187528969426,9.45915
2.0,2.0,9.62042,15454.95067,-357.907,-922.16371,-27141.28579,-8e-05,-0.00045,9.58779,0.78495,,0.0,-0.00148,-0.00456,22.87086,16.08003,15454.95067,0.78495,0.7810361839080602,-0.0001242942191910035,9.58779
2.0,2.0,9.75092,15454.95567,-357.907,-922.164,-27141.286,-0.00015,-0.00028,9.71829,0.7904,,0.0,-0.00148,-0.00454,22.87104,16.21053,15454.95567,0.7904,0.7904812643678305,-0.00013153130394533445,9.71829
2.0,2.0,9.87844,15454.96067,-357.907,-922.164,-27141.286,-0.00025,-0.00015,9.84582,0.79687,,0.0,-0.00149,-0.00455,22.87108,16.33806,15454.96067,0.79687,0.799252444444459,-0.00010551404151427869,9.84582
2.0,2.0,10.00648,15454.96567,-357.907,-922.16401,-27141.286,-7e-05,-0.00021,9.97387,0.80477,,0.0,-0.0015,-0.00454,22.87094,16.4661,15454.96567,0.80477,0.8084932490421604,-0.00011158452275717877,9.97387
2.0,2.0,10.13621,15454.97067,-357.90621,-922.1649,-27141.28515,-8e-05,-0.00018,10.1036,0.81898,,0.0,-0.00145,-0.00458,22.87098,16.59582,15454.97067,0.81898,0.8169132413793253,-7.842187697384507e-05,10.1036
2.0,2.0,10.26481,15454.97567,-357.906,-922.16498,-27141.285,1e-05,-0.00025,10.23221,0.82434,,0.0,-0.00154,-0.00455,22.87107,16.72442,15454.97567,0.82434,0.82533707279695,-4.826735716415703e-05,10.23221
2.0,2.0,10.39202,15454.98067,-357.906,-922.1632,-27141.285,-0.00021,-0.00024,10.35942,0.83073,,0.0,-0.00149,-0.00455,22.87103,16.85163,15454.98067,0.83073,0.833571471264383,-1.0549113721775808e-05,10.35942
2.0,2.0,10.52164,15454.98567,-357.906,-922.163,-27141.285,0.00015,6e-05,10.48904,0.83763,,0.0,-0.00155,-0.00454,22.87101,16.98125,15454.98567,0.83763,0.8424225210728122,-1.007090227804876e-05,10.48904
2.0,2.0,10.65038,15454.99067,-357.906,-922.16385,-27141.285,0.00021,-8e-05,10.6178,0.85558,,0.0,-0.0015,-0.00451,22.87101,17.10999,15454.99067,0.85558,0.8505329348659159,2.9842196117802096e-05,10.6178
2.0,2.0,10.7776,15454.99567,-357.906,-922.164,-27141.285,-7e-05,-0.00017,10.74502,0.85989,,0.0,-0.00151,-0.00452,22.87107,17.23721,15454.99567,0.85989,0.8587019540230041,6.97524314763132e-05,10.74502
2.0,2.0,10.90562,15455.00067,-357.906,-922.16315,-27141.28579,-3e-05,-0.00013,10.87304,0.86002,,0.0,-0.00149,-0.00456,22.87106,17.36523,15455.00067,0.86002,0.8675250421456095,7.64027619887084e-05,10.87304
2.0,2.0,11.03525,15455.00567,-357.906,-922.163,-27141.286,0.00018,-0.00027,11.00268,0.88576,,0.0,-0.00149,-0.00456,22.8709,17.49486,15455.00567,0.88576,0.8760302758620848,0.00010088223653714843,11.00268
2.0,2.0,11.16227,15455.01067,-357.906,-922.163,-27141.28521,-0.00028,-0.00024,11.12971,0.88597,,0.0,-0.00148,-0.00453,22.871,17.62189,15455.01067,0.88597,0.8853982758620851,8.02644099193164e-05,11.12971
2.0,2.0,11.28994,15455.01567,-357.906,-922.163,-27141.285,-0.0002,-0.00038,11.25738,0.89163,,0.0,-0.00153,-0.00454,22.87096,17.74955,15455.01567,0.89163,0.8945674636015488,7.462574207375014e-05,11.25738
2.0,2.0,11.41922,15455.02067,-357.906,-922.16385,-27141.28585,-6e-05,0.00012,11.38667,0.90256,,0.0,-0.00156,-0.00453,22.87094,17.87883,15455.02067,0.90256,0.90457688122607,2.4180960801378076e-05,11.38667
2.0,2.0,11.54733,15455.02567,-357.90601,-922.164,-27141.286,0.0,0.0,11.51479,0.91607,,0.0,-0.00156,-0.00456,22.87107,18.00695,15455.02567,0.91607,0.9142847432950358,-1.1792513999685315e-05,11.51479
2.0,2.0,11.67391,15455.03067,-357.9069,-922.16315,-27141.28521,5e-05,-0.00014,11.64136,0.91304,,0.0,-0.00156,-0.00454,22.87106,18.13352,15455.03067,0.91304,0.9237309808429286,-3.6552482001036765e-05,11.64136
2.0,2.0,11.80348,15455.03567,-357.907,-922.163,-27141.285,0.00018,-5e-05,11.77095,0.93416,,0.0,-0.00154,-0.0045,22.87092,18.26309,15455.03567,0.93416,0.9325309885057642,-2.7700475769722524e-05,11.77095
2.0,2.0,11.93165,15455.04067,-357.907,-922.163,-27141.28579,0.00038,-0.00046,11.89913,0.94199,,0.0,-0.00154,-0.00451,22.87101,18.39127,15455.04067,0.94199,0.941378735632201,-1.882278640927531e-05,11.89913
2.0,2.0,12.05771,15455.04567,-357.90699,-922.163,-27141.286,0.00012,-0.00043,12.02519,0.95222,,0.0,-0.00153,-0.00455,22.87086,18.51732,15455.04567,0.95222,0.9505450574712817,-2.458675424221214e-05,12.02519
2.0,2.0,12.18608,15455.05067,-357.9061,-922.16385,-27141.286,9e-05,-0.00025,12.15356,0.95268,,0.0,-0.00153,-0.00448,22.87088,18.64569,15455.05067,0.95268,0.9594064904214735,-1.3168792893217263e-05,12.15356
2.0,2.0,12.31545,15455.05567,-357.90601,-922.164,-27141.286,-1e-05,-9e-05,12.28294,0.97476,,0.0,-0.00152,-0.00452,22.87093,18.77506,15455.05567,0.97476,0.9678532183908222,2.236032167037428e-05,12.28294
2.0,2.0,12.4416,15455.06067,-357.9069,-922.16315,-27141.286,-0.00028,0.00011,12.40911,0.98771,,0.0,-0.00154,-0.00451,22.87085,18.90122,15455.06067,0.98771,0.9775182528735811,-7.31724980029911e-06,12.40911
2.0,2.0,12.56901,15455.06567,-357.90698,-922.163,-27141.286,-0.00021,8e-05,12.53651,0.98792,,0.0,-0.00157,-0.00452,22.87081,19.02862,15455.06567,0.98792,0.9867808659004011,-1.4399730537955659e-05,12.53651
2.0,2.0,12.69815,15455.07067,-357.90606,-922.163,-27141.286,-6e-05,-0.00032,12.66566,0.99947,,0.0,-0.00151,-0.00455,22.87099,19.15777,15455.07067,0.99947,0.9956297011494435,-1.5163993098009539e-06,12.66566
