Index [#],Phase [#],Displacement [um],Time [s],Pos X [um],Pos Y [um],Pos Z [um],Piezo X [um],Piezo Y [um],Piezo Z [um],Force A [uN],Force B [uN],Gripper [V],Voltage A [V],Voltage B [V],Temperature [oC],Sample Displacement [um],Filtered time [uN},Filtered force [uN],SG Force [uN],Est Force 2nd derivative,Filtered displacement [um]
4.0,2.0,0.44365,15497.94567,-857.90301,-422.164,-27142.447,-0.00031,0.00019,0.37641,-0.08259,,0.0,-0.00149,-0.00455,22.87592,-5.08447,15497.94567,-0.08259,-0.07487871079112457,0.0003853192707675466,0.37641
4.0,2.0,0.51336,15497.95067,-857.9039,-422.164,-27142.44621,-0.00024,0.00047,0.44614,-0.06034,,0.0,-0.00147,-0.00454,22.87594,-5.01476,15497.95067,-0.06034,-0.06937923119026565,0.0003853192707675466,0.44614
4.0,2.0,0.58674,15497.95567,-857.90399,-422.164,-27142.446,-5e-05,0.0004,0.51952,-0.06362,,0.0,-0.0015,-0.00453,22.87577,-4.94138,15497.95567,-0.06362,-0.06349443231863922,0.0003853192707675466,0.51952
4.0,2.0,0.66148,15497.96067,-857.9031,-422.16315,-27142.44679,-4e-05,-0.00041,0.59427,-0.05719,,0.0,-0.00147,-0.00455,22.87581,-4.86664,15497.96067,-0.05719,-0.05722431417624626,0.0003853192707675638,0.59427
4.0,2.0,0.74131,15497.96567,-857.903,-422.16301,-27142.447,1e-05,-0.00053,0.67411,-0.03997,,0.0,-0.00146,-0.00453,22.87593,-4.78681,15497.96567,-0.03997,-0.05004256704980935,0.0003572885352195848,0.67411
4.0,2.0,0.82486,15497.97067,-857.903,-422.16556,-27142.447,3e-05,-0.00051,0.75765,-0.04475,,0.0,-0.0015,-0.00455,22.87567,-4.70326,15497.97067,-0.04475,-0.04304245977011573,0.0003592508104922027,0.75765
4.0,2.0,0.90971,15497.97567,-857.90304,-422.16599,-27142.447,-0.00035,-0.00043,0.84251,-0.04194,,0.0,-0.00152,-0.00458,22.87588,-4.61841,15497.97567,-0.04194,-0.03488678160919604,0.0003181600774704327,0.84251
4.0,2.0,0.9979,15497.98067,-857.90487,-422.16429,-27142.447,-0.00031,0.00034,0.93069,-0.04056,,0.0,-0.0015,-0.00453,22.87581,-4.53022,15497.98067,-0.04056,-0.02653908812260585,0.00028189912003705897,0.93069
4.0,2.0,1.08926,15497.98567,-857.90498,-422.164,-27142.447,-0.00028,0.00027,1.02207,-0.01056,,0.0,-0.00152,-0.00454,22.87564,-4.43886,15497.98567,-0.01056,-0.017946988505747455,0.0002431485832175541,1.02207
4.0,2.0,1.18356,15497.99067,-857.90406,-422.164,-27142.44779,-0.00031,8e-05,1.11639,0.00084,,0.0,-0.00154,-0.00453,22.87596,-4.34455,15497.99067,0.00084,-0.008579356321839237,0.00017986888973096124,1.11639
4.0,2.0,1.27843,15497.99567,-857.90398,-422.164,-27142.448,-0.00013,-0.00029,1.21126,0.003,,0.0,-0.00154,-0.00453,22.87579,-4.24969,15497.99567,0.003,0.00042370114942529447,0.0001516728558797523,1.21126
4.0,2.0,1.37681,15498.00067,-857.90306,-422.164,-27142.448,0.00011,-0.00082,1.30964,0.01776,,0.0,-0.00149,-0.00452,22.87578,-4.15131,15498.00067,0.01776,0.009018804597701312,0.00015202964085722442,1.30964
4.0,2.0,1.47862,15498.00567,-857.90302,-422.16401,-27142.448,-0.00044,-0.00061,1.41145,0.01237,,0.0,-0.0015,-0.00457,22.87581,-4.0495,15498.00567,0.01237,0.018232237547893052,0.00012603124078985602,1.41145
4.0,2.0,1.58001,15498.01067,-857.90394,-422.1649,-27142.448,-0.00045,-0.00044,1.51284,0.01244,,0.0,-0.00155,-0.00452,22.87571,-3.94811,15498.01067,0.01244,0.02814862835249093,6.495364405708402e-05,1.51284
4.0,2.0,1.68348,15498.01567,-857.904,-422.165,-27142.448,-0.00013,-6e-05,1.61632,0.03054,,0.0,-0.00153,-0.00455,22.87588,-3.84464,15498.01567,0.03054,0.036890329501916376,6.682674413707782e-05,1.61632
4.0,2.0,1.79109,15498.02067,-857.904,-422.165,-27142.448,-0.00017,0.00063,1.72395,0.05591,,0.0,-0.00154,-0.00451,22.87578,-3.73703,15498.02067,0.05591,0.04636572413793188,3.4255736600550266e-05,1.72395
4.0,2.0,1.89772,15498.02567,-857.904,-422.165,-27142.448,0.0002,-0.00043,1.83058,0.0563,,0.0,-0.0015,-0.00454,22.87587,-3.6304,15498.02567,0.0563,0.055697011494253885,1.5971538040487123e-05,1.83058
4.0,2.0,2.00598,15498.03067,-857.904,-422.16415,-27142.448,0.0003,-0.00102,1.93884,0.06827,,0.0,-0.00151,-0.00452,22.8758,-3.52214,15498.03067,0.06827,0.06514363984674448,-7.09191191951755e-06,1.93884
4.0,2.0,2.11795,15498.03567,-857.904,-422.164,-27142.448,0.00016,-0.0003,2.05082,0.07884,,0.0,-0.00151,-0.00452,22.87573,-3.41017,15498.03567,0.07884,0.07463113409961822,-2.755875542084652e-05,2.05082
4.0,2.0,2.23035,15498.04067,-857.904,-422.164,-27142.448,0.00047,-0.00022,2.16324,0.09025,,0.0,-0.00154,-0.00452,22.87571,-3.29777,15498.04067,0.09025,0.08406577011494405,-4.098387436320995e-05,2.16324
4.0,2.0,2.34322,15498.04567,-857.90398,-422.164,-27142.448,0.00048,-0.00031,2.27609,0.08456,,0.0,-0.00155,-0.00454,22.87584,-3.1849,15498.04567,0.08456,0.09337268965517412,-5.1529451391548354e-05,2.27609
4.0,2.0,2.46017,15498.05067,-857.90306,-422.16485,-27142.44885,0.00022,0.00021,2.39306,0.10166,,0.0,-0.00154,-0.00452,22.8758,-3.06795,15498.05067,0.10166,0.10149334865900567,-4.359479600889334e-06,2.39306
4.0,2.0,2.57782,15498.05567,-857.903,-422.165,-27142.449,0.00092,0.00014,2.51072,0.11767,,0.0,-0.00156,-0.00449,22.87571,-2.9503,15498.05567,0.11767,0.10997177777777978,2.3738705738672887e-05,2.51072
4.0,2.0,2.69567,15498.06067,-857.903,-422.16585,-27142.44821,0.00097,-0.0004,2.62857,0.12043,,0.0,-0.00154,-0.00454,22.87584,-2.83245,15498.06067,0.12043,0.11932431417624739,1.124971580140487e-05,2.62857
4.0,2.0,2.81633,15498.06567,-857.90301,-422.166,-27142.448,0.00081,-0.00087,2.74923,0.12975,,0.0,-0.00153,-0.00454,22.87583,-2.71179,15498.06567,0.12975,0.12839820689655407,1.9082312323653232e-05,2.74923
4.0,2.0,2.93839,15498.07067,-857.9039,-422.16515,-27142.448,0.00094,-0.00071,2.87131,0.144,,0.0,-0.00149,-0.00455,22.87576,-2.58972,15498.07067,0.144,0.13794737164751208,6.43585533236608e-06,2.87131
4.0,2.0,3.06035,15498.07567,-857.90399,-422.165,-27142.448,0.00041,-0.00032,2.99326,0.13014,,0.0,-0.00152,-0.00457,22.8758,-2.46777,15498.07567,0.13014,0.14722442911877662,1.07086859500214e-05,2.99326
4.0,2.0,3.18346,15498.08067,-857.9031,-422.165,-27142.448,-4e-05,-0.00028,3.11638,0.15497,,0.0,-0.00152,-0.00457,22.87588,-2.34466,15498.08067,0.15497,0.15576314942529018,4.996943286593832e-05,3.11638
4.0,2.0,3.30868,15498.08567,-857.903,-422.165,-27142.448,0.0007,0.0001,3.24161,0.16882,,0.0,-0.00156,-0.00461,22.87584,-2.21944,15498.08567,0.16882,0.16418807662835547,9.112567891873379e-05,3.24161
4.0,2.0,3.43365,15498.09067,-857.90379,-422.165,-27142.448,0.00057,-0.00011,3.36659,0.17335,,0.0,-0.00156,-0.00457,22.87586,-2.09446,15498.09067,0.17335,0.17342065900383458,9.174872636936429e-05,3.36659
4.0,2.0,3.558,15498.09567,-857.904,-422.16499,-27142.448,0.00034,-0.00032,3.49094,0.17898,,0.0,-0.00157,-0.00454,22.87575,-1.97012,15498.09567,0.17898,0.18260573180076958,0.00010047038019446312,3.49094
4.0,2.0,3.68576,15498.10067,-857.904,-422.1641,-27142.448,0.00068,-0.00027,3.61871,0.19943,,0.0,-0.00155,-0.00451,22.87571,-1.84236,15498.10067,0.19943,0.19213064367816443,9.358073344274524e-05,3.61871
4.0,2.0,3.81261,15498.10567,-857.904,-422.16401,-27142.448,0.00023,-0.00061,3.74556,0.19899,,0.0,-0.00151,-0.00451,22.87585,-1.71551,15498.10567,0.19899,0.20202409195402668,6.953543008709334e-05,3.74556
4.0,2.0,3.93856,15498.11067,-857.904,-422.1649,-27142.448,-0.00039,-0.00025,3.87151,0.20071,,0.0,-0.00151,-0.00455,22.87586,-1.58956,15498.11067,0.20071,0.21249289655172798,1.5777525156771607e-05,3.87151
4.0,2.0,4.06698,15498.11567,-857.904,-422.16499,-27142.448,-0.00043,0.0002,3.99995,0.21733,,0.0,-0.00151,-0.00452,22.87579,-1.46114,15498.11567,0.21733,0.2214740536398508,4.370030735541318e-05,3.99995
4.0,2.0,4.19562,15498.12067,-857.904,-422.1641,-27142.448,-0.00035,-0.00029,4.1286,0.24137,,0.0,-0.00149,-0.00454,22.87593,-1.3325,15498.12067,0.24137,0.2306226283524946,6.494387604725528e-05,4.1286
4.0,2.0,4.32284,15498.12567,-857.90398,-422.164,-27142.448,-7e-05,-0.00057,4.25582,0.24313,,0.0,-0.00153,-0.0045,22.87572,-1.20528,15498.12567,0.24313,0.24043647509578983,5.678287230004254e-05,4.25582
4.0,2.0,4.45146,15498.13067,-857.90306,-422.164,-27142.44885,0.00025,-0.00045,4.38445,0.25441,,0.0,-0.00149,-0.00449,22.87586,-1.07666,15498.13067,0.25441,0.25068354022988965,2.946814870945333e-05,4.38445
4.0,2.0,4.58133,15498.13567,-857.903,-422.164,-27142.449,0.00025,-0.00038,4.51433,0.26523,,0.0,-0.0015,-0.00453,22.87582,-0.94679,15498.13567,0.26523,0.26059020689655643,2.3143362384663935e-05,4.51433
4.0,2.0,4.70998,15498.14067,-857.903,-422.164,-27142.449,-0.00015,-3e-05,4.64297,0.26635,,0.0,-0.00151,-0.00451,22.8758,-0.81814,15498.14067,0.26635,0.2711455862069015,-1.4396614879455148e-05,4.64297
4.0,2.0,4.83842,15498.14567,-857.90302,-422.16401,-27142.449,-0.0001,-0.00013,4.77142,0.27514,,0.0,-0.0015,-0.00455,22.87589,-0.6897,15498.14567,0.27514,0.28077257471264877,-3.833354385162019e-06,4.77142
4.0,2.0,4.96846,15498.15067,-857.90394,-422.1649,-27142.449,0.00036,-0.00025,4.90147,0.29172,,0.0,-0.00148,-0.0045,22.87592,-0.55966,15498.15067,0.29172,0.29059357854406664,-9.006862869018846e-06,4.90147
4.0,2.0,5.09841,15498.15567,-857.904,-422.165,-27142.449,0.00048,1e-05,5.03142,0.3057,,0.0,-0.00152,-0.00452,22.87576,-0.42971,15498.15567,0.3057,0.30028426819923915,-4.182223906452551e-06,5.03142
4.0,2.0,5.22737,15498.16067,-857.904,-422.16585,-27142.44979,0.00107,-0.0006,5.16039,0.31144,,0.0,-0.00149,-0.00452,22.87585,-0.30075,15498.16067,0.31144,0.3098188582375535,1.4030314512980166e-05,5.16039
4.0,2.0,5.35676,15498.16567,-857.90399,-422.16599,-27142.45,0.00121,-0.00064,5.28979,0.3198,,0.0,-0.0015,-0.00446,22.87567,-0.17136,15498.16567,0.3198,0.3192208505747185,4.2438381541733106e-05,5.28979
4.0,2.0,5.48794,15498.17067,-857.9031,-422.16429,-27142.45,0.0007,-1e-05,5.42097,0.32627,,0.0,-0.00153,-0.0045,22.8758,-0.04018,15498.17067,0.32627,0.329815540229891,7.827123068403089e-06,5.42097
4.0,2.0,5.61689,15498.17567,-857.903,-422.164,-27142.45,0.00041,-0.00043,5.54993,0.32888,,0.0,-0.00149,-0.00452,22.87582,0.08877,15498.17567,0.32888,0.3403675095785502,-2.642583470179906e-05,5.54993
4.0,2.0,5.74621,15498.18067,-857.90379,-422.164,-27142.45,0.00034,-5e-05,5.67926,0.34992,,0.0,-0.00149,-0.00449,22.87592,0.21809,15498.18067,0.34992,0.34952629118774586,9.8414382551273e-06,5.67926
4.0,2.0,5.87765,15498.18567,-857.904,-422.16401,-27142.45,0.00023,-3e-05,5.81071,0.36607,,0.0,-0.00149,-0.00448,22.87582,0.34953,15498.18567,0.36607,0.3585407586206962,5.2160582712198686e-05,5.81071
4.0,2.0,6.00709,15498.19067,-857.904,-422.1649,-27142.45,0.00065,-0.00059,5.94015,0.37596,,0.0,-0.00151,-0.00451,22.87583,0.47897,15498.19067,0.37596,0.3690828965517309,1.2615131994331806e-05,5.94015
4.0,2.0,6.13609,15498.19567,-857.904,-422.165,-27142.45,0.0006,-0.0003,6.06915,0.37473,,0.0,-0.00151,-0.00455,22.87581,0.60797,15498.19567,0.37473,0.3789932413793172,9.47800092616414e-06,6.06915
4.0,2.0,6.26758,15498.20067,-857.90321,-422.165,-27142.45085,7e-05,-2e-05,6.20065,0.39205,,0.0,-0.00147,-0.00451,22.87576,0.73946,15498.20067,0.39205,0.38929415325671207,-1.471567512958548e-05,6.20065
4.0,2.0,6.39769,15498.20567,-857.903,-422.165,-27142.451,0.00012,-0.00029,6.33077,0.39825,,0.0,-0.00149,-0.00452,22.87579,0.86957,15498.20567,0.39825,0.3991161915708885,-1.0265167782528943e-05,6.33077
4.0,2.0,6.52655,15498.21067,-857.903,-422.165,-27142.45015,-5e-05,-0.00023,6.45963,0.39872,,0.0,-0.00147,-0.00447,22.87579,0.99843,15498.21067,0.39872,0.40879499616858983,4.2553155655373435e-06,6.45963
4.0,2.0,6.65694,15498.21567,-857.90298,-422.165,-27142.45,-0.0002,-0.00017,6.59003,0.4159,,0.0,-0.00148,-0.0045,22.87587,1.12882,15498.21567,0.4159,0.4185091034482835,1.4950191570755906e-05,6.59003
4.0,2.0,6.78807,15498.22067,-857.90206,-422.165,-27142.45,8e-05,-0.00044,6.72117,0.43442,,0.0,-0.00148,-0.00448,22.87603,1.25995,15498.22067,0.43442,0.4284502758620768,1.2115447770492385e-05,6.72117
4.0,2.0,6.91642,15498.22567,-857.902,-422.165,-27142.45,0.00011,-0.00085,6.84953,0.4457,,0.0,-0.00148,-0.00451,22.87598,1.3883,15498.22567,0.4457,0.4387336781609275,-7.862405793571028e-06,6.84953
4.0,2.0,7.04627,15498.23067,-857.90279,-422.165,-27142.45085,0.00014,-0.00019,6.97938,0.4561,,0.0,-0.00146,-0.00452,22.87604,1.51815,15498.23067,0.4561,0.44918617624521895,-3.7114479390476084e-05,6.97938
4.0,2.0,7.1774,15498.23567,-857.90301,-422.165,-27142.451,-6e-05,0.00041,7.11051,0.45714,,0.0,-0.00145,-0.00452,22.87591,1.64928,15498.23567,0.45714,0.45890859003832246,-2.654692434016551e-05,7.11051
4.0,2.0,7.30618,15498.24067,-857.9039,-422.16415,-27142.45179,-0.00059,-0.00031,7.23929,0.45584,,0.0,-0.00147,-0.00449,22.87581,1.77806,15498.24067,0.45584,0.4690576934865986,-4.0815291987845396e-05,7.23929
4.0,2.0,7.43543,15498.24567,-857.904,-422.164,-27142.452,-0.00073,-0.00036,7.36856,0.4777,,0.0,-0.00147,-0.00451,22.8758,1.90731,15498.24567,0.4777,0.4780432490421543,4.2030230304661385e-06,7.36856
4.0,2.0,7.56623,15498.25067,-857.904,-422.164,-27142.45115,2e-05,0.00027,7.49937,0.49538,,0.0,-0.00147,-0.00447,22.87584,2.03811,15498.25067,0.49538,0.4872909808429208,3.4680729232307826e-05,7.49937
4.0,2.0,7.69527,15498.25567,-857.904,-422.16401,-27142.451,0.00014,-0.00098,7.62841,0.49362,,0.0,-0.00146,-0.00448,22.87599,2.16715,15498.25567,0.49362,0.4972292567049899,3.1721695928444175e-05,7.62841
4.0,2.0,7.82422,15498.26067,-857.904,-422.1649,-27142.451,-0.00017,-0.00043,7.75737,0.50814,,0.0,-0.00146,-0.00446,22.87593,2.2961,15498.26067,0.50814,0.5081303218390897,-2.2196202265318795e-05,7.75737
4.0,2.0,7.9546,15498.26567,-857.90402,-422.165,-27142.451,0.00013,0.00055,7.88776,0.51272,,0.0,-0.00148,-0.00449,22.87572,2.42648,15498.26567,0.51272,0.5179015325670593,-1.6582880720965787e-05,7.88776
4.0,2.0,8.08447,15498.27067,-857.90494,-422.165,-27142.45179,-0.0002,-5e-05,8.01763,0.53407,,0.0,-0.00145,-0.00448,22.8758,2.55635,15498.27067,0.53407,0.5277633793103544,-1.61431518674478e-05,8.01763
4.0,2.0,8.21288,15498.27567,-857.90498,-422.165,-27142.452,-2e-05,-0.00056,8.14605,0.53957,,0.0,-0.00147,-0.0045,22.87597,2.68476,15498.27567,0.53957,0.537552222222232,-1.004884004899946e-05,8.14605
4.0,2.0,8.34265,15498.28067,-857.9032,-422.16415,-27142.452,0.0005,-0.00036,8.27583,0.54618,,0.0,-0.00148,-0.00448,22.87588,2.81453,15498.28067,0.54618,0.5466277011494352,3.3982990189724595e-05,8.27583
4.0,2.0,8.47284,15498.28567,-857.90302,-422.16401,-27142.452,0.00036,-0.00049,8.40602,0.55781,,0.0,-0.00149,-0.00446,22.8759,2.94472,15498.28567,0.55781,0.5559105977011595,6.588994147598047e-05,8.40602
4.0,2.0,8.60107,15498.29067,-857.90394,-422.1649,-27142.45115,7e-05,-8e-05,8.53425,0.56699,,0.0,-0.00148,-0.00452,22.87592,3.07295,15498.29067,0.56699,0.5663126743295123,3.737215275129396e-05,8.53425
4.0,2.0,8.72994,15498.29567,-857.904,-422.16499,-27142.451,0.00039,-3e-05,8.66313,0.5697,,0.0,-0.0015,-0.00451,22.87575,3.20182,15498.29567,0.5697,0.5768511800766388,2.2321586457805555e-06,8.66313
4.0,2.0,8.86057,15498.30067,-857.904,-422.1641,-27142.451,-0.00015,0.00033,8.79378,0.59096,,0.0,-0.00145,-0.00449,22.87574,3.33245,15498.30067,0.59096,0.5868289961685931,2.5117258218945206e-06,8.79378
4.0,2.0,8.98879,15498.30567,-857.904,-422.164,-27142.451,0.0,8e-05,8.922,0.58861,,0.0,-0.00149,-0.00447,22.87591,3.46067,15498.30567,0.58861,0.5968678160919649,4.137931034304751e-06,8.922
4.0,2.0,9.11678,15498.31067,-857.904,-422.16479,-27142.451,0.00047,-0.00064,9.05,0.60836,,0.0,-0.00148,-0.00453,22.87589,3.58866,15498.31067,0.60836,0.6068968888888999,1.6043956042168048e-06,9.05
4.0,2.0,9.24691,15498.31567,-857.904,-422.165,-27142.45101,0.00031,-0.00011,9.18013,0.62457,,0.0,-0.00146,-0.00451,22.87577,3.71879,15498.31567,0.62457,0.615958214559398,5.0278640899144474e-05,9.18013
4.0,2.0,9.37626,15498.32067,-857.904,-422.165,-27142.45271,0.00044,0.00027,9.30949,0.63198,,0.0,-0.00148,-0.0045,22.87576,3.84814,15498.32067,0.63198,0.6266786206896666,1.26339943579449e-05,9.30949
4.0,2.0,9.50352,15498.32567,-857.904,-422.165,-27142.453,0.00033,-0.00036,9.43674,0.62613,,0.0,-0.0015,-0.00452,22.87592,3.9754,15498.32567,0.62613,0.6366272260536515,1.735640604587016e-05,9.43674
4.0,2.0,9.63269,15498.33067,-857.904,-422.16415,-27142.45215,0.00018,-0.00035,9.56593,0.64315,,0.0,-0.00148,-0.00447,22.8761,4.10457,15498.33067,0.64315,0.6465551264367935,2.3274220032645093e-05,9.56593
4.0,2.0,9.7627,15498.33567,-857.904,-422.16402,-27142.452,0.0003,-9e-05,9.69595,0.65868,,0.0,-0.0015,-0.00447,22.87597,4.23458,15498.33567,0.65868,0.6559978314176365,5.7653909308884223e-05,9.69595
4.0,2.0,9.89019,15498.34067,-857.904,-422.1658,-27142.452,0.00059,-0.00039,9.82344,0.66754,,0.0,-0.00152,-0.00447,22.87588,4.36207,15498.34067,0.66754,0.6661243524904336,5.9246010694087754e-05,9.82344
4.0,2.0,10.01846,15498.34567,-857.90399,-422.166,-27142.452,0.00015,-0.00048,9.95172,0.67982,,0.0,-0.0015,-0.00449,22.87592,4.49034,15498.34567,0.67982,0.6768211111111234,3.377289377269133e-05,9.95172
4.0,2.0,10.14863,15498.35067,-857.9031,-422.16515,-27142.45279,-6e-05,0.00029,10.0819,0.69267,,0.0,-0.00145,-0.00449,22.87591,4.62051,15498.35067,0.69267,0.6871083984674454,3.15790493029826e-05,10.0819
4.0,2.0,10.2763,15498.35567,-857.90301,-422.165,-27142.453,0.00016,0.00046,10.20957,0.69192,,0.0,-0.00148,-0.00445,22.87589,4.74818,15498.35567,0.69192,0.6979188045977139,3.446591720357439e-07,10.20957
4.0,2.0,10.40374,15498.36067,-857.9039,-422.165,-27142.453,-0.0003,-0.00018,10.33702,0.70146,,0.0,-0.00142,-0.00447,22.87574,4.87562,15498.36067,0.70146,0.7083774252873692,-1.2564692013178596e-05,10.33702
4.0,2.0,10.53364,15498.36567,-857.904,-422.165,-27142.45299,-8e-05,-0.0001,10.46693,0.72573,,0.0,-0.0015,-0.00449,22.87574,5.00552,15498.36567,0.72573,0.7182952796934997,2.5976169422316925e-06,10.46693
4.0,2.0,10.66167,15498.37067,-857.904,-422.165,-27142.45129,-8e-05,-0.00015,10.59496,0.72952,,0.0,-0.00149,-0.0045,22.87575,5.13355,15498.37067,0.72952,0.7284485517241512,6.006231316359103e-06,10.59496
4.0,2.0,10.78872,15498.37567,-857.904,-422.165,-27142.451,-0.00035,-0.00062,10.72201,0.72455,,0.0,-0.00149,-0.00451,22.87593,5.2606,15498.37567,0.72455,0.738478942528749,1.6310807965756215e-05,10.72201
4.0,2.0,10.91822,15498.38067,-857.90321,-422.165,-27142.45185,-0.00022,-0.00064,10.85153,0.76222,,0.0,-0.00147,-0.00445,22.87588,5.3901,15498.38067,0.76222,0.7486848352490558,1.5225211569816575e-05,10.85153
4.0,2.0,11.04658,15498.38567,-857.903,-422.165,-27142.452,7e-05,0.00014,10.97989,0.754,,0.0,-0.00151,-0.00449,22.87578,5.51846,15498.38567,0.754,0.7593384521072934,-7.39707801799671e-06,10.97989
4.0,2.0,11.17392,15498.39067,-857.903,-422.165,-27142.452,-0.00041,0.00052,11.10723,0.7661,,0.0,-0.00149,-0.00449,22.87588,5.6458,15498.39067,0.7661,0.7702379923371787,-4.0568733948272324e-05,11.10723
4.0,2.0,11.30227,15498.39567,-857.903,-422.165,-27142.45201,-0.00033,9e-05,11.23559,0.78104,,0.0,-0.00151,-0.00449,22.87585,5.77415,15498.39567,0.78104,0.7797815249042288,-5.027156774542463e-08,11.23559
4.0,2.0,11.43071,15498.40067,-857.903,-422.165,-27142.45371,0.00026,-0.00012,11.36404,0.79583,,0.0,-0.00148,-0.00447,22.87588,5.90259,15498.40067,0.79583,0.7894317701149568,3.4434929055383694e-05,11.36404
4.0,2.0,11.55875,15498.40567,-857.90302,-422.165,-27142.454,0.00013,-0.0003,11.49209,0.80879,,0.0,-0.00152,-0.00445,22.87589,6.03063,15498.40567,0.80879,0.8001121226053787,1.2921476990203785e-05,11.49209
4.0,2.0,11.68625,15498.41067,-857.90394,-422.165,-27142.45315,0.00051,-8e-05,11.61959,0.80752,,0.0,-0.00147,-0.00451,22.87599,6.15813,15498.41067,0.80752,0.8109944444444592,-2.2832722832967067e-05,11.61959
4.0,2.0,11.81465,15498.41567,-857.904,-422.165,-27142.453,0.00062,-0.00018,11.74801,0.82214,,0.0,-0.00149,-0.00453,22.87605,6.28654,15498.41567,0.82214,0.8212024367816242,-2.3230516610072815e-05,11.74801
4.0,2.0,11.94317,15498.42067,-857.904,-422.16415,-27142.45379,0.00033,0.00047,11.87652,0.82411,,0.0,-0.00148,-0.00449,22.87597,6.41505,15498.42067,0.82411,0.8324464291187892,-8.156726032612551e-05,11.87652
4.0,2.0,12.06982,15498.42567,-857.904,-422.164,-27142.454,0.00058,0.0005,12.00318,0.8388,,0.0,-0.00146,-0.00451,22.8759,6.5417,15498.42567,0.8388,0.8424442145594023,-7.646372784329012e-05,12.00318
4.0,2.0,12.19814,15498.43067,-857.904,-422.16485,-27142.45242,0.00065,-0.00056,12.13151,0.8499,,0.0,-0.00151,-0.00452,22.8759,6.67002,15498.43067,0.8499,0.8520894789272185,-5.738208917544516e-05,12.13151
4.0,2.0,12.32666,15498.43567,-857.904,-422.165,-27142.452,0.00029,-0.0013,12.26004,0.86789,,0.0,-0.00148,-0.00453,22.87583,6.79854,15498.43567,0.86789,0.8616434329502072,-3.1468485537710505e-05,12.26004
4.0,2.0,12.45329,15498.44067,-857.904,-422.165,-27142.45279,0.00088,-0.00108,12.38667,0.86787,,0.0,-0.00149,-0.0045,22.876,6.92517,15498.44067,0.86787,0.8716586973180235,-2.5842280325298443e-05,12.38667
4.0,2.0,12.58101,15498.44567,-857.904,-422.165,-27142.453,0.00041,-0.00052,12.5144,0.88303,,0.0,-0.00146,-0.0045,22.87586,7.05289,15498.44567,0.88303,0.8811531877394797,3.826533619372824e-06,12.5144
4.0,2.0,12.70997,15498.45067,-857.90315,-422.165,-27142.45385,6e-05,0.00055,12.64337,0.89369,,0.0,-0.00148,-0.00448,22.87576,7.18185,15498.45067,0.89369,0.8919978697318169,-4.419106563960775e-05,12.64337
